Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A Hybrid Clonal Selection Algorithm Based on Multi-parent Crossover and Chaos Search,Advances in Computation and Intelligence,,,,10.1007/978-3-540-74581-5_45,Siqing XueQiuming ZhangMailing Song,2007,https://link.springer.com/chapter/10.1007/978-3-540-74581-5_45,Conference paper
ExpliSAT: Guiding SAT-Based Software Verification with Explicit States,"Hardware and Software, Verification and Testing",,,,10.1007/978-3-540-70889-6_11,Sharon BarnerCindy EisnerZiv GlazbergDaniel KroeningIshai Rabinovitz,2007,https://link.springer.com/chapter/10.1007/978-3-540-70889-6_11,Conference paper
Constructive Interval Disjunction,Principles and Practice of Constraint Programming – CP 2007,,,,10.1007/978-3-540-74970-7_45,Gilles TrombettoniGilles Chabert,2007,https://link.springer.com/chapter/10.1007/978-3-540-74970-7_45,Conference paper
"Spin Networks, Quantum Topology and Quantum Computation","Logic, Language, Information and Computation",,,,10.1007/978-3-540-73445-1_18,Louis H. KauffmanSamuel J. Lomonaco,2007,https://link.springer.com/chapter/10.1007/978-3-540-73445-1_18,Conference paper
Combining Regularization Frameworks for Solving the Electrocardiography Inverse Problem,Advanced Intelligent Computing Theories and Applications. With Aspects of Contemporary Intelligent Computing Techniques,,,,10.1007/978-3-540-74282-1_136,Mingfeng JiangLing XiaGuofa Shou,2007,https://link.springer.com/chapter/10.1007/978-3-540-74282-1_136,Conference paper
Heuristic Search for 2D NMR Alignment to Support Metabolite Identification,"Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",,,,10.1007/978-3-540-74450-4_40,Geun-Cheol LeeJeff de RoppMark R. ViantDavid L. WoodruffPing Yu,2007,https://link.springer.com/chapter/10.1007/978-3-540-74450-4_40,Conference paper
Restoration of Color Images Degraded by Space-Variant Motion Blur,Computer Analysis of Images and Patterns,,,,10.1007/978-3-540-74272-2_56,Michal ŠorelJan Flusser,2007,https://link.springer.com/chapter/10.1007/978-3-540-74272-2_56,Conference paper
Hybrid Numerical Optimization for Combinatorial Network Problems,Hybrid Metaheuristics,,,,10.1007/978-3-540-75514-2_14,Markus ChimaniMaria KandybaMike Preuss,2007,https://link.springer.com/chapter/10.1007/978-3-540-75514-2_14,Conference paper
Hybrid Evolutionary Algorithm with Product-Unit Neural Networks for Classification,Computational and Ambient Intelligence,,,,10.1007/978-3-540-73007-1_43,Francisco J. Martínez-EstudilloCésar Hervás-MartínezAlfonso C. Martínez-EstudilloPedro A. Gutiérrez-Peña,2007,https://link.springer.com/chapter/10.1007/978-3-540-73007-1_43,Conference paper
A Niching Gene Expression Programming Algorithm Based on Parallel Model,Advanced Parallel Processing Technologies,,,,10.1007/978-3-540-76837-1_30,Yishen LinHong PengJia Wei,2007,https://link.springer.com/chapter/10.1007/978-3-540-76837-1_30,Conference paper
Combining Stochastic Block Models and Mixed Membership for Statistical Network Analysis,"Statistical Network Analysis: Models, Issues, and New Directions",,,,10.1007/978-3-540-73133-7_5,Edoardo M. AiroldiDavid M. BleiStephen E. FienbergEric P. Xing,2007,https://link.springer.com/chapter/10.1007/978-3-540-73133-7_5,Conference paper
Algebraic Methods in Quantum Informatics,Algebraic Informatics,,,,10.1007/978-3-540-75414-5_6,Jozef Gruska,2007,https://link.springer.com/chapter/10.1007/978-3-540-75414-5_6,Conference paper
Enhanced Situational Awareness: Application of DDDAS Concepts to Emergency and Disaster Management,Computational Science – ICCS 2007,,,,10.1007/978-3-540-72584-8_143,Gregory R. MadeyAlbert-László BarabásiNitesh V. ChawlaMarta GonzalezDavid HachenBrett LantzAlec PawlingTimothy SchoenharlGábor SzabóPu WangPing Yan,2007,https://link.springer.com/chapter/10.1007/978-3-540-72584-8_143,Conference paper
An Implementation of Parallel Eigenvalue Computation Using Dual-Level Hybrid Parallelism,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-540-72905-1_10,Yonghua ZhaoXuebin ChiQiang Cheng,2007,https://link.springer.com/chapter/10.1007/978-3-540-72905-1_10,Conference paper
Particle Swarm Trained Neural Network for Fault Diagnosis of Transformers by Acoustic Emission,Advanced Intelligent Computing Theories and Applications. With Aspects of Artificial Intelligence,,,,10.1007/978-3-540-74205-0_103,Cheng-Chien Kuo,2007,https://link.springer.com/chapter/10.1007/978-3-540-74205-0_103,Conference paper
Constraint-Based School Timetabling Using Hybrid Genetic Algorithms,AI*IA 2007: Artificial Intelligence and Human-Oriented Computing,,,,10.1007/978-3-540-74782-6_77,Tuncay Yigit,2007,https://link.springer.com/chapter/10.1007/978-3-540-74782-6_77,Conference paper
Automatic Synthesis for Quantum Circuits Using Genetic Algorithms,Adaptive and Natural Computing Algorithms,,,,10.1007/978-3-540-71618-1_20,Cristian RuicanMihai UdrescuLucian ProdanMircea Vladutiu,2007,https://link.springer.com/chapter/10.1007/978-3-540-71618-1_20,Conference paper
On the Convergence Properties of Quantum-Inspired Multi-Objective Evolutionary Algorithms,Advanced Intelligent Computing Theories and Applications. With Aspects of Contemporary Intelligent Computing Techniques,,,,10.1007/978-3-540-74282-1_28,Zhiyong LiZhe LiGünter Rudolph,2007,https://link.springer.com/chapter/10.1007/978-3-540-74282-1_28,Conference paper
From Logic to Physics: How the Meaning of Computation Changed over Time,Computation and Logic in the Real World,,,,10.1007/978-3-540-73001-9_64,Itamar Pitowsky,2007,https://link.springer.com/chapter/10.1007/978-3-540-73001-9_64,Conference paper
A Perspective on Bridging the Gap Between Theory and Practice in University Timetabling,Practice and Theory of Automated Timetabling VI,,,,10.1007/978-3-540-77345-0_1,Barry McCollum,2007,https://link.springer.com/chapter/10.1007/978-3-540-77345-0_1,Conference paper
Mixture of the Robust L1 Distributions and Its Applications,AI 2007: Advances in Artificial Intelligence,,,,10.1007/978-3-540-76928-6_5,Junbin GaoRichard Y. Xu,2007,https://link.springer.com/chapter/10.1007/978-3-540-76928-6_5,Conference paper
A Two-Level Programming Method for Collaborative Scheduling in Construction Supply Chain Management,"Cooperative Design, Visualization, and Engineering",,,,10.1007/978-3-540-74780-2_36,Xiaolong XueChengshuang SunYaowu WangQiping Shen,2007,https://link.springer.com/chapter/10.1007/978-3-540-74780-2_36,Conference paper
Statistical Comparison of Cardiac Fibre Architectures,Functional Imaging and Modeling of the Heart,,,,10.1007/978-3-540-72907-5_42,Jean-Marc PeyratMaxime SermesantXavier PennecHervé DelingetteChenyang XuElliot McVeighNicholas Ayache,2007,https://link.springer.com/chapter/10.1007/978-3-540-72907-5_42,Conference paper
An Improved Simplex-Genetic Method to Solve Hard Linear Programming Problems,Computational Science – ICCS 2007,,,,10.1007/978-3-540-72590-9_150,Juan Frausto-SolísAlma Nieto-Yáñez,2007,https://link.springer.com/chapter/10.1007/978-3-540-72590-9_150,Conference paper
Integration of Constraint Programming and Metaheuristics,"Abstraction, Reformulation, and Approximation",,,,10.1007/978-3-540-73580-9_33,Broderick CrawfordCarlos CastroEric Monfroy,2007,https://link.springer.com/chapter/10.1007/978-3-540-73580-9_33,Conference paper
Experimental Evaluation of Parametric Max-Flow Algorithms,Experimental Algorithms,,,,10.1007/978-3-540-72845-0_20,Maxim BabenkoJonathan DerryberryAndrew GoldbergRobert TarjanYunhong Zhou,2007,https://link.springer.com/chapter/10.1007/978-3-540-72845-0_20,Conference paper
Feature-Weighted User Model for Recommender Systems,User Modeling 2007,,,,10.1007/978-3-540-73078-1_13,Panagiotis SymeonidisAlexandros NanopoulosYannis Manolopoulos,2007,https://link.springer.com/chapter/10.1007/978-3-540-73078-1_13,Conference paper
Bounded Model Checking Combining Symbolic Trajectory Evaluation Abstraction with Hybrid Three-Valued SAT Solving,Computer Supported Cooperative Work in Design III,,,,10.1007/978-3-540-72863-4_31,Shujun DengWeimin WuJinian Bian,2007,https://link.springer.com/chapter/10.1007/978-3-540-72863-4_31,Conference paper
Learning Fuzzy Cognitive Maps from the Web for the Stock Market Decision Support System,Advances in Intelligent Web Mastering,,,,10.1007/978-3-540-72575-6_17,Wojciech FroelichAlicja Wakulicz-Deja,2007,https://link.springer.com/chapter/10.1007/978-3-540-72575-6_17,Conference paper
Motion Compensated Video Super Resolution,Scale Space and Variational Methods in Computer Vision,,,,10.1007/978-3-540-72823-8_69,Sune Høgild KellerFrançois LauzeMads Nielsen,2007,https://link.springer.com/chapter/10.1007/978-3-540-72823-8_69,Conference paper
Survey of Improving Naive Bayes for Classification,Advanced Data Mining and Applications,,,,10.1007/978-3-540-73871-8_14,Liangxiao JiangDianhong WangZhihua CaiXuesong Yan,2007,https://link.springer.com/chapter/10.1007/978-3-540-73871-8_14,Conference paper
A Hybrid Approach to Improving Automatic Speech Recognition Via NLP,Advances in Artificial Intelligence,,,,10.1007/978-3-540-72665-4_44,Kimberly Voll,2007,https://link.springer.com/chapter/10.1007/978-3-540-72665-4_44,Conference paper
An Evolving Oblique Decision Tree Ensemble Architecture for Continuous Learning Applications,Artificial Intelligence and Innovations 2007: from Theory to Applications,,,,10.1007/978-0-387-74161-1_1,Ioannis T. ChristouSofoklis Efremidis,2007,https://link.springer.com/chapter/10.1007/978-0-387-74161-1_1,Conference paper
Feature Extraction of Speech Signal by Genetic Algorithms-Simulated Annealing and Comparison with Linear Predictive Coding Based Methods,Adaptive and Natural Computing Algorithms,,,,10.1007/978-3-540-71618-1_30,Melih İnal,2007,https://link.springer.com/chapter/10.1007/978-3-540-71618-1_30,Conference paper
A Hybrid Lattice-Reduction and Meet-in-the-Middle Attack Against NTRU,Advances in Cryptology - CRYPTO 2007,,,,10.1007/978-3-540-74143-5_9,Nick Howgrave-Graham,2007,https://link.springer.com/chapter/10.1007/978-3-540-74143-5_9,Conference paper
It’s All in the Anticipation,Intelligent Virtual Agents,,,,10.1007/978-3-540-74997-4_30,Carlos MartinhoAna Paiva,2007,https://link.springer.com/chapter/10.1007/978-3-540-74997-4_30,Conference paper
Combining Linear Programming and Multiobjective Evolutionary Computation for Solving a Type of Stochastic Knapsack Problem,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-540-70928-2_41,Fermín Mallor-GímenezRosa BlancoCristina Azcárate,2007,https://link.springer.com/chapter/10.1007/978-3-540-70928-2_41,Conference paper
Instance-Dependent Verifiable Random Functions and Their Application to Simultaneous Resettability,Advances in Cryptology - EUROCRYPT 2007,,,,10.1007/978-3-540-72540-4_9,Yi DengDongdai Lin,2007,https://link.springer.com/chapter/10.1007/978-3-540-72540-4_9,Conference paper
Study and Application of Medical Image Visualization Technology,Digital Human Modeling,,,,10.1007/978-3-540-73321-8_77,Jihong LiuWeina MaFei LiuYing HuJinzhu YangXinhe Xu,2007,https://link.springer.com/chapter/10.1007/978-3-540-73321-8_77,Conference paper
CoEvRBFN: An Approach to Solving the Classification Problem with a Hybrid Cooperative-Coevolutive Algorithm,Computational and Ambient Intelligence,,,,10.1007/978-3-540-73007-1_40,M. Dolores Pérez-GodoyAntonio J. RiveraM. José del JesusIgnacio Rojas,2007,https://link.springer.com/chapter/10.1007/978-3-540-73007-1_40,Conference paper
CIDER: Corrected Inverse-Denoising Filter for Image Restoration,Energy Minimization Methods in Computer Vision and Pattern Recognition,,,,10.1007/978-3-540-74198-5_9,You-Wei WenMichael NgWai-ki Ching,2007,https://link.springer.com/chapter/10.1007/978-3-540-74198-5_9,Conference paper
An Evolutionary Approach to Computer-Aided Orchestration,Applications of Evolutionary Computing,,,,10.1007/978-3-540-71805-5_54,Grégoire CarpentierDamien TardieuGérard AssayagXavier RodetEmmanuel Saint-James,2007,https://link.springer.com/chapter/10.1007/978-3-540-71805-5_54,Conference paper
Multiobjective Genetic Programming Feature Extraction with Optimized Dimensionality,Soft Computing in Industrial Applications,,,,10.1007/978-3-540-70706-6_15,Yang ZhangPeter I Rockett,2007,https://link.springer.com/chapter/10.1007/978-3-540-70706-6_15,Conference paper
A New Multi-objective Evolutionary Optimisation Algorithm: The Two-Archive Algorithm,Computational Intelligence and Security,,,,10.1007/978-3-540-74377-4_11,Kata PraditwongXin Yao,2007,https://link.springer.com/chapter/10.1007/978-3-540-74377-4_11,Conference paper
A Novel Discrete Particle Swarm Optimization Based on Estimation of Distribution,Advanced Intelligent Computing Theories and Applications. With Aspects of Artificial Intelligence,,,,10.1007/978-3-540-74205-0_83,Jiahai Wang,2007,https://link.springer.com/chapter/10.1007/978-3-540-74205-0_83,Conference paper
Genetic Particle Swarm Optimization Based on Estimation of Distribution,Bio-Inspired Computational Intelligence and Applications,,,,10.1007/978-3-540-74769-7_32,Jiahai Wang,2007,https://link.springer.com/chapter/10.1007/978-3-540-74769-7_32,Conference paper
Fast Matching Method for DNA Sequences,"Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",,,,10.1007/978-3-540-74450-4_25,Jin Wook KimEunsang KimKunsoo Park,2007,https://link.springer.com/chapter/10.1007/978-3-540-74450-4_25,Conference paper
FastPGA: A Dynamic Population Sizing Approach for Solving Expensive Multiobjective Optimization Problems,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-540-70928-2_14,Hamidreza EskandariChristopher D. GeigerGary B. Lamont,2007,https://link.springer.com/chapter/10.1007/978-3-540-70928-2_14,Conference paper
A Set Covering Approach for the Pickup and Delivery Problem with General Constraints on Each Route,"Engineering Stochastic Local Search Algorithms. Designing, Implementing and Analyzing Effective Heuristics",,,,10.1007/978-3-540-74446-7_16,Hideki HashimotoYouichi EzakiMutsunori YagiuraKoji NonobeToshihide IbarakiArne Løkketangen,2007,https://link.springer.com/chapter/10.1007/978-3-540-74446-7_16,Conference paper
Linear Linkage Encoding in Grouping Problems: Applications on Graph Coloring and Timetabling,Practice and Theory of Automated Timetabling VI,,,,10.1007/978-3-540-77345-0_22,Özgür ÜlkerEnder ÖzcanEmin Erkan Korkmaz,2007,https://link.springer.com/chapter/10.1007/978-3-540-77345-0_22,Conference paper
The Effects of Agent Synchronization in Asynchronous Search Algorithms,Agent and Multi-Agent Systems: Technologies and Applications,,,,10.1007/978-3-540-72830-6_6,Ionel MuscalagiuJose M. VidalVladimir CretuPopa Horia EmilManuela Panoiu,2007,https://link.springer.com/chapter/10.1007/978-3-540-72830-6_6,Conference paper
A Survey on Use of Soft Computing Methods in Medicine,Artificial Neural Networks – ICANN 2007,,,,10.1007/978-3-540-74695-9_8,Ahmet Yardimci,2007,https://link.springer.com/chapter/10.1007/978-3-540-74695-9_8,Conference paper
Acceleration of Experiment-Based Evolutionary Multi-objective Optimization Using Fitness Estimation,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-540-70928-2_61,Hirotaka KajiHajime Kita,2007,https://link.springer.com/chapter/10.1007/978-3-540-70928-2_61,Conference paper
Solving Dial-a-Ride Problems with a Low-Level Hybridization of Ants and Constraint Programming,Nature Inspired Problem-Solving Methods in Knowledge Engineering,,,,10.1007/978-3-540-73055-2_34,Broderick CrawfordCarlos CastroEric Monfroy,2007,https://link.springer.com/chapter/10.1007/978-3-540-73055-2_34,Conference paper
An Adaptive Neuro-Fuzzy Inference System for Calculation Resonant Frequency and Input Resistance of Microstrip Dipole Antenna,Artificial Neural Networks – ICANN 2007,,,,10.1007/978-3-540-74695-9_73,Siddik C. BasaranInayet B. ToprakAhmet Yardimci,2007,https://link.springer.com/chapter/10.1007/978-3-540-74695-9_73,Conference paper
In-Place Transposition of Rectangular Matrices,Applied Parallel Computing. State of the Art in Scientific Computing,,,,10.1007/978-3-540-75755-9_68,Fred G. GustavsonTadeusz Swirszcz,2007,https://link.springer.com/chapter/10.1007/978-3-540-75755-9_68,Conference paper
A Local Search Algorithm for a SAT Representation of Scheduling Problems,Computational Science and Its Applications – ICCSA 2007,,,,10.1007/978-3-540-74484-9_60,Marco Antonio Cruz-ChávezRafael Rivera-López,2007,https://link.springer.com/chapter/10.1007/978-3-540-74484-9_60,Conference paper
Software Pipelining for Packet Filters,High Performance Computing and Communications,,,,10.1007/978-3-540-75444-2_44,Yoshiyuki YamashitaMasato Tsuru,2007,https://link.springer.com/chapter/10.1007/978-3-540-75444-2_44,Conference paper
A Hybrid Genetic Algorithm with Simulated Annealing for Nonlinear Blind Equalization Using RBF Networks,Adaptive and Natural Computing Algorithms,,,,10.1007/978-3-540-71618-1_29,Soowhan HanImgeun LeeChangwook Han,2007,https://link.springer.com/chapter/10.1007/978-3-540-71618-1_29,Conference paper
The Complexity of Zero Knowledge,FSTTCS 2007: Foundations of Software Technology and Theoretical Computer Science,,,,10.1007/978-3-540-77050-3_5,Salil Vadhan,2007,https://link.springer.com/chapter/10.1007/978-3-540-77050-3_5,Conference paper
A Master-Worker Type Eigensolver for Molecular Orbital Computations,Applied Parallel Computing. State of the Art in Scientific Computing,,,,10.1007/978-3-540-75755-9_74,Tetsuya SakuraiYoshihisa KodakiHiroto TadanoHiroaki UmedaYuichi InadomiToshio WatanabeUmpei Nagashima,2007,https://link.springer.com/chapter/10.1007/978-3-540-75755-9_74,Conference paper
Hybrid Line Search for Multiobjective Optimization,High Performance Computing and Communications,,,,10.1007/978-3-540-75444-2_12,Crina GrosanAjith Abraham,2007,https://link.springer.com/chapter/10.1007/978-3-540-75444-2_12,Conference paper
Genetic-Annealing Algorithm for 3D Off-lattice Protein Folding Model,Emerging Technologies in Knowledge Discovery and Data Mining,,,,10.1007/978-3-540-77018-3_20,Xiaolong ZhangXiaoli LinChengpeng WanTingting Li,2007,https://link.springer.com/chapter/10.1007/978-3-540-77018-3_20,Conference paper
MOSAIC: A Proximity Graph Approach for Agglomerative Clustering,Data Warehousing and Knowledge Discovery,,,,10.1007/978-3-540-74553-2_21,Jiyeon ChooRachsuda JiamthapthaksinChun-sheng ChenOner Ulvi CelepcikayChristian GiustiChristoph F. Eick,2007,https://link.springer.com/chapter/10.1007/978-3-540-74553-2_21,Conference paper
Transitive Signatures from Braid Groups,Progress in Cryptology – INDOCRYPT 2007,,,,10.1007/978-3-540-77026-8_14,Licheng WangZhenfu CaoShihui ZhengXiaofang HuangYixian Yang,2007,https://link.springer.com/chapter/10.1007/978-3-540-77026-8_14,Conference paper
Heuristic Optimization Methods for Generating Test from a Question Bank,MICAI 2007: Advances in Artificial Intelligence,,,,10.1007/978-3-540-76631-5_116,Mehmet Yildirim,2007,https://link.springer.com/chapter/10.1007/978-3-540-76631-5_116,Conference paper
On the Performance of Metamodel Assisted MOEA/D,Advances in Computation and Intelligence,,,,10.1007/978-3-540-74581-5_60,Wudong LiuQingfu ZhangEdward TsangCao LiuBotond Virginas,2007,https://link.springer.com/chapter/10.1007/978-3-540-74581-5_60,Conference paper
Sequential Approximation Method in Multi-objective Optimization Using Aspiration Level Approach,Evolutionary Multi-Criterion Optimization,,,,10.1007/978-3-540-70928-2_26,Yeboon YunHirotaka NakayamaMin Yoon,2007,https://link.springer.com/chapter/10.1007/978-3-540-70928-2_26,Conference paper
A Constructive Hybrid Algorithm for Crew Pairing Optimization,"Artificial Intelligence: Methodology, Systems, and Applications",,,,10.1007/11861461_7,Broderick CrawfordCarlos CastroEric Monfroy,2006,https://link.springer.com/chapter/10.1007/11861461_7,Conference paper
Improving the Correlation Hunting in a Large Quantity of SOM Component Planes,Artificial Neural Networks – ICANN 2007,,,,10.1007/978-3-540-74695-9_39,Miguel A. Barreto S.Andrés Pérez-Uribe,2007,https://link.springer.com/chapter/10.1007/978-3-540-74695-9_39,Conference paper
Feature Selection Based on Sensitivity Analysis,Current Topics in Artificial Intelligence,,,,10.1007/978-3-540-75271-4_25,Noelia Sánchez-MaroñoAmparo Alonso-Betanzos,2007,https://link.springer.com/chapter/10.1007/978-3-540-75271-4_25,Conference paper
An Experimental Study on Hyper-heuristics and Exam Timetabling,Practice and Theory of Automated Timetabling VI,,,,10.1007/978-3-540-77345-0_25,Burak BilginEnder ÖzcanEmin Erkan Korkmaz,2007,https://link.springer.com/chapter/10.1007/978-3-540-77345-0_25,Conference paper
Improvement Strategies for the F-Race Algorithm: Sampling Design and Iterative Refinement,Hybrid Metaheuristics,,,,10.1007/978-3-540-75514-2_9,Prasanna BalaprakashMauro BirattariThomas Stützle,2007,https://link.springer.com/chapter/10.1007/978-3-540-75514-2_9,Conference paper
Ant Algorithms for the Exam Timetabling Problem,Practice and Theory of Automated Timetabling VI,,,,10.1007/978-3-540-77345-0_23,Michael Eley,2007,https://link.springer.com/chapter/10.1007/978-3-540-77345-0_23,Conference paper
A Hybrid Immune-Based System for the Protein Folding Problem,Evolutionary Computation in Combinatorial Optimization,,,,10.1007/978-3-540-71615-0_2,Carolina P. de AlmeidaRichard A. GonçalvesMyriam R. Delgado,2007,https://link.springer.com/chapter/10.1007/978-3-540-71615-0_2,Conference paper
Multi-bit Cryptosystems Based on Lattice Problems,Public Key Cryptography – PKC 2007,,,,10.1007/978-3-540-71677-8_21,Akinori KawachiKeisuke TanakaKeita Xagawa,2007,https://link.springer.com/chapter/10.1007/978-3-540-71677-8_21,Conference paper
Analysis of Multivariate Hash Functions,Information Security and Cryptology - ICISC 2007,,,,10.1007/978-3-540-76788-6_25,Jean-Philippe AumassonWilli Meier,2007,https://link.springer.com/chapter/10.1007/978-3-540-76788-6_25,Conference paper
Spatial and Temporal Resource Allocation for Adaptive Parallel Genetic Algorithm,Unconventional Computation,,,,10.1007/978-3-540-73554-0_18,K. Y. Szeto,2007,https://link.springer.com/chapter/10.1007/978-3-540-73554-0_18,Conference paper
Hybrid Algorithm Applied to Feature Selection for Speaker Authentication,MICAI 2006: Advances in Artificial Intelligence,,,,10.1007/11925231_103,Rocío Quixtiano-XicohténcatlOrion Fausto Reyes-GalavizLeticia Flores-PulidoCarlos Alberto Reyes-García,2006,https://link.springer.com/chapter/10.1007/11925231_103,Conference paper
New Chosen-Ciphertext Attacks on NTRU,Public Key Cryptography – PKC 2007,,,,10.1007/978-3-540-71677-8_7,Nicolas GamaPhong Q. Nguyen,2007,https://link.springer.com/chapter/10.1007/978-3-540-71677-8_7,Conference paper
On Directed and Undirected Propagation Algorithms for Bayesian Networks,Symbolic and Quantitative Approaches to Reasoning with Uncertainty,,,,10.1007/978-3-540-75256-1_53,Christophe GonzalesKhaled MellouliOlfa Mourali,2007,https://link.springer.com/chapter/10.1007/978-3-540-75256-1_53,Conference paper
Solving a Practical Examination Timetabling Problem: A Case Study,Computational Science and Its Applications – ICCSA 2007,,,,10.1007/978-3-540-74484-9_53,Masri AyobAriff Md Ab MalikSalwani AbdullahAbdul Razak HamdanGraham KendallRong Qu,2007,https://link.springer.com/chapter/10.1007/978-3-540-74484-9_53,Conference paper
A Multi-level Memetic/Exact Hybrid Algorithm for the Still Life Problem,Parallel Problem Solving from Nature - PPSN IX,,,,10.1007/11844297_22,José E. GallardoCarlos CottaAntonio J. Fernández,2006,https://link.springer.com/chapter/10.1007/11844297_22,Conference paper
A Switching Algorithm for Tracking Extended Targets,"Informatics in Control, Automation and Robotics II",,,,10.1007/978-1-4020-5626-0_15,Kräußling AndreasE. SchneiderFrank E. SchneiderDennis WildermuthStephan Sehestedt,2007,https://link.springer.com/chapter/10.1007/978-1-4020-5626-0_15,Conference paper
Quantum Algorithm for Solving the Discrete Logarithm Problem in the Class Group of an Imaginary Quadratic Field and Security Comparison of Current Cryptosystems at the Beginning of Quantum Computer Age,Emerging Trends in Information and Communication Security,,,,10.1007/11766155_34,Arthur Schmidt,2006,https://link.springer.com/chapter/10.1007/11766155_34,Conference paper
Quantum Hardcore Functions by Complexity-Theoretical Quantum List Decoding,"Automata, Languages and Programming",,,,10.1007/11787006_19,Akinori KawachiTomoyuki Yamakami,2006,https://link.springer.com/chapter/10.1007/11787006_19,Conference paper
A Hybrid of Differential Evolution and Genetic Algorithm for Constrained Multiobjective Optimization Problems,Simulated Evolution and Learning,,,,10.1007/11903697_41,Min ZhangHuantong GengWenjian LuoLinfeng HuangXufa Wang,2006,https://link.springer.com/chapter/10.1007/11903697_41,Conference paper
Variational Bayesian Dirichlet-Multinomial Allocation for Exponential Family Mixtures,Machine Learning: ECML 2006,,,,10.1007/11871842_87,Shipeng YuKai YuVolker TrespHans-Peter Kriegel,2006,https://link.springer.com/chapter/10.1007/11871842_87,Conference paper
Interprocedural Dataflow Analysis in the Presence of Large Libraries,Compiler Construction,,,,10.1007/11688839_2,Atanas RountevScott KaganThomas Marlowe,2006,https://link.springer.com/chapter/10.1007/11688839_2,Conference paper
A Symbolic Approach to Quantum Computation Simulation,Computational Science – ICCS 2006,,,,10.1007/11758525_61,António PereiraRosália Rodrigues,2006,https://link.springer.com/chapter/10.1007/11758525_61,Conference paper
How Many Query Superpositions Are Needed to Learn?,Algorithmic Learning Theory,,,,10.1007/11894841_10,Jorge Castro,2006,https://link.springer.com/chapter/10.1007/11894841_10,Conference paper
Quantum Algorithms for Matching and Network Flows,STACS 2006,,,,10.1007/11672142_13,Andris AmbainisRobert Špalek,2006,https://link.springer.com/chapter/10.1007/11672142_13,Conference paper
Unifying Probability,Unifying Theories of Programming,,,,10.1007/11768173_11,Jifeng HeJ. W. Sanders,2006,https://link.springer.com/chapter/10.1007/11768173_11,Conference paper
Solving the Balanced Academic Curriculum Problem with an Hybridization of Genetic Algorithm and Constraint Propagation,Artificial Intelligence and Soft Computing – ICAISC 2006,,,,10.1007/11785231_44,T. LambertC. CastroE. MonfroyF. Saubion,2006,https://link.springer.com/chapter/10.1007/11785231_44,Conference paper
GISness System for Fast TSP Solving and Supporting Decision Making,Management of Convergence Networks and Services,,,,10.1007/11876601_72,Iwona Pozniak-KoszalkaIreneusz KulagaLeszek Koszalka,2006,https://link.springer.com/chapter/10.1007/11876601_72,Conference paper
The Complexity of Black-Box Ring Problems,Computing and Combinatorics,,,,10.1007/11809678_15,V. ArvindBireswar DasPartha Mukhopadhyay,2006,https://link.springer.com/chapter/10.1007/11809678_15,Conference paper
Parallel Machine Scheduling Through Column Generation: Minimax Objective Functions,Algorithms – ESA 2006,,,,10.1007/11841036_58,J. M. van den AkkerJ. A. HoogeveenJ. W. van Kempen,2006,https://link.springer.com/chapter/10.1007/11841036_58,Conference paper
Incorporating Inference into Evolutionary Algorithms for Max-CSP,Hybrid Metaheuristics,,,,10.1007/11890584_11,Madalina IonitaCornelius CroitoruMihaela Breaban,2006,https://link.springer.com/chapter/10.1007/11890584_11,Conference paper
Incorporation of Scalarizing Fitness Functions into Evolutionary Multiobjective Optimization Algorithms,Parallel Problem Solving from Nature - PPSN IX,,,,10.1007/11844297_50,Hisao IshibuchiTsutomu DoiYusuke Nojima,2006,https://link.springer.com/chapter/10.1007/11844297_50,Conference paper
Checkpoint-based resumption in data warehouses,Software Engineering Techniques: Design for Quality,,,,10.1007/978-0-387-39388-9_30,Marcin GorawskiPaweł Marks,2006,https://link.springer.com/chapter/10.1007/978-0-387-39388-9_30,Conference paper
Lattice-Based Cryptography,Advances in Cryptology - CRYPTO 2006,,,,10.1007/11818175_8,Oded Regev,2006,https://link.springer.com/chapter/10.1007/11818175_8,Conference paper
Applying Latent Dirichlet Allocation to Automatic Essay Grading,Advances in Natural Language Processing,,,,10.1007/11816508_13,Tuomo KakkonenNiko MyllerErkki Sutinen,2006,https://link.springer.com/chapter/10.1007/11816508_13,Conference paper
An Overview of Soft Computing Techniques Used in the Drug Discovery Process,Applied Soft Computing Technologies: The Challenge of Complexity,,,,10.1007/3-540-31662-0_36,Abiola OduguwaAshutosh TiwariRajkumar RoyConrad Bessant,2006,https://link.springer.com/chapter/10.1007/3-540-31662-0_36,Conference paper
Multilevel Approach to Agent-Based Task Allocation in Transportation,Cooperative Information Agents X,,,,10.1007/11839354_20,Martin RehákPřemysl VolfMichal Pěchouček,2006,https://link.springer.com/chapter/10.1007/11839354_20,Conference paper
Efficient Flow-Sensitive Interprocedural Data-Flow Analysis in the Presence of Pointers,Compiler Construction,,,,10.1007/11688839_3,Teck Bok TokSamuel Z. GuyerCalvin Lin,2006,https://link.springer.com/chapter/10.1007/11688839_3,Conference paper
