Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Machine Learning Methods as&#xa0;Robust Quantum Noise Estimators,Hybrid Artificial Intelligent Systems,,,,10.1007/978-3-031-74183-8_20,Jon Gardeazabal-GutierrezErik B. Terres-EscuderoPablo García Bringas,2025,https://link.springer.com/chapter/10.1007/978-3-031-74183-8_20,Conference paper
Ethically Permissible Pursuit of&#xa0;Quantum Consciousness,Artificial General Intelligence,,,,10.1007/978-3-032-00686-8_6,Selmer BringsjordNaveen Sundar GovindarajuluBrian McDermottAlexander Bringsjord,2026,https://link.springer.com/chapter/10.1007/978-3-032-00686-8_6,Conference paper
Security Implications of Quantum-Resistant Encryption in Emerging IoT Networks,Proceedings of 4th International Conference on Intelligent Systems Design and Engineering Applications,,,,10.1007/978-981-95-1802-9_4,Eric BlancaflorMark Francis James BonaDavid Josiah DychiocoMatthew Jake InsonPrince Rayly Reyes,2026,https://link.springer.com/chapter/10.1007/978-981-95-1802-9_4,Conference paper
Quantum-Hybrid Multi-objective Artificial Physics Optimization Algorithm,Advanced Computational Intelligence and Intelligent Informatics,,,,10.1007/978-981-95-6730-0_36,Xingyu ChenLiping Xie,2026,https://link.springer.com/chapter/10.1007/978-981-95-6730-0_36,Conference paper
Quantum Attention for&#xa0;Vision Transformers in&#xa0;High Energy Physics,Quantum Computing and Artificial Intelligence,,,,10.1007/978-3-032-15931-1_2,Alessandro TesiSergei GleyzerKonstantin T. MatchevKatia MatchevaKyoungchul KongGopal Ramesh DahaleTom Magorsch,2026,https://link.springer.com/chapter/10.1007/978-3-032-15931-1_2,Conference paper
Hybrid Quantum Model for&#xa0;Brain Tumor Classification,Information Management and Big Data,,,,10.1007/978-3-031-91428-7_26,Sergio Ramos-VillenaCarlos Atencio-TorresJosé Ochoa-Luna,2025,https://link.springer.com/chapter/10.1007/978-3-031-91428-7_26,Conference paper
Multi-tool Approach for Advanced Quantum Key Distribution Network Modeling,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-89363-6_2,Ivan CvitićDragan PerakovićJosip VladavaKarlo Gavrilović,2025,https://link.springer.com/chapter/10.1007/978-3-031-89363-6_2,Conference paper
An Executable Operational Semantics of&#xa0;Quantum Programs and&#xa0;Its Application,"Software Fault Prevention, Verification, and Validation",,,,10.1007/978-981-96-1621-3_2,Canh Minh DoKazuhiro Ogata,2025,https://link.springer.com/chapter/10.1007/978-981-96-1621-3_2,Conference paper
Visualizing Quantum Machine Learning Concepts: A Unity 3D Approach,Internet and Modern Society. Human-Computer Communication,,,,10.1007/978-3-031-96177-9_26,Mohamed Fawaz AriffB. Vijayakumar,2026,https://link.springer.com/chapter/10.1007/978-3-031-96177-9_26,Conference paper
DoPQM: Devices Oriented Post-quantum Cryptographic Migration Strategies for&#xa0;an&#xa0;Enterprise Network,Information Systems Security,,,,10.1007/978-3-032-13714-2_15,Amit BhowmickDivyesh SaglaniLakshmi Padmaja MaddaliAkhila RayalaMeena Singh Dilip ThakurRajan Mindigal Alasingara Bhattachar,2026,https://link.springer.com/chapter/10.1007/978-3-032-13714-2_15,Conference paper
Secure Post-quantum Authentication for&#xa0;Wearable Healthcare Devices,"Computing Science, Communication and Security",,,,10.1007/978-3-032-16038-6_22,Neetu SharmaGeetesh Kumar Mishra,2026,https://link.springer.com/chapter/10.1007/978-3-032-16038-6_22,Conference paper
Performance of&#xa0;Circuit-Based Blind Quantum Computation in&#xa0;NISQ Era,Intelligent Human Computer Interaction,,,,10.1007/978-3-032-26349-0_13,Mohit JoshiManoj Kumar MishraS. Karthikeyan,2026,https://link.springer.com/chapter/10.1007/978-3-032-26349-0_13,Conference paper
A Quantum-Inspired Genetic Algorithm for&#xa0;Multi-objective Job-Shop Scheduling,Applications of Evolutionary Computation,,,,10.1007/978-3-032-23604-3_16,Bernt Moritz Schmid OlsenKazi Shah Nawaz Ripon,2026,https://link.springer.com/chapter/10.1007/978-3-032-23604-3_16,Conference paper
A Parallel Genetic Algorithm for&#xa0;Qubit Mapping on&#xa0;Noisy Intermediate-Scale Quantum Machines,Optimization and Learning,,,,10.1007/978-3-031-77941-1_24,Jérôme RouzéNouredine MelabDaniel Tuyttens,2025,https://link.springer.com/chapter/10.1007/978-3-031-77941-1_24,Conference paper
Implementation of&#xa0;Classical Decision Trees in&#xa0;a&#xa0;Quantum Computing Paradigm,Hybrid Artificial Intelligent Systems,,,,10.1007/978-3-031-74183-8_19,M. P. CuellarL. G. B. RuizM. C. Pegalajar,2025,https://link.springer.com/chapter/10.1007/978-3-031-74183-8_19,Conference paper
Unraveling Research Patterns in Quantum Computing Through Topic Modeling and Network Analysis,Intelligent Information and Database Systems,,,,10.1007/978-981-96-6008-7_5,Chien-Wen ShenChien-Hung LaiRong-Shen Bai,2025,https://link.springer.com/chapter/10.1007/978-981-96-6008-7_5,Conference paper
A Practical Implementation of&#xa0;Quantum LSTM Using Qiskit and&#xa0;PyTorch,Soft Computing Models in Industrial and Environmental Applications,,,,10.1007/978-3-032-19763-4_32,I. Rojas-GarcíaF. Rodríguez-DíazD. Gutiérrez-AvilésA. TroncosoF. Martinez-Álvarez,2026,https://link.springer.com/chapter/10.1007/978-3-032-19763-4_32,Conference paper
Quantum Machine Learning in&#xa0;Precision Medicine and&#xa0;Drug Discovery - A Game Changer for&#xa0;Tailored Treatments?,Bridging the Gap Between AI and Reality,,,,10.1007/978-3-032-01377-4_6,Markus BertlAlan MottSalvatore SinnoBhavika Bhalgamiya,2026,https://link.springer.com/chapter/10.1007/978-3-032-01377-4_6,Conference paper
A Secure Blockchain Network with&#xa0;Quantum Key Encryption and&#xa0;Authentication,Security and Privacy in Communication Networks,,,,10.1007/978-3-031-94445-1_21,Ashutosh Dhar DwivediMarios AnagnostopoulosJens Myrup Pedersen,2026,https://link.springer.com/chapter/10.1007/978-3-031-94445-1_21,Conference paper
QuantumCLEF 2026 The Third Edition of&#xa0;the&#xa0;Quantum Computing Lab at&#xa0;CLEF,Advances in Information Retrieval,,,,10.1007/978-3-032-21321-1_41,Andrea PasinMaurizio Ferrari DacremaPaolo CremonesiWashington CunhaMarcos André GonçalvesNicola Ferro,2026,https://link.springer.com/chapter/10.1007/978-3-032-21321-1_41,Conference paper
Enhancing Post-Quantum Cryptography Security with BioCrypt Quantum Shield Through Nature-Inspired Machine Learning,Multi-disciplinary Trends in Artificial Intelligence,,,,10.1007/978-981-96-0695-5_24,K. Venkatesh SharmaRakesh BetalaV. N. V. L. S. Swathi,2025,https://link.springer.com/chapter/10.1007/978-981-96-0695-5_24,Conference paper
Quantum-Resistant Electronic Voting System Using Lattice Cryptography Techniques,Internet and Modern Society,,,,10.1007/978-3-032-05144-8_19,Pavithra SekarJ. IdhikashParth AgrawalJ. R. Aarthy,2026,https://link.springer.com/chapter/10.1007/978-3-032-05144-8_19,Conference paper
Distributing Quantum Circuits Using Formal Methods,Fundamentals of Software Engineering,,,,10.1007/978-3-031-87054-5_2,Ali EbnenasirKieran YoungRonald Stempien,2025,https://link.springer.com/chapter/10.1007/978-3-031-87054-5_2,Conference paper
"Quantum Software Ecosystem: Stakeholders, Interactions and&#xa0;Challenges",Software Business,,,,10.1007/978-3-031-53227-6_33,Vlad StirbuTommi Mikkonen,2024,https://link.springer.com/chapter/10.1007/978-3-031-53227-6_33,Conference paper
PQMagic: Towards Secure and&#xa0;Efficient Post Quantum Cryptography Implementations,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01806-9_9,Yituo HeXinpeng HaoJuanru LiYu Yu,2026,https://link.springer.com/chapter/10.1007/978-3-032-01806-9_9,Conference paper
Utilizing Quantum Computing to&#xa0;Improve the&#xa0;Quality of&#xa0;Data,Advances in Databases and Information Systems,,,,10.1007/978-3-032-05281-0_19,Valter UotilaSoror SahriSven Groppe,2026,https://link.springer.com/chapter/10.1007/978-3-032-05281-0_19,Conference paper
QuantumCLEF - Quantum Computing at&#xa0;CLEF,Advances in Information Retrieval,,,,10.1007/978-3-031-56069-9_66,Andrea PasinMaurizio Ferrari DacremaPaolo CremonesiNicola Ferro,2024,https://link.springer.com/chapter/10.1007/978-3-031-56069-9_66,Conference paper
Efficient Implementation of&#xa0;Post-quantum Signature Algorithms for&#xa0;Next Generation of&#xa0;Blockchains,Information Security and Cryptology,,,,10.1007/978-981-95-6206-0_2,Souad N’Ait BellaYunusa Simpa AbdulsalamMustapha Hedabou,2026,https://link.springer.com/chapter/10.1007/978-981-95-6206-0_2,Conference paper
Quantum Circuit Synthesis for&#xa0;AES with&#xa0;Low DW-Cost,Advances in Cryptology – ASIACRYPT 2025,,,,10.1007/978-981-95-5096-8_15,Haoyu LiaoQingbin Luo,2026,https://link.springer.com/chapter/10.1007/978-981-95-5096-8_15,Conference paper
Bit Security of&#xa0;Quantum Key Search,Selected Areas in Cryptography – SAC 2025,,,,10.1007/978-3-032-10536-3_10,Marc FischlinEvangelos Gkoumas,2026,https://link.springer.com/chapter/10.1007/978-3-032-10536-3_10,Conference paper
Quantum Computing: Grover’s Algorithm for String Search and Its Practical Limits,SEET—Software Engineering for Emerging Technologies,,,,10.1007/978-3-032-08977-9_40,Nimit DagliJose SalgadoYusuf UsmanTaskin Kocak,2026,https://link.springer.com/chapter/10.1007/978-3-032-08977-9_40,Conference paper
Quantum Reinforcement Learning Framework for&#xa0;Agricultural Seed Treatment Optimization and&#xa0;Yield Prediction,Agricultural-Centric Computation,,,,10.1007/978-3-032-17083-5_19,K. TamilarasiIsshaan SinghDivyansh ChawlaRaghav Jain,2026,https://link.springer.com/chapter/10.1007/978-3-032-17083-5_19,Conference paper
Developing an&#xa0;Agile Process for&#xa0;Quantum Annealing Applications: An&#xa0;Industrial Experience,"Product-Focused Software Process Improvement. Industry, Doctoral-Symposium, Tutorial, and Workshop Papers",,,,10.1007/978-3-032-12092-2_7,Lodovica MarchesiMarco Di FrancescoMichele Marchesi,2026,https://link.springer.com/chapter/10.1007/978-3-032-12092-2_7,Conference paper
Quantum Rewinding for&#xa0;IOP-Based Succinct Arguments,Theory of Cryptography,,,,10.1007/978-3-032-12296-4_16,Alessandro ChiesaMarcel Dall’AgnolZijing DiZiyi GuanNicholas Spooner,2026,https://link.springer.com/chapter/10.1007/978-3-032-12296-4_16,Conference paper
Classification Using Hybrid Classical-Quantum Machine Learning,Advanced Informatics for Computing Research,,,,10.1007/978-3-031-84059-3_14,Rajni BalaGeethanjali KherVanshika SinghRam Pal Singh,2025,https://link.springer.com/chapter/10.1007/978-3-031-84059-3_14,Conference paper
Quantum Random Number Generation via&#xa0;Von Neumann Projection,Computational Science and Its Applications – ICCSA 2025,,,,10.1007/978-3-031-97000-9_11,Nawres A. AlwanSuzan J. ObaiysNadia M. G. Al-SaidiNurul Fazmidar Binti Mohd Noor,2025,https://link.springer.com/chapter/10.1007/978-3-031-97000-9_11,Conference paper
Post-quantum Blockchain Transaction Model Based on Dilithium,Network and System Security,,,,10.1007/978-981-95-6419-4_19,Guangxia XuYannan GuanLu Wang,2026,https://link.springer.com/chapter/10.1007/978-981-95-6419-4_19,Conference paper
A Quantum GAN for&#xa0;Entanglement Detection and&#xa0;Image Classification,Quantum Computing and Artificial Intelligence,,,,10.1007/978-3-032-15931-1_1,James E. SteckElizabeth C. BehrmanNathan L. Thompson,2026,https://link.springer.com/chapter/10.1007/978-3-032-15931-1_1,Conference paper
A Comparative Study of&#xa0;Quantum Neural Networks and&#xa0;Compositional Models for&#xa0;Quantum Natural Language Processing,"Modeling, Simulation and Computer Technology",,,,10.1007/978-3-032-01922-6_3,Yousra BouakbaHacene Belhadef,2025,https://link.springer.com/chapter/10.1007/978-3-032-01922-6_3,Conference paper
Comparing Emerging Technologies in&#xa0;Image Classification: From&#xa0;Quantum to&#xa0;Kolmogorov,Computational Science and Its Applications – ICCSA 2025 Workshops,,,,10.1007/978-3-031-97576-9_17,Fabio NapoliMariarosaria CastaldoStefano MarroneLelio Campanile,2026,https://link.springer.com/chapter/10.1007/978-3-031-97576-9_17,Conference paper
Hamiltonian Formalism for&#xa0;Comparing Quantum and&#xa0;Classical Intelligence,Artificial General Intelligence,,,,10.1007/978-3-032-00800-8_7,Elija Perrier,2026,https://link.springer.com/chapter/10.1007/978-3-032-00800-8_7,Conference paper
Stateless Hash-Based Signatures for&#xa0;Post-Quantum Security Keys,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01806-9_10,Ruben Gonzalez,2026,https://link.springer.com/chapter/10.1007/978-3-032-01806-9_10,Conference paper
Enhancing Quantum Diffusion Models with Pairwise Bell State Entanglement,Pattern Recognition,,,,10.1007/978-3-031-78395-1_23,Shivalee R. K. ShahMayank Vatsa,2025,https://link.springer.com/chapter/10.1007/978-3-031-78395-1_23,Conference paper
Crypto-Agility in Post-quantum Cybersecurity with AI-Driven Dynamic Key Management,Emerging Trends in Scientific Computing and Theoretical Computer Science,,,,10.1007/978-3-032-22211-4_16,Don RoosanRubayat KhanSaif NirzhorInyene Essien-Aleksi,2026,https://link.springer.com/chapter/10.1007/978-3-032-22211-4_16,Conference paper
The Role of&#xa0;Piracy in&#xa0;Quantum Proofs,Progress in Cryptology – LATINCRYPT 2025,,,,10.1007/978-3-032-06754-8_10,Anne BroadbentAlex B. GriloSupartha PodderJamie Sikora,2026,https://link.springer.com/chapter/10.1007/978-3-032-06754-8_10,Conference paper
QuantuML: Machine Learning Algorithms and&#xa0;K-Means on&#xa0;Quantum Cloud Offering,Algorithmic Aspects of Cloud Computing,,,,10.1007/978-3-031-94677-6_9,Constantinos BitsakosKonstantinos NikasNectarios Koziris,2025,https://link.springer.com/chapter/10.1007/978-3-031-94677-6_9,Conference paper
Quantum-Inspired Attention for&#xa0;Efficient Face Recognition,Quantum AI and NLP,,,,10.1007/978-3-032-13883-5_4,Aayush Gauba,2026,https://link.springer.com/chapter/10.1007/978-3-032-13883-5_4,Conference paper
Acceleration of&#xa0;High-Dimensional Quantum Computing Simulator QuantumSkynet,High Performance Computing,,,,10.1007/978-3-031-52186-7_3,Hernán M. Zuluaga-BucheliAndres Giraldo CarvajalJose A. Jaramillo-Villegas,2024,https://link.springer.com/chapter/10.1007/978-3-031-52186-7_3,Conference paper
Verifying Fault-Tolerance of&#xa0;Quantum Error Correction Codes,Computer Aided Verification,,,,10.1007/978-3-031-98685-7_1,Kean ChenYuhao LiuWang FangJennifer PaykinXin-Chuan WuAlbert SchmitzSteve ZdancewicGushu Li,2025,https://link.springer.com/chapter/10.1007/978-3-031-98685-7_1,Conference paper
Optical Neural Networks – A Strategy for Secure Quantum Computing,Applications and Techniques in Information Security,,,,10.1007/978-981-97-9743-1_2,K. Pradheep Kumar,2025,https://link.springer.com/chapter/10.1007/978-981-97-9743-1_2,Conference paper
Field-Tested Authentication for&#xa0;Quantum Key Distribution and&#xa0;DoS Attacks,Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01799-4_14,Antoine GanselJuliane KrämerTim SchumacherPatrick StruckMaximilian TippmannThomas Walther,2026,https://link.springer.com/chapter/10.1007/978-3-032-01799-4_14,Conference paper
A Dual-Mode Quantum Circuit Trojan Attack Detection Scheme Based on Unitary Matrix Features,Quantum Computation,,,,10.1007/978-981-95-4791-3_6,Guangyuan ZhengTao ShangSongqi Tan,2026,https://link.springer.com/chapter/10.1007/978-981-95-4791-3_6,Conference paper
Exploring Quantum Bootstrap Sampling for&#xa0;AQP Error Assessment: A Pilot Study,Database and Expert Systems Applications,,,,10.1007/978-3-032-02049-9_14,Feng YuRaya Jahan,2026,https://link.springer.com/chapter/10.1007/978-3-032-02049-9_14,Conference paper
Detailed Cryptanalysis of&#xa0;“Privacy-Preserving Quantum Federated Learning via&#xa0;Gradient Hiding”,SEET—Software Engineering for Emerging Technologies,,,,10.1007/978-3-032-08977-9_30,Zafar IqbalSyed Zohaib HassanJie ZhaoShafiya Mubeen Umme,2026,https://link.springer.com/chapter/10.1007/978-3-032-08977-9_30,Conference paper
"A Community-Driven, Quantum-Enhanced Open-Source Infrastructure for Sustainable Opioid Use Disorder Detection",Data Management Technologies and Applications,,,,10.1007/978-3-032-17915-9_4,Fahmida HaiYanting WuJay ChokTiffany KhouYawen LiRubayat KhanInyene Essien-AleksiDon Roosan,2026,https://link.springer.com/chapter/10.1007/978-3-032-17915-9_4,Conference paper
Advances and&#xa0;Strategies in&#xa0;Quantum Computing Integration for&#xa0;Cybersecurity: A Systematic Literature Review,"Advanced Research in Technologies, Information, Innovation and Sustainability",,,,10.1007/978-3-031-84078-4_19,Sebastián BerríosFrancisco AlonsoBady GanaSebastián Contreras,2025,https://link.springer.com/chapter/10.1007/978-3-031-84078-4_19,Conference paper
Standardisation of&#xa0;and&#xa0;Migration to&#xa0;Post-Quantum Cryptography,Security Standardisation Research,,,,10.1007/978-3-031-87541-0_1,Liqun Chen,2025,https://link.springer.com/chapter/10.1007/978-3-031-87541-0_1,Conference paper
TNBS: A Kernel-Based Benchmarking for&#xa0;Digital Quantum Computers,Euro-Par 2024: Parallel Processing Workshops,,,,10.1007/978-3-031-90200-0_3,Gonzalo FerroOluwatosin OdubanjoDiego AndradeAndrés Gómez,2025,https://link.springer.com/chapter/10.1007/978-3-031-90200-0_3,Conference paper
Mitigating High Dimensionality and&#xa0;Few Training Data with&#xa0;a&#xa0;Quantum Kernel Learning Approach,Intelligent Systems,,,,10.1007/978-3-032-15984-7_13,Mauro NooblathJoão BessaRosiane de Freitas,2026,https://link.springer.com/chapter/10.1007/978-3-032-15984-7_13,Conference paper
The 2Hash OPRF Framework and&#xa0;Efficient Post-quantum Instantiations,Advances in Cryptology – EUROCRYPT 2025,,,,10.1007/978-3-031-91101-9_12,Ward BeullensLucas DodgsonSebastian FallerJulia Hesse,2025,https://link.springer.com/chapter/10.1007/978-3-031-91101-9_12,Conference paper
TFA-DQAS: Temperature-Feedback-Adapted Differentiable Quantum Architecture Search,PRICAI 2025: Trends in Artificial Intelligence,,,,10.1007/978-981-95-7075-1_17,Han WangRuiqi YuShuang Ren,2026,https://link.springer.com/chapter/10.1007/978-981-95-7075-1_17,Conference paper
Methodology to Accelerate Federal Agency Adoption of Quantum Technologies,"Grid, Cloud, and Cluster Computing; Quantum Technologies; and Modeling, Simulation and Visualization Methods",,,,10.1007/978-3-031-85884-0_15,James Hornage,2025,https://link.springer.com/chapter/10.1007/978-3-031-85884-0_15,Conference paper
Role of&#xa0;Riemannian Geometry in&#xa0;Double-Bracket Quantum Imaginary-Time Evolution,Geometric Science of Information,,,,10.1007/978-3-032-03924-8_11,René ZanderRaphael SeidelLi XiaoyueMarek Gluza,2026,https://link.springer.com/chapter/10.1007/978-3-032-03924-8_11,Conference paper
The Black-Box Simulation Barrier Persists in&#xa0;a&#xa0;Fully Quantum World,Advances in Cryptology – EUROCRYPT 2026,,,,10.1007/978-3-032-25336-1_15,Nai-Hui ChiaKai-Min ChungXiao LiangJiahui Liu,2026,https://link.springer.com/chapter/10.1007/978-3-032-25336-1_15,Conference paper
Quantum Image Encryption Scheme with Dynamic Secret Keys and Qubit Operations,"Machine Learning, Image Processing, Network Security and Data Sciences",,,,10.1007/978-3-032-14534-5_19,T. Janani,2026,https://link.springer.com/chapter/10.1007/978-3-032-14534-5_19,Conference paper
Quantum Algorithm Cards: Streamlining the&#xa0;Development of&#xa0;Hybrid Classical-Quantum Applications,Product-Focused Software Process Improvement,,,,10.1007/978-3-031-49269-3_13,Vlad StirbuMajid Haghparast,2024,https://link.springer.com/chapter/10.1007/978-3-031-49269-3_13,Conference paper
Classification of X-ray Images Using Quantum-Hybrid Neural Network,Information Technologies and Intelligent Decision Making Systems,,,,10.1007/978-3-032-16105-5_13,D. T. MuhamediyevaN. S. MamatovB. N. SamijonovA. F. IsoqovB. J. Jumayev,2026,https://link.springer.com/chapter/10.1007/978-3-032-16105-5_13,Conference paper
Fuzzing-Based Differential Testing for&#xa0;Quantum Simulators,Search-Based Software Engineering,,,,10.1007/978-3-031-64573-0_6,Daniel BlackwellJustyna PetkeYazhuo CaoAvner Bensoussan,2024,https://link.springer.com/chapter/10.1007/978-3-031-64573-0_6,Conference paper
Improving Quantum Multi-Objective Optimization with&#xa0;Archiving and&#xa0;Substitution,"Machine Learning, Optimization, and Data Science",,,,10.1007/978-3-032-21480-5_4,Linus EkstrømTakafumi HosogiXavier Bonet-MonroigHao WangThomas BäckSebastian Schmitt,2026,https://link.springer.com/chapter/10.1007/978-3-032-21480-5_4,Conference paper
A Quantum-Control Lambda-Calculus with&#xa0;Multiple Measurement Bases,Programming Languages and Systems,,,,10.1007/978-981-95-3585-9_8,Alejandro Díaz-CaroNicolas A. Monzon,2026,https://link.springer.com/chapter/10.1007/978-981-95-3585-9_8,Conference paper
Application of&#xa0;Quantum Multi-classification Network in&#xa0;Image Processing,Advances in Neural Networks – ISNN 2025,,,,10.1007/978-981-95-1233-1_12,Jingru QiuShuang Cong,2026,https://link.springer.com/chapter/10.1007/978-981-95-1233-1_12,Conference paper
"Integration of&#xa0;PQC and&#xa0;QKD: Applications, Challenges and&#xa0;Implementation Frameworks",Applied Cryptography and Network Security Workshops,,,,10.1007/978-3-032-01799-4_15,Elina KalninaRihards BalodisEdgars CelmsSergejs KozlovicsInara OpmaneKrisjanis PetrucenaEdgars RencisJuris Viksna,2026,https://link.springer.com/chapter/10.1007/978-3-032-01799-4_15,Conference paper
"To Be, Not to Be, or Both: A Quantum Leap for Sentiment Analysis",Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-032-27117-4_6,Adithi KalyanaramanArunima MuralitharanR. K. Kapilavani,2027,https://link.springer.com/chapter/10.1007/978-3-032-27117-4_6,Conference paper
Enabling a&#xa0;Smooth Migration Towards Post-Quantum Security for&#xa0;Ethereum,Blockchain – ICBC 2024,,,,10.1007/978-3-031-77095-1_1,Xinxin FanTeik Guan TanNicholas HoShi Hong Choy,2025,https://link.springer.com/chapter/10.1007/978-3-031-77095-1_1,Conference paper
How to&#xa0;Prove Post-quantum Security for&#xa0;Succinct Non-interactive Reductions,Advances in Cryptology – EUROCRYPT 2026,,,,10.1007/978-3-032-25336-1_14,Alessandro ChiesaZijing DiZihan HuYuxi Zheng,2026,https://link.springer.com/chapter/10.1007/978-3-032-25336-1_14,Conference paper
Investigations of Quantum-Based Algorithm for Breast Tumor Diagnosis,"Artificial Intelligence for Next Generation Computing, Volume 2",,,,10.1007/978-981-95-8497-0_20,K. B. SundharakumarS. DhivyaS. MohanavalliN. SripriyaS. Divya,2026,https://link.springer.com/chapter/10.1007/978-981-95-8497-0_20,Conference paper
Variational Quantum Algorithms for&#xa0;Gibbs State Preparation,Numerical Computations: Theory and Algorithms,,,,10.1007/978-3-031-81247-7_5,Mirko Consiglio,2025,https://link.springer.com/chapter/10.1007/978-3-031-81247-7_5,Conference paper
Multimodal Drug Recommendation with&#xa0;Quantum Chemical Molecular Representations,Database Systems for Advanced Applications,,,,10.1007/978-981-92-0369-7_13,Yujin KimSeoeun ParkChongmyung KwonCharmgil Hong,2026,https://link.springer.com/chapter/10.1007/978-981-92-0369-7_13,Conference paper
Quantum Carry-Save Modular Addition with Optimized Depth and Resource Utilization,VLSI-SoC: Technology Advancement on SoC Design,,,,10.1007/978-3-032-09575-6_2,Siyi WangEugene LimXiufan LiJerrie FengAnupam Chattopadhyay,2026,https://link.springer.com/chapter/10.1007/978-3-032-09575-6_2,Conference paper
Post-quantum Privacy for&#xa0;Traceable Receipt-Free Encryption,Public-Key Cryptography – PKC 2026,,,,10.1007/978-3-032-26740-5_3,Paola de PerthuisThomas Peters,2026,https://link.springer.com/chapter/10.1007/978-3-032-26740-5_3,Conference paper
Using Dual Algorithm Certificates in&#xa0;TLS: Enabling Rapid Transition to&#xa0;Post-Quantum Cryptography with&#xa0;Backward Compatibility,Computer Security. ESORICS 2025 International Workshops,,,,10.1007/978-3-032-16089-8_30,Tobias FrauenschlägerJürgen Mottok,2026,https://link.springer.com/chapter/10.1007/978-3-032-16089-8_30,Conference paper
Enhancing Long-Term Storage Security in&#xa0;Critical Infrastructures Under NIS2 Directive: Addressing Post-quantum Cryptography Challenges,Critical Information Infrastructures Security,,,,10.1007/978-3-031-84260-3_3,Nino RicchizziAndrea LangnerJan Pelzl,2025,https://link.springer.com/chapter/10.1007/978-3-031-84260-3_3,Conference paper
Adoption of Quantum NLP for Improved Healthcare System,Computation of Artificial Intelligence and Machine Learning,,,,10.1007/978-3-031-71484-9_5,Chandani AroraRamandeep Sandhu,2025,https://link.springer.com/chapter/10.1007/978-3-031-71484-9_5,Conference paper
New Results in&#xa0;Quantum Analysis of&#xa0;LED: Featuring One and&#xa0;Two Oracle Attacks,Progress in Cryptology – INDOCRYPT 2025,,,,10.1007/978-3-032-13301-4_15,Siyi WangKyungbae JangAnubhab BaksiSumanta ChakrabortyBryan LeeAnupam ChattopadhyayHwajeong Seo,2026,https://link.springer.com/chapter/10.1007/978-3-032-13301-4_15,Conference paper
Formal Verification Techniques for&#xa0;Post-quantum Cryptography: A Systematic Review,Engineering of Complex Computer Systems,,,,10.1007/978-3-031-66456-4_19,Yuexi XuZhenyuan LiNaipeng DongVeronika KuchtaZhe HouDongxi Liu,2025,https://link.springer.com/chapter/10.1007/978-3-031-66456-4_19,Conference paper
Design and Development of Multi-party Quantum Key Distribution Simulation Framework Based on Optical Frequency Division Multiplexing in the Fiber Optics Using OptiSystem™,Advances in Visual Informatics,,,,10.1007/978-981-95-3808-9_2,Abudhahir BuhariZuriati Ahmad ZukarnainShamala K. SubramaniamHisham ZainuddinSuhairi Saharudin,2026,https://link.springer.com/chapter/10.1007/978-981-95-3808-9_2,Conference paper
DyQNet: Optimizing Dynamic Entanglement Routing with&#xa0;Online Request in&#xa0;Quantum Network,Advanced Parallel Processing Technologies,,,,10.1007/978-981-95-1021-4_14,Tianyao ChuLiqiang LuShiyu LiXinghui JiaChenren XuSiwei TanJianwei Yin,2026,https://link.springer.com/chapter/10.1007/978-981-95-1021-4_14,Conference paper
A Quantum Semantic Framework for&#xa0;Natural Language Processing,Quantum AI and NLP,,,,10.1007/978-3-032-13883-5_8,Christopher J. AgostinoQuan Le ThienMolly ApselDenizhan PakElina LesykAshabari Majumdar,2026,https://link.springer.com/chapter/10.1007/978-3-032-13883-5_8,Conference paper
Approximate Relational Reasoning for&#xa0;Quantum Programs,Computer Aided Verification,,,,10.1007/978-3-031-65633-0_22,Peng YanHanru JiangNengkun Yu,2024,https://link.springer.com/chapter/10.1007/978-3-031-65633-0_22,Conference paper
Advancing Task Offloading in&#xa0;Autonomous Vehicles with&#xa0;Quantum-Inspired Techniques: A Review,"Computing, Communication and Learning",,,,10.1007/978-3-032-16830-6_14,Mamta KumariMayukh SarkarRohit Kumar Nonia,2026,https://link.springer.com/chapter/10.1007/978-3-032-16830-6_14,Conference paper
Architecture Schema for&#xa0;Bulk Qubit Teleportation Using the&#xa0;Fastest Quantum Random Access Memory,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-032-19978-2_12,Mohammed ZidanHichem EleuchMontasir Qasymeh,2026,https://link.springer.com/chapter/10.1007/978-3-032-19978-2_12,Conference paper
Quantum-Classical Graph Neural Networks and&#xa0;Jet Tagging,Quantum Computing and Artificial Intelligence,,,,10.1007/978-3-032-15931-1_3,Haemanth VelmuruganRoy T. ForestanoSergei GleyzerKyoungchul KongKonstantin T. MatchevKatia Matcheva,2026,https://link.springer.com/chapter/10.1007/978-3-032-15931-1_3,Conference paper
