ID,ENTRYTYPE,author,title,year,doi,url,abstract,journal,booktitle,volume,number,pages,publisher,keywords,series,location,numpages,address,isbn,articleno,month,issn,issue_date,note
10.1145/3623652.3623664,inproceedings,"Das, Subrata and Chatterjee, Avimita and Ghosh, Swaroop",SoK: A First Order Survey of Quantum Supply Dynamics and Threat Landscapes,2023,10.1145/3623652.3623664,https://doi.org/10.1145/3623652.3623664,"Quantum computing, with its transformative computational potential, is gaining prominence in the technological landscape. As a new and exotic technology, quantum computers involve innumerable Intellectual Property (IP) in the form of fabrication recipe, control electronics and software techniques, to name a few. Furthermore, complexity of quantum systems necessitates extensive involvement of third party tools, equipment and services which could risk the IPs and the Quality of Service and enable other attack surfaces. This paper is a first attempt to explore the quantum computing ecosystem, from the fabrication of quantum processors to the development of specialized software tools and hardware components, from a security perspective. By investigating the publicly disclosed information from industry front runners like IBM, Google, Honeywell and more, we piece together various components of quantum computing supply chain. We also uncover some potential vulnerabilities and attack models and suggest defenses. We highlight the need to scrutinize the quantum computing supply chain further through the lens of security.",,Proceedings of the 12th International Workshop on Hardware and Architectural Support for Security and Privacy,,,82–90,Association for Computing Machinery,"Intellectual Property, Quantum Computing, Quantum Supply Chain, Security Threats, Vulnerabilities",HASP '23,"Toronto, Canada",9,"New York, NY, USA",9798400716232,,,,,
10.1145/3660829.3660849,inproceedings,"Ishikawa, Fuyuki and Saito, Shinobu",Model-Based Framework for Continuous Adaptation and Evolution of Quantum-Classical Hybrid Systems,2024,10.1145/3660829.3660849,https://doi.org/10.1145/3660829.3660849,"Although quantum computing has been attracting increasing attention, hardware restrictions are tight in current implementations. Intensive design exploration is therefore essential to match requirements, such as the problem scale and acceptable error rate, with potential designs to combine quantum computing and classical computing. The design decision made in this way is often fragile as it is sensitive to the problem scale as well as still evolving quantum services. We need continuous design decision, or adaptation and evolution, given changes in requirements or environments. In this paper, we present a framework for model-based engineering to support the continuous adaptation and evolution of quantum-classical hybrid systems. Modeling in our framework involves not only potential designs, but also rationale or evidence of design decision, which often requires simulation and experiments. This focus allows for tracing and analyzing whether the past decision is still valid or not, or whether there is uncertainty and we need further simulation and experiments. The usage of the framework is demonstrated with an example problem from steel manufacturing.",,"Companion Proceedings of the 8th International Conference on the Art, Science, and Engineering of Programming",,,118–125,Association for Computing Machinery,"DevOps, Hybrid Quantum Computing, Models@run.time, Quantum Software Engineering, Self-Adaptive Systems, Services Computing",Programming '24,"Lund, Sweden",8,"New York, NY, USA",9798400706349,,,,,
10.1145/3624062.3624270,inproceedings,"Adamski, Jakub and Richings, James P and Brown, Oliver Thomson",Energy Efficiency of Quantum Statevector Simulation at Scale,2023,10.1145/3624062.3624270,https://doi.org/10.1145/3624062.3624270,"Classical simulations are essential for the development of quantum computing, and their exponential scaling can easily fill any modern supercomputer. In this paper we consider the performance and energy consumption of large Quantum Fourier Transform&nbsp;(QFT) simulations run on ARCHER2, the UK’s National Supercomputing Service, with QuEST toolkit. We take into account CPU clock frequency and node memory size, and use cache-blocking to rearrange the circuit, which minimises communications. We find that using 2.00&nbsp;GHz instead of 2.25&nbsp;GHz can save as much as 25%&nbsp;of energy at 5%&nbsp;increase in runtime. Higher node memory also has the potential to be more efficient, and cost the user fewer CUs, but at higher runtime penalty. Finally, we present a cache-blocking QFT circuit, which halves the required communication. All our optimisations combined result in 40%&nbsp;faster simulations and 35%&nbsp;energy savings in 44&nbsp;qubit simulations on 4,096&nbsp;ARCHER2 nodes.",,"Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis",,,1871–1875,Association for Computing Machinery,,SC-W '23,"Denver, CO, USA",5,"New York, NY, USA",9798400707858,,,,,
10.1145/3569562.3569569,inproceedings,"Upadhyay, Suryansh and Ghosh, Swaroop",Robust and Secure Hybrid Quantum-Classical Computation on Untrusted Cloud-Based Quantum Hardware,2023,10.1145/3569562.3569569,https://doi.org/10.1145/3569562.3569569,"Quantum computers are currently accessible through a cloud-based platform that allows users to run their programs on a suite of quantum hardware. As the quantum computing ecosystem grows in popularity and utility, it is reasonable to expect more companies, including untrustworthy/untrustworthy/unreliable vendors, to begin offering quantum computers as hardware-as-a-service at various price/performance points. Since computing time on quantum hardware is expensive and the access queue may be long, users will be enticed to use less expensive but less reliable/trustworthy hardware. Less-trusted vendors may tamper with the results and/or parameters of quantum circuits, providing the user with a sub-optimal solution or incurring a cost of higher iterations. In this paper, we model and simulate adversarial tampering of input parameters and measurement outcomes on an exemplary hybrid quantum classical algorithm namely, Quantum Approximate Optimization Algorithm (QAOA). We observe a maximum performance degradation of . To achieve comparable performance with minimal parameter tampering, the user incurs a minimum cost of 20X higher iteration. We propose distributing the computation (iterations) equally among the various hardware options to ensure trustworthy computing for a mix of trusted and untrusted hardware. In the chosen performance metrics, we observe a maximum improvement of ≈ 30%. In addition, we propose re-initialization of the parameters after a few initial iterations to fully recover the original program performance and an intelligent run adaptive split heuristic, which allows users to identify tampered/untrustworthy hardware at runtime and allocate more iterations to the reliable hardware, resulting in a maximum improvement of ≈ .",,Proceedings of the 11th International Workshop on Hardware and Architectural Support for Security and Privacy,,,45–52,Association for Computing Machinery,"Trustworthy Computing., Tampering, Quantum Computing",HASP '22,"Chicago, IL, USA",8,"New York, NY, USA",9781450398718,,,,,
10.1145/3555962.3555964,inproceedings,"Zhang, Meng and Fu, Yipeng and Wang, Jing and Lai, Junsen",Research on task scheduling scheme for quantum computing cloud platform,2022,10.1145/3555962.3555964,https://doi.org/10.1145/3555962.3555964,"Quantum computing devices are usually demanding on the environment, with high operating conditions and maintenance costs. The supporting quantum computing operation software also has a high professional threshold. These make it more difficult to deploy and use locally. Cloud based quantum computing services will play an important role in computing power in the quantum era. At present, high-quality quantum computing QPU is scarce, which brings access needs of a large number of users. The computing tasks of a single user are too large, resulting in a large number of resources being occupied by a single user for a period of time, affecting the use of other users or tasks. A new quantum computing cloud platform task scheduling scheme is proposed to classify users and tasks and provide differentiated service opportunities. This scheme will enable high priority users to reduce waiting time and get a better experience.",,Proceedings of the 2022 6th International Conference on Cloud and Big Data Computing,,,7–11,Association for Computing Machinery,,ICCBDC '22,"Birmingham, United Kingdom",5,"New York, NY, USA",9781450396578,,,,,
10.1145/3656166,article,"AlMarshoud, Mishri and Sabir Kiraz, Mehmet and H. Al-Bayatti, Ali","Security, Privacy, and Decentralized Trust Management in VANETs: A Review of Current Research and Future Directions",2024,10.1145/3656166,https://doi.org/10.1145/3656166,"Vehicular Ad Hoc Networks (VANETs) are powerful platforms for vehicular data services and applications. The increasing number of vehicles has made the vehicular network diverse, dynamic, and large-scale, making it difficult to meet the 5G network’s demanding requirements. Decentralized systems are interesting and provide attractive services because they are publicly available (transparency), have an append-only ledger (robust integrity protection), remove single points of failure, and enable distributed key management and communication in a peer-to-peer network. Researchers dedicated substantial efforts to advancing vehicle communications, however conventional cryptographic mechanisms are insufficient which enabled us to look at decentralized technologies. Therefore, we revisit decentralized approaches with VANETs. Endpoint devices hold a wallet which may incorporate threshold key management methods like MPC wallets, HD Wallets, or multi-party threshold ECDSA/EdDSA/BLS. We also discuss trust management approaches and demonstrate how decentralization can improve integrity, security, privacy, and resilience to single points of failure. We also conduct a comprehensive review, comparing them with current requirements, and the latest authentication and secure communication architectures, which require the involvement of trusted but non-transparent authorities in certificate issuance/revocation. We highlight the limitations of these schemes from PKI deployment and recommend future research, particularly in the realm of quantum cryptography.",ACM Comput. Surv.,,56,10,,Association for Computing Machinery,"Security, privacy, VANETs, decentralization, trust management",,,39,"New York, NY, USA",,260,June,0360-0300,October 2024,
10.1145/3543434.3543644,inproceedings,"Kong, Ini and Janssen, Marijn and Bharosa, Nitesh",Challenges in the Transition towards a Quantum-safe Government,2022,10.1145/3543434.3543644,https://doi.org/10.1145/3543434.3543644,"The computation power of quantum computers introduces new security threats in Public Key Infrastructure (PKI), a system used by many governments to secure their digital public services and communication. This calls for an inevitable need for governments to be quantum-safe (QS) by modifying their PKI systems to be resistant to the attacks of quantum computers. However, there is limited academic literature on a QS PKI system, and in this limited literature, the transition challenges are perceived as exclusively technological. This paper aims to create a structured overview of challenges when transitioning to a QS PKI system. We do this by reviewing literature and classifying the challenges using Technology-Organization-Environment (TOE) framework and using an expert workshop to explore the challenges in the context of the PKI system in the Dutch government. The main challenges in the technological context include no universal QS solution, legacy system, complex PKI interoperability, and vulnerable Root CA. The main challenges in the organizational context include knowledge gap, unclear governance, lack of urgency, and in-house management support. Furthermore, the main challenges in the environmental context include institutional void, stakeholder collaboration, lack of awareness, and policy guidance. The results indicate that the QS transition from the current PKI system is complex, and the challenges are socio-technical. For policy-makers, this implies that they should start early to prepare, whereas organizations are hardly aware of the process of QS transition and the topic of quantum computing is yet to develop the urgency in organizations.",,Proceedings of the 23rd Annual International Conference on Digital Government Research,,,282–292,Association for Computing Machinery,,dg.o '22,"Virtual Event, Republic of Korea",11,"New York, NY, USA",9781450397490,,,,,
10.1109/DAC56929.2023.10247719,inproceedings,"Zheng, Mengxin and Lou, Qian and Jiang, Lei",Primer: Fast Private Transformer Inference on Encrypted Data,2025,10.1109/dac56929.2023.10247719,https://doi.org/10.1109/DAC56929.2023.10247719,"It is increasingly important to enable privacy-preserving inference for cloud services based on Transformers. Post-quantum cryptographic techniques, e.g., fully homomorphic encryption (FHE), and multi-party computation (MPC), are popular methods to support private Transformer inference. However, existing works still suffer from prohibitively computational and communicational overhead. In this work, we present, Primer, to enable a fast and accurate Transformer over encrypted data for natural language processing tasks. In particular, Primer is constructed by a hybrid cryptographic protocol optimized for attention-based Transformer models, as well as techniques including computation merge and tokens-first ciphertext packing. Comprehensive experiments on encrypted language modeling show that Primer achieves state-of-the-art accuracy and reduces the inference latency by 90.6% ~ 97.5% over previous methods.",,Proceedings of the 60th Annual ACM/IEEE Design Automation Conference,,,1–6,IEEE Press,"fully homomorphic encryption, multi-party computation, transformer, cryptographic protocol, private inference",DAC '23,"San Francisco, California, United States",6,,9798350323481,,,,,
10.1145/3538969.3544423,inproceedings,"Jedlicka, Petr and Malina, Lukas and Socha, Petr and Gerlich, Tomas and Martinasek, Zdenek and Hajny, Jan",On Secure and Side-Channel Resistant Hardware Implementations of Post-Quantum Cryptography,2022,10.1145/3538969.3544423,https://doi.org/10.1145/3538969.3544423,"Currently, many post-quantum cryptography schemes have been implemented on various hardware platforms in order to provide efficient solutions in cybersecurity services. As researchers and hardware developers focus primarily on designs providing small latency and requiring fewer hardware resources, their implementations could seldom omit protection techniques against various physical attacks. This paper studies potential attacks on the cryptography implementations that run on Field-Programmable Gate Array (FPGA) platforms. We mainly analyze how Post-Quantum Cryptography (PQC) implementations could be vulnerable on various platforms. Further, we aim at the FPGA-based implementations of National Institute of Standards and Technology (NIST)’s PQC competition finalists. Our study should present to developers the current overview of attacks and countermeasures that can be implemented on specific PQC schemes on FPGA platforms. Moreover, we present novel implementation of one universal countermeasure component and reveal additional resources that are needed.",,"Proceedings of the 17th International Conference on Availability, Reliability and Security",,,,Association for Computing Machinery,"Applied Cryptography, FPGA, Hardware Implementation, Post-Quantum Cryptography, Secure Implementation, Side Channel Attacks",ARES '22,"Vienna, Austria",9,"New York, NY, USA",9781450396707,144,,,,
3507788.3507850,inproceedings,"Rindos, Andrew and Adamec, Lila and Patil, Ravi",The IBM cloud for education: applications lab and Learn@IBM,2021,,,"IBM Cloud for EducationEarlier this year, IBM formally launched the IBM Cloud for Education. It represents a single access point - ""one stop shopping"" - within its standard IBM Cloud menu, whereby faculty and students will be able to access an array of resources and services specifically addressing their in-classroom and research needs. These include the IBM Cloud Application Lab (based on the original Apache VCL open source cloud platform), Learn@IBM (a Moddle-based collection of educational modules initially developed by CAS Canada Lab), a library of pre-packaged software images and platforms popular with many academicians, and more - integrated with many of the most requested IBM services (including IBM Watson and AI, IoT, blockchain and more).Many of these images, platforms and modules have been created in partnership with university collaborators for their specific academic needs (including the Apache VCL cloud platform itself). The IBM Cloud for Education is therefore intended to become a repository of cloud-based reusable assets that are being developed for courses or projects around data/AI, security, blockchain, quantum computing and more. Most importantly, these solutions can be easily hybridized with an institution's on-premise infrastructure or edge devices, can support any operating system or hypervisor - as well as Kubernetes - and can be accessed by a simple browser on any device. They can even be deployed within any third party vendor's hosted cloud.",,Proceedings of the 31st Annual International Conference on Computer Science and Software Engineering,,,299–301,IBM Corp.,,CASCON '21,"Toronto, Canada",3,USA,,,,,,
10.1145/3460231.3478853,inproceedings,"Ferrari Dacrema, Maurizio and Felicioni, Nicol\`{o} and Cremonesi, Paolo",Optimizing the Selection of Recommendation Carousels with Quantum Computing,2021,10.1145/3460231.3478853,https://doi.org/10.1145/3460231.3478853,"It has been long known that quantum computing has the potential to revolutionize the way we find solutions of problems that are difficult to solve on classical computers. It was only recently that small but functional quantum computers have become available on the cloud, allowing to test their potential. In this paper we propose to leverage their capabilities to address an important task for recommender systems providers, the optimal selection of recommendation carousels. In many video-on-demand and music streaming services the user is provided with a homepage containing several recommendation lists, i.e., carousels, each built with a certain criteria (e.g., artist, mood, Action movies etc.). Choosing which set of carousels to display is a difficult problem because it needs to account for how the different recommendation lists interact, e.g., avoiding duplicate recommendations, and how they help the user explore the catalogue. We focus in particular on the adiabatic computing paradigm and use the D-Wave quantum annealer, which is able to solve NP-hard optimization problems, can be programmed by classical operations research tools and is freely available on the cloud. We propose a formulation of the carousel selection problem for black box recommenders, that can be solved effectively on a quantum annealer and has the advantage of being simple. We discuss its effectiveness, limitations and possible future directions of development.",,Proceedings of the 15th ACM Conference on Recommender Systems,,,691–696,Association for Computing Machinery,"User Interface, Recommender Systems, Quantum Computing",RecSys '21,"Amsterdam, Netherlands",6,"New York, NY, USA",9781450384582,,,,,
10.1145/3377644.3377657,inproceedings,"Chen, Hui",Quantum Relay Blockchain and Its Applications in Key Service,2020,10.1145/3377644.3377657,https://doi.org/10.1145/3377644.3377657,"As a promising direction of cryptography, the feasibility of quantum key distribution has been widely verified. However, the bottle-neck problems encountered by quantum key distribution network, such as concurrent conflict of large-scale quantum relay links, relay delay and inconvenient access to applications, are still not solved completely. In order to solve these problems, a quantum relay blockchain scheme is proposed in this paper. In the scheme, each relay node in a target network negotiates a quantum key with everyone of its adjacent nodes respectively, and calculates the XOR values of any two quantum keys from these quantum keys, then encapsulates these XOR values into a transaction. A server encapsulates all the current transactions into a block based on which real-time quantum key services can be realized. Furthermore, the scheme can be easily employed to realize quantum key service in cloud platforms with unconditional security and high efficiency. The scheme, which can be used to overcome the bottle-neck of quantum key distribution network, will play a critical role in future world-wide quantum key service.",,"Proceedings of the 2020 4th International Conference on Cryptography, Security and Privacy",,,95–99,Association for Computing Machinery,"Trusted relay, Quantum relay blockchain, Quantum key service, Quantum key distribution, Concurrent relay",ICCSP 2020,"Nanjing, China",5,"New York, NY, USA",9781450377447,,,,,
10.1145/3370748.3406570,inproceedings,"Ash-Saki, Abdullah and Alam, Mahabubul and Ghosh, Swaroop",Analysis of crosstalk in NISQ devices and security implications in multi-programming regime,2020,10.1145/3370748.3406570,https://doi.org/10.1145/3370748.3406570,"The noisy intermediate-scale quantum (NISQ) computers suffer from unwanted coupling across qubits referred to as crosstalk. Existing literature largely ignores the crosstalk effects which can introduce significant error in circuit optimization. In this work, we present a crosstalk modeling analysis framework for near-term quantum computers after extracting the error-rates experimentally. Our analysis reveals that crosstalk can be of the same order of gate error which is considered a dominant error in NISQ devices. We also propose adversarial fault injection using crosstalk in a multiprogramming environment where the victim and the adversary share the same quantum hardware. Our simulation and experimental results from IBM quantum computers demonstrated that the adversary can inject fault and launch a Denial-of-Service attack. Finally, we propose system- and device-level countermeasures.",,Proceedings of the ACM/IEEE International Symposium on Low Power Electronics and Design,,,25–30,Association for Computing Machinery,"simultaneous randomized benchmarking, quantum computing, idle tomography, fault injection, crosstalk",ISLPED '20,"Boston, Massachusetts",6,"New York, NY, USA",9781450370530,,,,,
10.1145/3560828.3564002,inproceedings,"Nita-Rotaru, Cristina","Dynamic Security with SDN: Opportunities, Challenges, and Lessons Learned",2022,10.1145/3560828.3564002,https://doi.org/10.1145/3560828.3564002,"SDN paradigm to create and enforce dynamic security mechanisms. In the first part of the talk, I will present NetViews [1], a framework to enforce least-privilege network access control policies where each host has a different, limited view of the other hosts and services within a network. Our evaluation shows that NetViews has network latency and throughput comparable to baseline reactive forwarding. Furthermore, an optimization for multi-connection flows significantly reduces both redundant access control checks and forwarding state storage in switches, making NetViews a practical primitive for removing the reliance on security perimeters within enterprise networks.In the second part of the talk, I will describe how SDN can be used to provide a different security service - confidentiality - in an environment where one can not rely on traditional cryptographic building blocks due to the presence of practical quantum computers that will break the computational assumptions made by scheme that rely on discrete logarithm or factorization problems. We designed and implemented a framework based on Multi-path Switching with Secret Sharing (MSSS), a scheme that combines secret sharing with path hoping to achieve provable security under the assumption that the adversary has unbounded computational power but limited observability of the network and limited storage. We showed that schemes like MSSS are feasible, however in the process we uncovered how theoretical assumptions made in order to prove the security of such schemes are not met in practice, due to network side-channel attacks [4] that put at risk the security of the scheme.",,Proceedings of the 9th ACM Workshop on Moving Target Defense,,,1–2,Association for Computing Machinery,Keynote,MTD'22,"Los Angeles, CA, USA",2,"New York, NY, USA",9781450398787,,,,,
10.1145/3341302.3342070,inproceedings,"Dahlberg, Axel and Skrzypczyk, Matthew and Coopmans, Tim and Wubben, Leon and Rozp\k{e}dek, Filip and Pompili, Matteo and Stolk, Arian and Pawe\l{}czak, Przemys\l{}aw and Knegjens, Robert and de Oliveira Filho, Julio and Hanson, Ronald and Wehner, Stephanie",A link layer protocol for quantum networks,2019,10.1145/3341302.3342070,https://doi.org/10.1145/3341302.3342070,"Quantum communication brings radically new capabilities that are provably impossible to attain in any classical network. Here, we take the first step from a physics experiment to a quantum internet system. We propose a functional allocation of a quantum network stack, and construct the first physical and link layer protocols that turn ad-hoc physics experiments producing heralded entanglement between quantum processors into a well-defined and robust service. This lays the groundwork for designing and implementing scalable control and application protocols in platform-independent software. To design our protocol, we identify use cases, as well as fundamental and technological design considerations of quantum network hardware, illustrated by considering the state-of-the-art quantum processor platform available to us (Nitrogen-Vacancy (NV) centers in diamond). Using a purpose built discrete-event simulator for quantum networks, we examine the robustness and performance of our protocol using extensive simulations on a supercomputing cluster. We perform a full implementation of our protocol in our simulator, where we successfully validate the physical simulation model against data gathered from the NV hardware. We first observe that our protocol is robust even in a regime of exaggerated losses of classical control messages with only little impact on the performance of the system. We proceed to study the performance of our protocols for 169 distinct simulation scenarios, including trade-offs between traditional performance metrics such as throughput, and the quality of entanglement. Finally, we initiate the study of quantum network scheduling strategies to optimize protocol performance for different use cases.",,Proceedings of the ACM Special Interest Group on Data Communication,,,159–173,Association for Computing Machinery,"quantum networks, quantum internet, link layer",SIGCOMM '19,"Beijing, China",15,"New York, NY, USA",9781450359566,,,,,
10.1145/3457388.3458869,inproceedings,"Hepp, Alexander and Sigl, Georg",Tapeout of a RISC-V crypto chip with hardware trojans: a case-study on trojan design and pre-silicon detectability,2021,10.1145/3457388.3458869,https://doi.org/10.1145/3457388.3458869,"This paper presents design and integration of four hardware Trojans (HTs) into a post-quantum-crypto-enhanced RISC-V micro-controller, which was taped-out in September 2020. We cover multiple HTs ranging from a simple denial-of-service HT to a side-channel HT transmitting arbitrary information to external observers. For each HT, we give estimations of the detectability by the microcontroller-integration team using design tools or by simulation. We conclude that some HTs are easily detected by design-tool warnings. Other powerful HTs, modifying software control flow, cause little disturbance, but require covert executable code modifications. With this work, we strengthen awareness for HT risks and present a realistic testing device for HT detection tools.",,Proceedings of the 18th ACM International Conference on Computing Frontiers,,,213–220,Association for Computing Machinery,"trojan detection, silicon manufacturing, hardware-software co-design, hardware trojans, case study, RISC-V",CF '21,"Virtual Event, Italy",8,"New York, NY, USA",9781450384049,,,,,
10.1145/3437359.3465576,inproceedings,"Stubbs, Joe and Marru, Suresh and Mejia, Daniel and Navarro, John-Paul and Franz, Eric and Black, Steve and Wannipurage, Dimuthu and Pamidighantam, Sudhakar and Stirm, Claire and Dahan, Maytal and Pierce, Marlon and Zentner, Michael",Common Resource Descriptions for Interoperable Gateway Cyberinfrastructure,2021,10.1145/3437359.3465576,https://doi.org/10.1145/3437359.3465576,"Science gateway projects face challenges utilizing the vast and heterogeneous landscape of powerful cyberinfrastructure available today, and interoperability across technologies remains poor. This interoperability issue leads to myriad problems: inability to bring multiple heterogeneous specialized resources together to solve problems where different resources are optimized for different facets of the problem; inability to choose from multiple resources on-the-fly as needed based on characteristics and available capacity; and ultimately a less than optimal application of nationally-funded resources toward advancing science. This paper presents version 1.0 of the Science Gateways Community Institute (SGCI) Resource Description Specification – a schema providing a common language for describing storage and computing resources utilized by science gateway technologies – as well as an Inventory API and software development kits for incorporating resource definitions into gateway projects. We discuss multiple gateway integration design options, with trade offs regarding robustness and availability. We detail the adoption to date of the SGCI Resource Specification by several prominent projects, including Apache Airavata, HUBzero®, Open OnDemand, Tapis, and XSEDE. The XSEDE adoption is worth highlighting explicitly as it has led to a new API within the XSEDE Information Services architecture which provides SGCI resource descriptions of all active XSEDE resources. Additionally, we show how the use of the SGCI Resource Specification provides interoperability across resource providers and projects that adopt it. Finally, as a proof of concept, we present a multi-step analysis that runs Quantum ESPRESSO and visualizes the energy band structures of a Gallium Arsenide (GaAs) crystal across multiple resource providers including the Halstead cluster at Purdue University and the Stampede2 supercomputer at TACC.",,Practice and Experience in Advanced Research Computing 2021: Evolution Across All Dimensions,,,,Association for Computing Machinery,"Cyberinfrastructure, interoperability, resource description, science gateways community institute",PEARC '21,"Boston, MA, USA",9,"New York, NY, USA",9781450382922,20,,,,
10.1145/3157737.3157741,inproceedings,"Li, Guochun and Wang, Dong and Cao, Can and Qin, Hao and Zhang, Li and Zhao, Guanghuai",Research on the Fusion Architecture and Application Mode of Quantum Cryptography and Classic Cryptography,2017,10.1145/3157737.3157741,https://doi.org/10.1145/3157737.3157741,"Quantum private communication has promoted the progress of key distribution technology. However, the practical quantum private communication technology only realizes the secure key distribution for symmetric cryptosystem, and can't realize the safe transmission of asymmetric key directly. It is difficult to form complete application architecture of quantum cryptography, and it cannot give full play to the strong security capabilities of quantum private communication infrastructure. This paper constructs a fusion of quantum cryptography and classical cryptography, and designs an application model of quantum cryptography cloud service platform. Based on the present technology, it extends the distribution range of quantum cryptography, and can realize the effective fusion of asymmetric cryptography, cryptographic hashing and quantum cryptography. It has positive guiding significance for constructing new network security defense with quantum private communication technology.",,"Proceedings of the 2017 International Conference on E-Society, E-Education and E-Technology",,,28–32,Association for Computing Machinery,"Quantum private communication, Quantum cryptography, Cryptography cloud service platform, Classic cryptography, BB84 protocol",ICSET 2017,"Chengdu, China",5,"New York, NY, USA",9781450353762,,,,,
10.1145/3321707.3321786,inproceedings,"Gonz\'{a}lez, Ren\'{e} and Vellasco, Marley and Figueiredo, Karla",Resource optimization for elective surgical procedures using quantum-inspired genetic algorithms,2019,10.1145/3321707.3321786,https://doi.org/10.1145/3321707.3321786,"Currently, Health Units in a large number of countries in the world present service demand that exceeds their real capacities. This problem causes the inevitable emergence of long waiting lists. The optimization of such waiting list is very challenging, due to the large number of resources that must be considered. This paper proposes a new model, based on a quantum-inspired evolutionary algorithm, to optimize the scheduling of for elective surgical procedures. The Quantum-Inspired Evolutionary Algorithm for Healthcare (QIEA-H) model, aims not only to designate the necessary resources to the patients in order to achieve the successful completion of the chirurgical procedure, but also to reduce the total time used to perform all surgeries and the number of surgeries out of term. For the validation of the proposed model, a waiting list of 2000 surgeries was created artificially and using a simulation tool also developed in this work. The model achieved a reduction in the time of all surgeries of up to 16.25% and the number of surgeries out of date of up to 13.04%.",,Proceedings of the Genetic and Evolutionary Computation Conference,,,777–786,Association for Computing Machinery,"scheduling, quantum-inspired evolutionary algorithm, optimization, health, genetic algorithms",GECCO '19,"Prague, Czech Republic",10,"New York, NY, USA",9781450361118,,,,,
10.1145/3308558.3313652,inproceedings,"Minier, Thomas and Skaf-Molli, Hala and Molli, Pascal",SaGe: Web Preemption for Public SPARQL Query Services,2019,10.1145/3308558.3313652,https://doi.org/10.1145/3308558.3313652,"To provide stable and responsive public SPARQL query services, data providers enforce quotas on server usage. Queries which exceed these quotas are interrupted and deliver partial results. Such interruption is not an issue if it is possible to resume queries execution afterward. Unfortunately, there is no preemption model for the Web that allows for suspending and resuming SPARQL queries. In this paper, we propose SaGe: a SPARQL query engine based on Web preemption. SaGe allows SPARQL queries to be suspended by the Web server after a fixed time quantum and resumed upon client request. Web preemption is tractable only if its cost in time is negligible compared to the time quantum. The challenge is to support the full SPARQL query language while keeping the cost of preemption negligible. Experimental results demonstrate that SaGe outperforms existing SPARQL query processing approaches by several orders of magnitude in term of the average total query execution time and the time for first results.",,The World Wide Web Conference,,,1268–1278,Association for Computing Machinery,,WWW '19,"San Francisco, CA, USA",11,"New York, NY, USA",9781450366748,,,,,
10.1145/3422392.3422504,inproceedings,"Silva, Deyvson and Gomes, Adriano and Macieira, Rafael and Silva, Emanoel and Soares, Sergio",Pah Pum: A project management tool based on TAKT PM,2020,10.1145/3422392.3422504,https://doi.org/10.1145/3422392.3422504,"This article presents Pah Pum, a project management tool based on Takt PM, a hybrid project management methodology. The tool was developed at SENAI Institute of Innovation for Information and Communication Technologies to facilitate adherence to Takt PM, offering processes systematization and using best practices suggested by the methodology. The tool supports (1) project planning using a service package diagram called Handoff Network, (2) project monitoring through Kanban and Kanban Quantum boards, (3) automatic Gantt generation and update, according to the project Handoff Network and service packages deliveries, (4) monitoring teams through the observation of a unified board that demonstrates the allocation of the team with the activities that are running or waiting to be performed, (5) automatic allocation of service packages to the teams considering the limit of in progress activities of the team configured to the organization, implementing the pull system, (6) status report of service package delivery and project progress, in a non-declarative way with evidences, and (7) visualization of the project timeline showing the transaction history that includes the project start, service packages deliveries, and service packages rejections that were performed during the project. We used an MVC software architecture to implement the solution, composed by front-end in Vue.js, an API following the REST standard in .Net core, and a SQL Server database. Also, the tool was integrated with the SENAI Technology Management System (a particular ERP system). All modules developed were dockerized and deployed on AWS machines. To access the tool, sign up on https://pahpum.isitics.com, and the administrators will approve the access. We are currently evaluating the tool through a qualitative study to understand the positive and negative impacts through the tool's adoption during the execution of real projects.",,Proceedings of the XXXIV Brazilian Symposium on Software Engineering,,,332–337,Association for Computing Machinery,"Agile methodologies, Project management, Project planning, Software development, Takt PM",SBES '20,"Natal, Brazil",6,"New York, NY, USA",9781450387538,,,,,
