__type__,__key__,author,title,journal,booktitle,year,volume,number,pages,publisher,doi,url,isbn,issn,keywords,abstract,__source__,chapter,eprint,note
article,https://doi.org/10.1029/EO065i037p00692-03,Anonymous,Kisiel Memorial Lectures,"Eos, Transactions American Geophysical Union",,1984,65,37,692-692,,https://doi.org/10.1029/EO065i037p00692-03,https://onlinelibrary.wiley.com/doi/abs/10.1029/EO065i037p00692-03,,,,"The third Kiesiel Memorial Lecture was given on February 23, 1984, by John D. Bredehoeft of the U.S. Geological Survey. The title of his talk was “Water Management: Who are the Managers?” The text of the second Kisiel Memorial Lecture, which was delivered by Myron Fiering of Harvard University on March 10, 1983, is now available from the Department of Hydrology and Water Resources, University of Arizona, Tucson, AZ 85721. The cost of the 20 page booklet is \$3.00 per copy, and checks should be payable to the University of Arizona. The title of Fiering's talk was “The Real Benefits from Synthetic Flows: Reflections on 25 Years With the Harvard Water Program.” According to the foreword by Nathan Buras of the University of Arizona, “The second Kisiel Memorial Lecture captures, in a sense, the kernel of the quantum jump which occurred in the late fifties and early sixties in our perception of the complexities of the hydrological phenomena and man's relation to them.” According to Buras, “In the sixties, young Ph.D.s sallied forth from their universities into the real world spreading the good news that, at last, complex water resource problems in which imperfectly understood natural phenomena affected by anthropogenic interventions can be neatly dissected by the application of systems analysis and the use of mathematical models. … The second Kisiel Lecture presents and discusses a philosophical basis which underlies the discipline called ‘water resources.’ The philosophical basis, together with the scientific foundation provided by hydrological sciences, are the conceptual framework within which the development and utilization of regional water resources take place.”",pericles_exported_citations (58).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1029/EO065i037p00692-03,
article,https://doi.org/10.1002/ett.70443,"Awasthi, Parul and Awasthi, Vishal",Enhancing Physical Layer Security in Millimeter Wave Multiple Input Multiple Output-Orthogonal Frequency Division Multiplexing Networks,Transactions on Emerging Telecommunications Technologies,,2026,37,6,e70443,,https://doi.org/10.1002/ett.70443,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.70443,,,"key generation, millimeter wave massive MIMO, orthogonal field division multiplexing, physical layer security, secrecy capacity","ABSTRACT Millimeter-Wave (mmWave) massive Multiple Input Multiple Output (MIMO) with Orthogonal Frequency Division Multiplexing (OFDM) is a key enabler of next-generation wireless communication, providing high spectral efficiency and improved data rates. Massive MIMO utilizes a large number of antennas at the base station to enhance spatial diversity, while OFDM mitigates inter-symbol interference and enhances spectral efficiency. The combination of mmWave and massive MIMO with OFDM enables high-capacity communication with reduced latency, making it ideal for 5G and beyond networks. Physical Layer Security (PLS) provides a robust alternative to traditional cryptographic techniques, leveraging information-theoretic principles to counter advanced eavesdropping threats, including quantum computing attacks. However, conventional PLS key generation methods suffer from reduced secrecy due to the slow variation of channel characteristics. To enhance security, a deep learning-based key generation approach is proposed using a deep graph convolutional neural network to extract virtual angle of arrival and angle of departure features. The proposed method achieves a bit agreement ratio of 0.5767 and a key generation rate of 1856.59 bits/s, significantly improving key secrecy. Secure data transmission is ensured using a hybrid deep Q-learning with recurrent neural network framework, incorporating on-off transmission schemes, which enhances security by achieving a secrecy capacity of 5.37 bps/Hz, maintaining a throughput of 119.55 Mbps, and a latency of 8.00 ms, ensuring scalability. Additionally, evaluations of the secrecy rate of 5.37 bps/Hz, secrecy outage probability of 10−2, and 95\% Eavesdropper interception capability, demonstrate significant improvements over state-of-the-art techniques.",pericles_exported_citations (58).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ett.70443,
article,https://doi.org/10.1002/qua.22231,"Stevenson III, William H. and McQuaid, Michael J.",Dissociation constants of 2-azidoethanamines in aqueous solution,International Journal of Quantum Chemistry,,2010,110,7,1376-1393,,https://doi.org/10.1002/qua.22231,https://onlinelibrary.wiley.com/doi/abs/10.1002/qua.22231,,,"aqueous dissociation constants, organic azides, density functional theory, polarizable continuum model","Abstract Aqueous-phase dissociation constants (Ka) for the conjugate acids of a series of 2-azidoethanamine bases: R1N(R2)CH2CH2N3 (1, R1 = CH3, R2 = H; 2, R1 = CH3, R2 = CH3; 3, R1 = CH2CH3, R2 = CH2CH3; 4, R1/R2 = CH2CH2CH2CH2; 5, R1/R2 = CH2CH2OCH2CH2; 6, R1 = CH2CH3, R2 = CH2CH2N3) were measured and found to fall between those for analogous unfunctionalized and cyano-functionalized ethanamines. To explore the possibility of a relationship existing between the constants and molecular geometry, a theoretically based study was conducted. In it, the Gibbs free energies of aqueous-phase (equilibrium) conformers of the bases and their conjugate acids were determined via a density functional theory/polarizable continuum model method. The results indicate that an attractive interaction between the amine and azide groups that underlies the lowest-energy gas-phase conformer of 2 is negated in an aqueous environment by solvent–solute interactions. The magnitudes of the free energy changes of solvation and −TS (entropic) energies of the conformers of the 2-azidoethanamines and their conjugate acids are observed to correlate with the magnitude of the separation between the conformers' amine and azide groups. However, those correlations are not by themselves sufficient to predict the relative free energies of a molecule's conformers in an aqueous environment. That insufficiency is due to the influence of the correlations being mitigated by three other parameters that arise within the thermodynamic framework employed to compute the observable. The nature of those parameters is discussed. © 2009 Wiley Periodicals, Inc. Int J Quantum Chem, 2010",pericles_exported_citations (58).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qua.22231,
article,https://doi.org/10.1111/nyas.12555,"Arora, Narendra K. and Pillai, Rakesh and Dasgupta, Rajib and Garg, Priyanka Rani","Whole-of-society monitoring framework for sugar, salt, and fat consumption and noncommunicable diseases in India",Annals of the New York Academy of Sciences,,2014,1331,1,157-173,,https://doi.org/10.1111/nyas.12555,https://onlinelibrary.wiley.com/doi/abs/10.1111/nyas.12555,,,"whole-of-society, monitoring framework, sentinel surveillance, multisectoral policies, noncommunicable disease","India has experienced a rising prevalence of cardiometabolic risk factors in the past 15 years: the prevalence of diabetes has increased from 5.9\% to 9.1\%, hypertension from 17.2\% to 29.2\%, and obesity from 4\% to 15\%. The increase is among all socioeconomic groups and in urban and rural populations, though the quantum of change varies. A concomitant increase in per capita consumption of sugar from 22 to 55.3 g/day and total fat from 21.2 to 54 g/day was observed, with significant differences between states of high and low human development index (HDI). Per capita consumption of sugar, salt, and fat is consistently and significantly associated with overweight and obesity but variably associated with the occurrence of hypertension and diabetes. Market research shows that approximately 50–60\% of total salt, sugar, and fat in Indian markets is procured by bulk purchasers, generally for manufacturing processed food items. This sector of the Indian economy is among the fastest growing, with several policy incentives. It is not clear from most of the data sets whether available information on per capita sugar, salt, and fat consumption has considered the contribution of processed and ready-to-eat food items. The unprecedented changes of rapid urbanization, mechanization, and globalization demand close monitoring of social, developmental, and economic determinants. This paper provides pieces of evidence to justify a whole-of-society (WoS) framework for monitoring the inputs, processes, and behavioral components of the National Programme for Prevention and Control of Cancer, Diabetes, Cardiovascular Disease and Stroke (NPCDCS) in India.",pericles_exported_citations (58).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/nyas.12555,
article,https://doi.org/10.1002/ett.3587,"Diovu, R.C. and Agee, J.T.",Enhancing the security of a cloud-based smart grid AMI network by leveraging on the features of quantum key distribution,Transactions on Emerging Telecommunications Technologies,,2019,30,6,e3587,,https://doi.org/10.1002/ett.3587,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3587,,,,"Abstract In the last decade, there have been many research proposals on the potentials of incorporating cloud computing technology to the electrical power grid as it evolves rapidly to the smart grid. The advanced metering infrastructure (AMI) is one domain of the smart grid that can be greatly impacted by cloud computing technology with regards to an improved capability for data storage and computations, which will be a serious burden to the AMI in an evolved smart grid environment. In our previous study, a cloud-based OpenFlow firewall for the mitigation of distributed denial-of-service attacks in a smart grid AMI (SG AMI) was proposed. In that study, it was clearly demonstrated that cloud computing technology, in addition to improving the storage and computation capability of the AMI, can also be leveraged on to enhance the security of the SG AMI in an attack scenario. In this study, we propose a cloud-based SG AMI system model utilizing quantum key distribution (QKD) cryptography for enhancing the security of a cloud-based SG AMI. The proposed model has been designed to complement the security features of the previously designed OpenFlow firewall to guarantee not only the availability but also the confidentiality and integrity of data traversing the AMI network and beyond. The analysis on computation and communication costs shows that the protocols utilized in the proposed system model are lightweight protocols. In addition, results from the simulation of the QKD (BB84) protocol show that QKD can be leveraged on to provide information theoretic security for the cloud-based SG AMI.",pericles_exported_citations (58).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ett.3587,e3587 ett.3587
article,https://doi.org/10.1002/jcc.26138,"Kumar, Anmol and Yoluk, Ozge and MacKerell Jr., Alexander D.",FFParam: Standalone package for CHARMM additive and Drude polarizable force field parametrization of small molecules,Journal of Computational Chemistry,,2020,41,9,958-970,,https://doi.org/10.1002/jcc.26138,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26138,,,"molecular dynamics, polarizable force field, quantum mechanics","Abstract Accurate force-field (FF) parameters are key to reliable prediction of properties obtained from molecular modeling (MM) and molecular dynamics (MD) simulations. With ever-widening applicability of MD simulations, robust parameters need to be generated for a wider range of chemical species. The CHARMM General Force Field program (CGenFF, https://cgenff.umaryland.edu/) is a tool for obtaining initial parameters for a given small molecule based on analogy with the available CGenFF parameters. However, improvement of these parameters is often required and performing their optimization remains tedious and time consuming. In addition, tools for optimization of small molecule parameters in the context of the Drude polarizable FF are not yet available. To overcome these issues, the FFParam package has been designed to facilitate the parametrization process. The package includes a graphical user interface (GUI) created using Qt libraries. FFParam supports Gaussian and Psi4 for performing quantum mechanical calculations and CHARMM and OpenMM for MM calculations. A Monte Carlo simulated annealing (MCSA) algorithm has been implemented for automated fitting of partial atomic charge, atomic polarizabilities and Thole scale parameters. The LSFITPAR program is called for automated fitting of bonded parameters. Accordingly, FFParam provides all the features required for generation and analysis of CHARMM and Drude FF parameters for small molecules. FFParam-GUI includes a text editor, graph plotter, molecular visualization, and text to table converter to meet various requirements of the parametrization process. It is anticipated that FFParam will facilitate wider use of CGenFF as well as promote future use of the Drude polarizable FF.",pericles_exported_citations (58).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcc.26138,
article,https://doi.org/10.1002/xrs.70123,"Tho, Vu Quang and Truong, Duong Vu and Manh, Le Duy and Son, Nguyen Trong Bao and Thuy, Nguyen Thi Minh and Tien, Tong Sy",Efficient Evaluation of Temperature-Dependent EXAFS Debye–Waller Factor of Au Using a Classical Correlated Einstein Model,X-Ray Spectrometry,,,n/a,n/a,,,https://doi.org/10.1002/xrs.70123,https://onlinelibrary.wiley.com/doi/abs/10.1002/xrs.70123,,,"classical statistical theory, correlated Einstein model, EXAFS Debye–Waller factor, gold metal, thermal disorder, validity range","ABSTRACT The temperature-dependent Debye–Waller (DW) factor in extended X-ray absorption fine structure (EXAFS) for gold (Au) is investigated by explicitly accounting for thermal disorder effects. The theoretical model is constructed by combining classical statistical theory with the correlated Einstein model and the anharmonic effective potential to describe correlated local Au–Au vibrations. Within this framework, analytical closed-form expressions for thermodynamic EXAFS parameters are derived, explicitly incorporating atomic correlation and anharmonicity arising from nearest-neighbor interactions. Numerical results for Au reproduce the temperature- and wavenumber-dependent attenuation of the EXAFS amplitude and remain consistent with the reported experimental trends and uncertainties, particularly in the temperature region where the classical approximation is valid. The validity range of the classical treatment is quantified by the relative deviation between the quantum and classical mean-square relative (MSR) displacements, yielding a temperature threshold condition T ≥ 0.912 θE, where θE is the correlated Einstein temperature. A sensitivity analysis of the Morse potential parameters shows that the anharmonic force constants and EXAFS DW damping at high wavenumbers are especially sensitive to the potential-width parameter, whereas the overall temperature- and wavenumber-dependent behaviors remain robust. The analysis demonstrates that the present calculation model provides a physically transparent and computationally efficient framework for modeling temperature-dependent EXAFS DW factor in Au under thermal disorder. Because MSR displacement is obtained analytically from the AE potential and the statistical formalism, the present model can be incorporated into standard EXAFS fitting procedures as a physically constrained description of thermal damping in Au and related metallic systems.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/xrs.70123,
article,https://doi.org/10.1002/slct.202504988,"Baluch, Haniyeh and Ebrahimi, Ali","Structural-Based Design of GLP Inhibitors as Anticancer Agents: A Comprehensive in Silico Study Integrating 3D-QSAR, Molecular Docking, MD Simulations, and Quantum Mechanical Calculations",ChemistrySelect,,2026,11,9,e04988,,https://doi.org/10.1002/slct.202504988,https://onlinelibrary.wiley.com/doi/abs/10.1002/slct.202504988,,,"ADMET properties, CoMSIA model, Molecular docking, Molecular Dynamics simulation, MMPB(GB)SA analysis, Quantum Mechanical calculation","ABSTRACT In this study, a three-dimensional quantitative structure–activity relationship (3D-QSAR) analysis was performed on 38 quinazoline derivatives as GLP inhibitors. The Comparative Molecular Similarity Indices Analysis (CoMSIA) model showed strong internal consistency (Q2 = 0.515, r2 = 1.000) and good external predictability (K = 0.959, K′ = 1.038, t/t′ = –0.338, R2m = 0.98). A virtual screening of a 51,369-compound quinazoline library was conducted using the CoMSIA model and molecular docking to identify potential GLP inhibitors. The newly predicted compounds exhibited enhanced activity compared to the known actives BIX, E72, and UNC0224. Their ADMET properties were also evaluated, and the top three compounds (Q1, Q2, and Q3), which demonstrated superior pharmacokinetic profiles, were selected as promising GLP inhibitor candidates. Molecular dynamics (MD) simulations were used to assess the binding stability of the three compounds in the active site of 3RJW (i.e., 3RJW\_Q1, 3RJW\_Q2, and 3RJW\_Q3). The results showed good stability, with a low root-mean-square deviation (RMSD) of lower than 0.7 nm. The relative binding free energy (ΔGbind) values obtained from MM-GBSA and MM-PBSA analyses for mentioned complexes are in consistent with the total scores obtained from docking analysis, and support the reliability of the results. Per-residue energy decomposition analysis highlighted four key amino acids—PHE1087, PHE1158, ASP1090, and PRO1121—as critical contributors to binding affinity. Furthermore, the results of topological analysis of electron density using the Quantum Theory of Atoms in Molecules (QTAIM) align with the molecular docking results, further confirming the accuracy and reliability of the computational approach.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/slct.202504988,
inbook,doi:https://doi.org/10.1002/9781394245215.ch17,"Vijayaraghavan, Greeshma Kanakkassery and Nikarthil Shereef, Binshad Mangalath and Prabhakaran, Srirag Pandaraparambil",Advanced Topic for Future Research,,Next Generation Data Science and Blockchain Technology for Industry 5.0,2025,,,447-466,"John Wiley & Sons, Ltd",https://doi.org/10.1002/9781394245215.ch17,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394245215.ch17,9781394245215,,"Industry 5.0, spatial computing, quantum computing, Society 5.0, digital twin technology","Abstract The new era in industrial transformation, known as Industry 5.0, results in many emerging technologies such as data science, blockchain technology, artificial intelligence (AI), internet of things, and 5G. Such an outlook is bound to revolutionize on-site customization of products, making the whole process more affordable, time-efficient, and environmentally friendly. Its essence lies in the notion of Society 5.0, focused on human welfare and sustainable development. It is based on industries of the fifth generation (i.e., Industry 5.0), which includes social innovation, education, as well as healthcare. The adoption of industry's blockchain technology, which is a distributed ledger system, can transform how the world operates in Industry 5.0 through increased supply chain integrity, digital traceability, digital identity management, as well as secure interoperable sharing of the data. In Industry 5.0, AI is expected to provide a basis for automation of tasks, enhance decision-making systems, and contribute toward new products and services. In addition, 3D printing, additive manufacturing, and nanotechnologies are going to have a great influence on Industry 5.0 as they provide cost-effective, environmentally friendly, and bespoke manufacturing of products. The chapter situates the subsequent discourse in the respective settings of Industry 5.0 and Society 5.0 that entail the incorporation of sophisticated IT systems into industries, as well as societies globally. This chapter covers the basics of spatial computing, quantum computing, and digital twin technology. Finally, this chapter offers an outline of possible directions for future research that connects theory and practice. This implies that they will transform society, bringing about innovation, efficiency, and progressiveness in the future.",pericles_exported_citations (59).bib,17,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394245215.ch17,
article,https://doi.org/10.1002/dac.5793,"Babu, Nagarajan and Santhosh Kumar, Sripathi Venkata Naga",Chaos quantum optimization-based layered diagnosis framework for faulty sensor node diagnosis and classification in wireless sensor networks,International Journal of Communication Systems,,2024,37,11,e5793,,https://doi.org/10.1002/dac.5793,https://onlinelibrary.wiley.com/doi/abs/10.1002/dac.5793,,,"chaos quantum-behaved particle swarm optimization, fault classification, fault diagnosis, node fault, optimized layered diagnosis framework (OLDF)","Summary Node faults are often influenced by factors such as physical component failure, communication module errors, battery exhaustion, and environmental factors. Various researchers have contributed to addressing the problem of detecting, diagnosing, and classifying faults in sensor networks. However, computational complexity and fault occurrence probability increase with the size of the network. In this context, an enhanced optimized layered diagnosis framework (OLDF) is proposed for detecting, diagnosing, and classifying sensor node faults. OLDF utilizes a deep belief network (DBN) with chaos quantum-behaved particle swarm optimization (CQ-PSO) for efficient diagnosis and classification of various sensor faults in the network. The proposed OLDF consists of two layers. In the first layer, optimized DBN with CQ-PSO algorithm is employed to determine the fault type of the sensor nodes. Then, the fault type of sensor nodes that are classified in the first layer is given as input into the second layer of the OLDF algorithm to determine the fault severity in the network. Experimentation has been carried out by using the NS3 simulator for the OLDF framework with performance metrics such as classification accuracy, diagnosis accuracy, false positives, fault alarm rate, and average energy consumption. The validity of the proposed framework has been verified through comparisons with existing works such as MFD, INSA, FDRFC, and HFD. From the comparative analysis carried out, it is apparent that the proposed framework achieves a high classification accuracy of 89.94\% and diagnosis accuracy of 93.21\%, with less false positive rate, and utilizes minimum energy when compared with its counterparts.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/dac.5793,
article,https://doi.org/10.1002/med.70006,"Quero-Delgado, Marta and Codina, Helena and Gómez, Rafael and Terán, Francisco José and Muñoz-Fernández, M. A. and Jiménez, José Luis and Resino, Salvador and Sepúlveda-Crespo, Daniel and Martínez, Isidoro",Advances in Nanotechnology-Enabled Optical Biosensors for Dengue Virus Detection: A Systematic Review,Medicinal Research Reviews,,2026,46,1,70-111,,https://doi.org/10.1002/med.70006,https://onlinelibrary.wiley.com/doi/abs/10.1002/med.70006,,,"dengue virus, diagnostics, nanomaterials, optical biosensor, point-of-care","ABSTRACT The dramatic surge in dengue cases in early 2024, endangering half the global population, urgently necessitates faster diagnostic methods. Nanotechnology-enabled optical biosensors offer a promising avenue, leveraging nanomaterial properties for highly sensitive detection of dengue virus (DENV), potentially surpassing conventional techniques in terms of simplicity, speed, and cost-effectiveness. This systematic review analyzes recent advancements in these biosensors for DENV diagnosis. Following PRISMA 2020 guidelines, we systematically searched PubMed, Embase, Scopus, Web of Science, and Cochrane Library databases (2010–June 1, 2025; OSF: https://osf.io/3gmey/). The methodological quality of the 98 included studies was assessed using a modified CASP checklist. Diverse nanotechnology-based optical biosensors were identified. SPR (36.7\%) was the most common transducer, followed by fluorescence (24.5\%), colorimetry (15.3\%), and SERS (8.2\%). Gold-based nanomaterials (35.7\%) were most frequently employed, with silver nanomaterials (15.3\%), quantum dots (15.3\%), and graphene-based materials (15.3\%) also showing promise. DENV NS1 protein was the primary target analyte (21.4\%). Importantly, almost half of the studies (44.9\%) used clinically relevant human samples. While many optical biosensors show promise, challenges hinder their demonstration of the true potential for point-of-care use in their current format; however, they offer high specificity and faster results, laying a strong foundation for cost-effective clinical diagnostics. Nanotechnology-driven optical biosensors offer a transformative approach for DENV detection. Advances in computational design and green synthesis of novel nanomaterials are key to addressing stability and field-deployment challenges. These innovations are crucial for developing robust, sensitive, and user-friendly tools to manage dengue and improve patient outcomes globally.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/med.70006,
article,https://doi.org/10.1002/poc.4574,"Mondal, Asmita and Domingo, Luis R. and Acharjee, Nivedita",Revealing the influence of tether length on the intramolecular [3 + 2] cycloaddition reactions of nitrones from the molecular electron density theory perspective,Journal of Physical Organic Chemistry,,2024,37,1,e4574,,https://doi.org/10.1002/poc.4574,https://onlinelibrary.wiley.com/doi/abs/10.1002/poc.4574,,,"conceptual DFT, electron localization function, intramolecular 3 + 2 cycloaddition reactions, molecular electron density theory, regioselectivity, transition state structures","Abstract The influence of ethylene substitution and the tether length between the two reacting counterparts on the selectivity and reactivity of the intramolecular [3 + 2] cycloaddition (IM32CA) reactions of cyclic nitrones leading to tricyclic isoxazolidines have been studied within the Molecular Electron Density theory at the MPWB1K/6-311G(d,p) computational level. These zw-type IM32CA reactions follow one-step mechanism, and the activation barrier decreases with the introduction of electron withdrawing (EW) substituent at the alkene moiety in both the intramolecular and intermolecular versions. The IM32CA reactions involving unsubstituted alkene have non-polar character with minimal electron density flux classified as null electron density flux type, while that involving the EW nitro substituted ethylene is more facile with a strong electron density flux from the nitrone to the ethylene moiety, classified as forward electron density flux type. The increase in the polar character of the IM32CA reaction decreases the activation Gibbs free energies associated with these intramolecular processes, while the highly polar IM32CA reactions are disfavored with respect to the intermolecular ones. Interestingly, the preferred regioselectivity observed in low polar IM32CA reactions having three methylene units between the nitrone and ethylene frameworks is reversed to that in nitrones separated with four methylene units, in conformity with the experimental outcome. Finally, electron localization function and quantum theory of atoms-in-molecules studies reveal that, in general, these IM32CA reactions involve early transition state structures in which the formation of new C-C and C-O single bonds have not yet started.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/poc.4574,
article,https://doi.org/10.1002/qua.25945,"Lehtola, Susi",Fully numerical Hartree-Fock and density functional calculations. I. Atoms,International Journal of Quantum Chemistry,,2019,119,19,e25945,,https://doi.org/10.1002/qua.25945,https://onlinelibrary.wiley.com/doi/abs/10.1002/qua.25945,,,"atomic calculation, density functional theory, finite element, Hartree-Fock","Abstract Although many programs have been published for fully numerical Hartree-Fock (HF) or density functional (DF) calculations on atoms, we are not aware of any programs that support hybrid DFs, which are popular within the quantum chemistry community due to their better accuracy for many applications, or that can be used to calculate electric properties. Here, we present a variational atomic finite element solver in the HelFEM program suite that overcomes these limitations. A basis set of the type is used, where B n(r) are finite element shape functions and are spherical harmonics, which allows for an arbitrary level of accuracy. HelFEM supports nonrelativistic HF and DF calculations even with hybrid functionals, which are not available in other commonly available program packages. Hundreds of functionals at the local spin-density approximation (LDA), generalized-gradient approximation (GGA), as well as the meta-GGA levels of theory are included through an interface with the Libxc library. Electric response properties are achievable via finite field calculations. We introduce an alternative grid that yields faster convergence to the complete basis set limit than commonly used alternatives. We also show that high-order Lagrange interpolating polynomials yield the best convergence, and that excellent agreement with literature HF limit values for electric properties, such as static dipole polarizabilities, can be achieved with the present approach. Dipole moments and dipole polarizabilities at finite field are also reported with the PBE, PBEh, TPSS, and TPSSh functionals. Finally, we show that a recently published Gaussian basis set is able to reproduce absolute HF and DF energies of neutral atoms, cations, as well as anions within a few dozen microhartrees.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/qua.25945,
article,https://doi.org/10.1515/nanoph-2020-0177,"Romeira, Bruno and Figueiredo, José M. L. and Javaloyes, Julien",NanoLEDs for energy-efficient and gigahertz-speed spike-based sub-λ neuromorphic nanophotonic computing,Nanophotonics,,2018,9,13,4149-4162,,https://doi.org/10.1515/nanoph-2020-0177,https://onlinelibrary.wiley.com/doi/abs/10.1515/nanoph-2020-0177,,,"nanolight-emitting diodes (nanoLEDs), neuromorphic nanophotonic computing, Purcell effect, quantum resonant tunneling (QRT), spiking neural networks, subwavelength devices","Abstract Event-activated biological-inspired subwavelength (sub-λ) photonic neural networks are of key importance for future energy-efficient and high-bandwidth artificial intelligence systems. However, a miniaturized light-emitting nanosource for spike-based operation of interest for neuromorphic optical computing is still lacking. In this work, we propose and theoretically analyze a novel nanoscale nanophotonic neuron circuit. It is formed by a quantum resonant tunneling (QRT) nanostructure monolithic integrated into a sub-λ metal-cavity nanolight-emitting diode (nanoLED). The resulting optical nanosource displays a negative differential conductance which controls the all-or-nothing optical spiking response of the nanoLED. Here we demonstrate efficient activation of the spiking response via high-speed nonlinear electrical modulation of the nanoLED. A model that combines the dynamical equations of the circuit which considers the nonlinear voltage-controlled current characteristic, and rate equations that takes into account the Purcell enhancement of the spontaneous emission, is used to provide a theoretical framework to investigate the optical spiking dynamic properties of the neuromorphic nanoLED. We show inhibitory- and excitatory-like optical spikes at multi-gigahertz speeds can be achieved upon receiving exceptionally low (sub-10 mV) synaptic-like electrical activation signals, lower than biological voltages of 100 mV, and with remarkably low energy consumption, in the range of 10–100 fJ per emitted spike. Importantly, the energy per spike is roughly constant and almost independent of the incoming modulating frequency signal, which is markedly different from conventional current modulation schemes. This method of spike generation in neuromorphic nanoLED devices paves the way for sub-λ incoherent neural elements for fast and efficient asynchronous neural computation in photonic spiking neural networks.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1515/nanoph-2020-0177,
article,https://doi.org/10.1515/nanoph-2025-0453,"Sidler, Dominik and Bustamante, Carlos M. and Bonafé, Franco P. and Ruggenthaler, Michael and Sukharev, Maxim and Rubio, Angel",Density-functional tight binding meets Maxwell: unraveling the mysteries of (strong) light–matter coupling efficiently,Nanophotonics,,2025,14,27,4941-4955,,https://doi.org/10.1515/nanoph-2025-0453,https://onlinelibrary.wiley.com/doi/abs/10.1515/nanoph-2025-0453,,,"polaritonic chemistry, spectroscopy, strong light–matter interaction, ab–initio, Maxwell, DFTB","Abstract Controlling chemical and material properties through strong light–matter coupling in optical cavities has gained considerable attention over the past decade. However, the underlying mechanisms remain insufficiently understood, and a significant gap persists between experimental observations and theoretical descriptions. This challenge arises from the intrinsically multiscale nature of the problem, where nonperturbative feedback occurs across different spatial and temporal scales. Collective coupling between a macroscopic ensemble of molecules and a photonic environment, such as a Fabry–Pérot cavity, can strongly influence the microscopic properties of individual molecules, while microscopic details of the ensemble in turn affect the macroscopic coupling. To address this complexity, we present an efficient computational framework that combines density-functional tight binding (density-functional tight binding (dftb)) with finite-difference time-domain (finite-difference time domain (fdtd)) simulations of Maxwell’s equations (dftb + Maxwell). This approach allows for a self-consistent treatment of both the cavity and the microscopic details of the molecular ensemble. We demonstrate the potential of this method by tackling several open questions. First, we calculate nonperturbatively two-dimensional spectroscopic observables that directly connect to well-established experimental protocols. Second, we provide local, molecule-resolved information within collectively coupled ensembles, which is difficult to obtain experimentally. Third, we show how cavity designs can be optimized to target specific microscopic applications. Finally, we outline future directions to enhance the predictive power of this framework, including extensions to finite temperature, condensed phases, and correlated quantum effects. The dftb + Maxwell method enables real-time exploration of realistic chemical parameters on standard computational resources and offers a systematic approach to bridging the gap between experiment and theory.",pericles_exported_citations (59).bib,,https://onlinelibrary.wiley.com/doi/pdf/10.1515/nanoph-2025-0453,
