citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,editor,publisher,series
SADEGHI2025128243,article,Somayeh Sadeghi and Vikas Chouhan and Mohammed Aldarwbi and Ali Ghorbani and Aaron Chow and Robby Burko,Securing financial sector applications in the quantum era: a comprehensive evaluation of NIST’s recommended algorithms through use-case analysis,Expert Systems with Applications,,288,,128243,2025,0957-4174,,https://doi.org/10.1016/j.eswa.2025.128243,https://www.sciencedirect.com/science/article/pii/S0957417425018627,"Post-quantum, Asymmetric cryptography, Financial srvices, Standards, KEM, Signature","The rise of quantum computing presents a significant challenge to the security of asymmetric cryptography, a foundational element of modern digital infrastructure. In order to address this emerging vulnerability, a variety of post-quantum cryptographic algorithms have been proposed. In this study, we conduct a systematic evaluation of the performance and practicality of NIST’s selected post-quantum algorithms and 4th round candidates specifically tailored for financial services applications, such as SWIFT Secure Signature Key (3SKey), Europay-Mastercard-VISA (EMV), Secure Electronic Transaction (SET), 3D Secure, Bitcoin Improvement Proposal (BIP) Protocol, and SSL/TLS-based financial application. Our analysis rigorously investigates the time and storage requirements of these post-quantum algorithms to identify the most suitable options for each use-case. The results of our evaluation indicate that Dilithium, SPHINCS, and Falcon display adequate computational efficiency for signature-based algorithms, with Dilithium being particularly well-suited for financial sector applications. In the context of key encapsulation mechanism algorithms, we advocate for Hamming Quasi-Cyclic (HQC) and Kyber, as they provide a favorable balance of time and storage performance, with Kyber being the top-performing candidate. To support informed decision-making, we introduce a robust framework for assessing algorithm suitability, offering essential guidance for organizations aiming to strengthen their systems against the impending quantum computing challenges.",,,,
YUAN2025104254,article,Qi Yuan and Zhuoqian He and Xiangjun Cheng and Ying Xia and Yue Shao,A security-enhanced three-party authentication and key agreement scheme for smart grid communication,Journal of Information Security and Applications,,94,,104254,2025,2214-2126,,https://doi.org/10.1016/j.jisa.2025.104254,https://www.sciencedirect.com/science/article/pii/S2214212625002911,"Smart grid, Authentication, Key agreement, NTRU, BAN logic","Securing communications within smart grids presents a critical challenge, particularly due to the increasing vulnerability of conventional authenticated key agreement schemes to quantum computing threats. Furthermore, ensuring robust security against physical attacks on devices like smart meters while maintaining low computational and communication overhead remains a significant hurdle. To address this issue, this study proposes NTRU-P3AKE (NTRU-based Three-Party Authenticated Key Exchange). This novel scheme integrates the Nth-Truncated Ring Unit (NTRU) algorithm with Physical Unclonable Functions (PUFs) and fuzzy extractors, enabling robust authentication and key agreement among smart meters, the control center, and service providers. The NTRU-P3AKE scheme supports registration via an open channel. It leverages NTRU to mitigate quantum threats, employs PUFs to resist physical attacks, and ensures forward security through dynamic random number updates. The proposed scheme’s security is rigorously evaluated via informal security analysis and formal verification. The latter uses the ProVerif tool and Burrows–Abadi–Needham (BAN) logic analysis. Comprehensive evaluations validate its exceptional efficiency, achieving a 99.0% reduction in computational overhead (0.244 ms) compared to the most computationally intensive scheme, a 70.8% reduction in communication cost (1440 bits) versus the most bandwidth-heavy approach, and a 79.4% reduction in energy consumption on smart meters (0.166 mJ) relative to the most energy-intensive protocol. These advancements make the proposed solution particularly suitable for resource-constrained smart grid environments requiring both high security and operational efficiency.",,,,
BOUCHMAL2025111345,article,Oumayma Bouchmal and Bruno Cimoli and Ripalta Stabile and Juan Jose Vegas Olmos and Idelfonso Tafur Monroy,Quantum Approximate Optimization Algorithm applied to multi-objective routing for large scale 6G networks,Computer Networks,,267,,111345,2025,1389-1286,,https://doi.org/10.1016/j.comnet.2025.111345,https://www.sciencedirect.com/science/article/pii/S1389128625003123,"Quantum optimization, Multi-objective routing, Quantum computing, 6G, Quantum Approximate Optimization Algorithm, Quadratic unconstrained binary optimization","A multi-objective optimization problem involves optimizing two or more conflicting objectives simultaneously. This type of problem arises in many scientific and industrial areas and it is classified as NP-Hard. Network routing optimization with multiple objectives falls into this category. In the context of 6G networks, solving this problem will become even more challenging due to the exponential growth of Internet of Things devices and the high quality of service requirements. Finding good quality solutions for large-scale networks will be increasingly difficult. In this paper, we introduce a quantum-inspired routing optimization scheme in which noisy-intermediate scale quantum computers (NISQ) can be used to solve the Multi-Objective Routing Problem (MORP). We evaluate the application of the proposed scheme in detail by first developing the mathematical formulas for both single-objective and multi-objective routing and mapping the problem onto gate-based models by using the quadratic unconstrained binary optimization (QUBO) approach. To validate the proposed scheme, we use the quantum approximate optimization algorithm (QAOA), the go-to approach for solving combinatorial optimization problems that are classically intractable. For the simulation, we use the IBM-Qasm simulator and Qiskit framework. Additionally, we use the Chernoff Bound as a standard technique to estimate the sample complexity of QAOA. Finally, we provide a detailed numerical and theoretical analysis of the proposed scheme, including its time complexity, resource requirements, and the challenges associated with it. Our results demonstrate that the proposed approach operates with a time complexity of O(E2) per iteration in both single and multi-objective scenarios, with an overall runtime of (niteration + nCB) ⋅ O(E2) influenced by the sampling overhead, significantly outperforming Dijkstra’s algorithm in the multi-objective case, where the complexity increases to O(2k(N(k+logN)+2kE)).",,,,
GORCUN2025110793,article,Ömer Faruk Görçün and Dragan Pamucar and Hasan Dinçer and Serhat Yüksel and Ismail İyigün and Vladimir Simic,Strategic tour operator selection in the tourism sector using a quantum picture fuzzy rough set-based multi-criteria decision-making approach,Engineering Applications of Artificial Intelligence,,153,,110793,2025,0952-1976,,https://doi.org/10.1016/j.engappai.2025.110793,https://www.sciencedirect.com/science/article/pii/S0952197625007936,"Strategic selection, Tour operators, Tourism industry, Quantum picture fuzzy rough sets, Decision-making trial and evaluation laboratory","Tour operator selection is critical for ensuring high-quality services, customer satisfaction, and sustainable tourism development. However, traditional decision-making methods often fail to address the complexities and uncertainties involved in this process. This study introduces a robust decision-making framework that integrates quantum picture fuzzy rough sets (QPFR) with advanced Multi-Criteria Decision-Making (MCDM) techniques to enhance the evaluation and selection of tour operators. The methodology incorporates QPFR, the Decision-Making Trial and Evaluation Laboratory (DEMATEL), and the Technique for Order Preference by Similarity to Ideal Solution (TOPSIS) to assess and rank seven prominent tour operators in the Turkish tourism sector. The evaluation is based on 16 comprehensive criteria: quality, safety, environmental impact, authenticity, and economic contribution. Expert inputs and artificial intelligence techniques were utilized to ensure the model's reliability and accuracy. The findings reveal that the proposed model effectively minimizes uncertainties, provides consistent rankings, and highlights the critical importance of specific criteria in decision-making. Sensitivity analysis confirms the robustness of the results, demonstrating the model's applicability to dynamic and complex decision-making contexts. This study offers theoretical contributions and practical insights for decision-makers, emphasizing the value of integrating advanced computational methods to support sustainable tourism development.",,,,
AURANGZEB2025151979,article,Muhammad Aurangzeb and Xiong Shusheng and Sheeraz Iqbal and Md Shafiullah and Omer Abbaker Ahmed Mohammed and Ahmed Mohmed Dafalla and Liu Qingsheng and Meng Kai and Muhammad Zeshan Afzal,QDQN-ThermoNet: A quantum-driven dual deep Q-Network framework for intelligent thermal regulation in solid-state and hydrogen fuel cell systems of future electric vehicles,International Journal of Hydrogen Energy,,189,,151979,2025,0360-3199,,https://doi.org/10.1016/j.ijhydene.2025.151979,https://www.sciencedirect.com/science/article/pii/S0360319925049821,"Quantum-driven deep Q-Networks, Reinforcement learning, Thermal regulation, Solid-state batteries, Hydrogen fuel cells, Electric vehicles","This paper presents QDQN-ThermoNet, a novel Quantum-Driven Dual Deep Q-Network framework for intelligent thermal regulation in next-generation electric vehicles with hybrid energy systems. Our approach introduces a dual-agent architecture where a classical DQN governs solid-state battery thermal management while a quantum-enhanced DQN regulates proton exchange membrane fuel cell dynamics, both sharing a unified quantum-enhanced experience replay buffer to facilitate cross-system information transfer. Hardware-in-the-Loop validation across diverse operational scenarios demonstrates significant performance improvements compared to classical methods, including enhanced thermal stability (95.1 % vs. 82.3 %), faster thermal response (2.1 s vs. 4.7 s), reduced overheating events (0.3 vs. 3.2), and superior energy efficiency (22.4 % energy savings). The quantum-enhanced components deliver 38.7 % greater sample efficiency and maintain robust performance under sparse data conditions (33.9 % improvement), while material-adaptive control strategies leveraging MXene-enhanced phase change materials achieve a 50.3 % reduction in peak temperature rise during transients. Component lifetime analysis reveals a 33.2 % extension in battery service life through optimized thermal management. These results establish QDQN-ThermoNet as a significant advancement in AI-driven thermal management for future electric vehicle platforms, effectively addressing the complex challenges of coordinating thermal regulation across divergent energy sources with different optimal operating temperatures.",,,,
VP2026104398,article,Jithu Vijay V.P. and Shahanas I.N. and Sabu M. Thampi and Aiswarya S. Nair,A quantum-secure digital signature-based communication protocol for the Internet of Drones (IoD),Journal of Network and Computer Applications,,245,,104398,2026,1084-8045,,https://doi.org/10.1016/j.jnca.2025.104398,https://www.sciencedirect.com/science/article/pii/S1084804525002954,"Drones, Unmanned Aerial Vehicles (UAVs), Internet of Drones (IoD), Secure communication, Post Quantum Cryptography (PQC), Kyber, Dilithium, Physical Unclonable Functions (PUF), Hyperledger fabric blockchain","The use of drones is rapidly increasing in areas such as surveillance, defense, and emergency services. As a result, ensuring secure communication and proper authentication has become a major concern in the Internet of Drones, where drones must share data and coordinate their actions in real time. One of the biggest challenges in drone networks is maintaining secure and reliable communication between drones. The dynamic and distributed nature of these networks increases the risk of security breaches. Existing systems mostly rely on cryptographic methods like RSA and ECC. These methods will not remain secure in the future because of advancements in quantum computing. These systems also depend on static data storage and centralized credential management, which make them vulnerable to attacks such as impersonation, replay, and man-in-the-middle. To address these issues, we propose a quantum-secure drone-to-drone authentication and secure communication protocol that utilizes Post Quantum Cryptographic (PQC) algorithms such as, Kyber for encryption and Dilithium for digital signatures. Both are lattice-based lightweight cryptographic algorithms that offer strong resistance against quantum attacks. Instead of storing secret data on drones and to prevent cloning, we use Physical Unclonable Functions (PUF) to generate device specific seeds for authentication and key generation during each session. A Hyperledger Fabric Blockchain is used at the Ground Control Station (GCS) to store drone credentials securely and avoid single point failure. We conducted the formal security analysis using the Burrows–Abadi–Needham (BAN) logic for trust validation and the Scyther tool to formally analyze and verify resistance against classical and quantum-era attacks. In addition to formal proofs, informal analysis confirms that the protocol maintains data integrity and authentication even under active network threats. We implemented the protocol using Raspberry Pi drones and a Linux-based GCS. Performance results show a low computation time of 0.08 s for authentication and 0.12 s for secure communication on Raspberry Pi 5, with minimal memory usage and acceptable communication cost suitable for implementation on resource-constrained drones.",,,,
DIAZ2025107643,article,Ana Díaz and Jaime Alvarado-Valiente and Javier Romero-Álvarez and Enrique Moguel and Jose Garcia-Alonso and Moisés Rodríguez and Ignacio García-Rodríguez and Juan M. Murillo,Service engineering for quantum computing: Ensuring high-quality quantum services,Information and Software Technology,,179,,107643,2025,0950-5849,,https://doi.org/10.1016/j.infsof.2024.107643,https://www.sciencedirect.com/science/article/pii/S0950584924002489,"Quantum computing, Quantum software engineering, Quantum software quality, Process improvement","Context:
Quantum computing is transforming the world and driving advanced applications in fields such as healthcare and economics. However, ensuring high-quality quantum software remains critical to its adoption across the industry. As quantum technology moves closer to practical applications, it faces significant challenges. Developers face platform-dependent complexities that make the creation of quantum applications a time-consuming process. In addition, the lack of mature tools further hampers progress and can compromise the quality of service.
Objective:
The objective of this paper is to address the pressing need for quantum software quality assurance, presenting a solution for defining and using quantum services, by employing classical service engineering techniques and methods.
Methods:
A process is presented for improving the generation, deployment, and quality assessment of quantum services using an extended OpenAPI Specification and the SonarQube tool. This process also integrates the automatic generation of code for the IBM Quantum provider and its deployment in containers ready for user consumption.
Results:
After a detailed and individualized evaluation of the 40 implementations of quantum algorithms using the developed environment, the results reveal significant variability in the analyzability of the algorithms. This will serve in the future as a reference and guide for the continuous improvement of quantum algorithms in terms of their performance and efficiency in solving complex problems in various quantum application areas.
Conclusions:
This research offers a fundamental contribution to the evolution of quantum computing by introducing a comprehensive framework for quantum software quality assurance. The proposed approach not only addresses some of the existing problems in quantum software, but also paves the way for the development of quantum algorithms and their servitization.",,,,
RAZZAQUE2025126364,article,Mohammad A. Razzaque and Shafiuzzaman K. Khadem and Sandipan Patra and Glory Okwata and Md. Noor-A-Rahim,Cybersecurity in vehicle-to-grid (V2G) systems: A systematic review,Applied Energy,,398,,126364,2025,0306-2619,,https://doi.org/10.1016/j.apenergy.2025.126364,https://www.sciencedirect.com/science/article/pii/S0306261925010943,"Elective vehicles (EV), Smart grid, Autonomous vehicles, Cybersecurity, Blockchain, Artificial intelligence, Vulnerabilities, Attacks, Quantum-safe, AI assurance","Integrating electric vehicles (EVs) into the smart grid networks through vehicle-to-grid (V2G) systems offers transformative potential for energy optimisation and grid stability. However, this bidirectional energy exchange introduces significant cybersecurity challenges, including vulnerabilities to spoofing, denial-of-service attacks, and data manipulation, which threaten the integrity and reliability of the V2G system. Despite the growing body of research on V2G cybersecurity, existing studies often adopt fragmented approaches, leaving gaps in addressing the entire ecosystem, including users, EVs, charging stations, and energy market and trading platforms. This paper presents a systematic review of recent advancements in V2G cybersecurity, employing the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) framework for detailed searches across three journal databases and includes only peer-reviewed studies published between 2020 and 2024 (June). We identified and reviewed 134 V2G cybersecurity studies and found five important insights into existing V2G cybersecurity research. First, most studies (104 of 134) focused on protecting V2G systems against cyber threats, while only seven studies addressed the recovery aspect of the CRML (Cybersecurity Risk Management Lifecycle) function. Second, existing studies have adequately addressed the security of EVs and EVCS (EV charging stations) in V2G systems (113 and 81 of 134 studies, respectively). However, none have focused on the linkage between the behaviour of EV users and the cybersecurity of V2G systems. Third, physical access, control-related vulnerabilities, and user behaviour-related attacks in V2G systems are not addressed significantly. Furthermore, existing studies overlook vulnerabilities and attacks specific to AI (artificial intelligence) and blockchain technologies. Fourth, blockchain, AI, encryption, control theory, and optimisation are the main technologies used, and finally, the inclusion of quantum safety within encryption and AI models and AI assurance (AIA) is in a very early stage; only two and one of 134 studies explicitly addressed quantum safety and AIA through explainability. By providing a holistic perspective, this study identifies critical research gaps and outlines future directions for developing robust end-to-end cybersecurity solutions to safeguard V2G systems and support global sustainability goals.",,,,
NGUYEN2025139,incollection,Hoa T. Nguyen and Bui Binh An Pham and Muhammad Usman and Rajkumar Buyya,Chapter 8 - Quantum Serverless paradigm and application development using the QFaaS framework,,Quantum Computing,,,139-164,2025,,978-0-443-29096-1,https://doi.org/10.1016/B978-0-443-29096-1.00002-7,https://www.sciencedirect.com/science/article/pii/B9780443290961000027,"Quantum computing, quantum serverless, quantum functions, FaaS, quantum software","Quantum computing has the potential to solve complex problems beyond the capabilities of classical computers. However, its practical use is currently limited due to early-stage quantum software engineering and the constraints of Noisy Intermediate-Scale Quantum devices. To address this issue, this chapter introduces the concept of serverless quantum computing with examples using QFaaS, a practical Quantum Function-as-a-Service framework. This framework utilizes the serverless computing model to simplify quantum application development and deployment by abstracting the complexities of quantum hardware and enhancing application portability across different quantum software development kits and quantum backends. The chapter provides comprehensive documentation and guidelines for deploying and using QFaaS, detailing the setup, component deployment, and examples of service-oriented quantum applications. This framework offers a promising approach to overcoming current limitations and advancing the practical software engineering of quantum computing.",,Rajkumar Buyya and Sukhpal Singh Gill,Morgan Kaufmann,
ROY2024989,article,Kumar Sekhar Roy and Subhrajyoti Deb and Hemanta Kumar Kalita,A novel hybrid authentication protocol utilizing lattice-based cryptography for IoT devices in fog networks,Digital Communications and Networks,,10,4,989-1000,2024,2352-8648,,https://doi.org/10.1016/j.dcan.2022.12.003,https://www.sciencedirect.com/science/article/pii/S2352864822002619,"Internet of things, Authentication, Post-quantum cryptography, Lattice-based cryptography, Cloud computing, Fog computing, Fail-safe","The Internet of Things (IoT) has taken the interconnected world by storm. Due to their immense applicability, IoT devices are being scaled at exponential proportions worldwide. But, very little focus has been given to securing such devices. As these devices are constrained in numerous aspects, it leaves network designers and administrators with no choice but to deploy them with minimal or no security at all. We have seen distributed denial-of-service attacks being raised using such devices during the infamous Mirai botnet attack in 2016. Therefore we propose a lightweight authentication protocol to provide proper access to such devices. We have considered several aspects while designing our authentication protocol, such as scalability, movement, user registration, device registration, etc. To define the architecture we used a three-layered model consisting of cloud, fog, and edge devices. We have also proposed several pre-existing cipher suites based on post-quantum cryptography for evaluation and usage. We also provide a fail-safe mechanism for a situation where an authenticating server might fail, and the deployed IoT devices can self-organize to keep providing services with no human intervention. We find that our protocol works the fastest when using ring learning with errors. We prove the safety of our authentication protocol using the automated validation of Internet security protocols and applications tool. In conclusion, we propose a safe, hybrid, and fast authentication protocol for authenticating IoT devices in a fog computing environment.",,,,
LINNER2020221,article,Björn-Ola Linnér and Victoria Wibeck,Conceptualising variations in societal transformations towards sustainability,Environmental Science & Policy,,106,,221-227,2020,1462-9011,,https://doi.org/10.1016/j.envsci.2020.01.007,https://www.sciencedirect.com/science/article/pii/S1462901119307555,"Societal transformations, Sustainable development, Decarbonisation, Sense-making, Governance, Transformations typology, Conceptual framework, 2030 Agenda, Paris Agreement","Calls for societal transformations in response to climate change and unsustainable trajectories are surging in scientific journals, political proposals and news media. The multifaceted usages of the concept of transformation creates challenges for scientific assessments, such as those of the Intergovernmental Panel on Climate Change and the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services, as well as for the implementation of the Paris Agreement process, the 2030 Agenda on Sustainable Development, the EU’s long-term climate strategy, the European Green Deal, and other political decisions. In this paper, we suggest an analytical framework to differentiate between how sustainability transformations are made sense of in terms of system level, pace and scope. We distinguish between four general modes of transformations: quantum leap, convergent, emergent, and gradual approaches. We also discuss how they can be used to make sense of interventions to foster major sustainability transformations. We expand on three examples of interventions that were pertinent in our cross-country studies: technological innovations, transformative learning and the formulation of new narratives of sustainable societies.",,,,
DUBEY2024100210,article,Umang Dubey and Prathamesh Bhole and Arindam Dutta and Dibya Prakash Behera and Vethonulu Losu and Guru Satya Dattatreya Pandeeti and Abhir Raj Metkar and Anindita Banerjee and Anirban Pathak,A review on practical challenges of aerial quantum communication,Physics Open,,19,,100210,2024,2666-0326,,https://doi.org/10.1016/j.physo.2024.100210,https://www.sciencedirect.com/science/article/pii/S2666032624000085,"Quantum key distribution, Modeling aerial quantum communication, Drone-based QKD, Acquisition-pointing and tracking (APT), Atmospheric turbulence, Quantum software defined networking, Free-space QKD","The increasing demand for the realization of global-scale quantum communication services necessitates critical investigation for a practical quantum secure communication network that relies on full-time all-location coverage. In this direction, the non-terrestrial quantum key distribution is expected to play an important role in providing agility, maneuverability, relay link, on-demand network, and last-mile coverage. In this work, we have summarized the research and development that has happened until now in the domain of quantum communication using non-terrestrial platforms with a specific focus on the associated challenges and the relevant models. Further, to extend the analysis beyond the existing know-how, a hybrid model involving the features of Vasylyev et al.’s model and Liorni et al.’s model is introduced here. The hybrid model entails us adapting a spherical beam to an elliptic beam approximation and effectively capturing the characteristics of transmittance in densely humid weather conditions and at low altitudes.",,,,
CORAN2026101065,article,G. Coran and M. Costantini and S. Gelsumini and E. Licata and D. Busonero and C. Knapic and A. Adelfio and D. Ciangottini and H. Heinl and M. Molinaro,Scalable and interoperable data management in the spoke 3 big data infrastructure,Astronomy and Computing,,55,,101065,2026,2213-1337,,https://doi.org/10.1016/j.ascom.2026.101065,https://www.sciencedirect.com/science/article/pii/S2213133726000077,"Big data management, Big data storage, Scalable, Interoperability, Archiving system, Data model, Additional services","This paper presents the design, implementation, and validation of an integrated infrastructure for the ingestion, management, and access of heterogeneous astrophysical datasets, developed within Work Package 4 of Spoke 3 of the Italian National Center for High Performance Computing, Big Data, and Quantum Computing (ICSC). The project aims to deliver innovative data management solutions combining a relational database and a file-based archive, developed in accordance with the FAIR principles and Open Science methodologies. The infrastructure provides a scalable and standards-compliant framework to address the challenges of Big Data in astrophysics, supporting ingestion and access of diverse datasets, mainly from the Gaia and Fermi missions. For Gaia data, the HDF5 format was adopted to improve access efficiency and enable complex hierarchical data organization outside mission-specific pipelines. Fermi’s events detection and spacecraft attitude details data products were integrated through a unified data model that allows long-term querying and retrieval via standardized database logic. In addition to observational datasets, the infrastructure includes preparatory support for the publication of numerical simulations following the IVOA SimDM and Resource Metadata standards, ensuring FAIR compliance and interoperability within the Virtual Observatory framework. The resulting archive, structured according to the IVOA models and exposed through a TAP-compliant interface, enables efficient data and metadata insertion and extraction, with ingestion times ranging from seconds to minutes depending on file complexity and object count. A dedicated web portal provides user-friendly access to the archive and implements a suite of custom services along with secure authentication and comprehensive log management. This integrated ecosystem demonstrates interoperability with Virtual Observatory standards and scalability suitable for data-intensive research. Performance measurements in this work focus on ingestion throughput and database-side retrieval efficiency, while access-layer services are validated at the architectural and functional level.",,,,
ALJENEIBI2026372,article,Bashaer Aljeneibi and Richard Ikuesan,Leveraging Quantum Storage Mechanism for Digital Forensic Readiness Towards Smart City Security,Procedia Computer Science,,278,,372-382,2026,1877-0509,,https://doi.org/10.1016/j.procs.2026.03.003,https://www.sciencedirect.com/science/article/pii/S1877050926005958,"Smart Cities, Quantum Storage Mechanisms (QSM), Digital Forensics, Cybersecurity, Incident Response, Distributed Denial of Service (DDoS), Sensor Spoofing, Firmware Supply Chain Attack, Forensic Readiness, Unified Threat Score (St), Quantum Security, Blockchain, Artificial Intelligence, Cyber-Physical Systems","The increasing digitization of urban infrastructure has introduced advanced efficiency and connectivity in smart cities while exposing them to sophisticated cybersecurity threats. This study explores how Quantum Storage Mechanisms (QSM) can be integrated with digital forensic readiness systems to enhance smart city security and incident response. Through a simulated environment, the research evaluates the effectiveness of QSM against three critical cyberattack scenarios: Distributed Denial of Service (DDoS), sensor spoofing, and supply chain firmware attacks. The findings reveal that QSM-enabled systems outperform traditional cybersecurity tools by ensuring tamper-proof evidence collection, real-time threat detection, and secure long-term data retention. The study also introduces a Unified Threat Score (St) model to assess threat severity across scenarios, demonstrating quantum-enhanced solutions’ operational resilience and forensic integrity. While the research is theoretical and based on simulations, it lays a strong foundation for the real-world deployment of quantum-secured forensic frameworks. The results underscore the necessity of integrating quantum, AI, and blockchain technologies to future-proof smart cities against evolving cyber-physical threats.",CENTERIS - International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies,,,
PAN2025108092,article,Yuxuan Pan and Rui Jin and Yu Liu and Lin Zhang,Efficient post-quantum attribute-based access control scheme for blockchain-empowered metaverse data management,Computer Communications,,234,,108092,2025,0140-3664,,https://doi.org/10.1016/j.comcom.2025.108092,https://www.sciencedirect.com/science/article/pii/S0140366425000490,"Metaverse, Blockchain, Lattice, Attribute-based encryption, Post-quantum security, Access control","Driven by recent advances in mobile networks and distributed computing, the Metaverse provides photorealistic services where humans can experience different virtual landscapes through avatars derived from abundant personal user data. To address significant concerns about privacy breaches in private digital assets, access control based on cryptography systems has become the focus of common research. However, existing designs have scalability and efficiency issues, appealing to more investigation in real-world implementation. In response to this security challenge using the prevalent cryptography tool, this paper proposes an Attribute-Based Access Control mechanism for Metaverse Data management (ABAC-MD). It provides a flexible and secure data-sharing framework that integrates the ciphertext-policy attribute-based encryption scheme with the polynomial function technique on lattice. Reliable outsourcing decryption based on blockchain facilitates efficient data processing by employing an attribute-associated access tree. It exploits a pragmatic solution to guarantee fine-grained data privacy control and fortify resilience against quantum attacks. Simulated experiment with relevant schemes based on custom-made avatars proves that the proposed scheme reduces ciphertext size by 43.6% and improve efficiency by at least 25.4%. With higher security, lower storage costs, and reduced computational complexity, the ABAC-MD is more practical for privacy preservation in Metaverse services.",,,,
B2026103762,article,Prabhu Shankar B and RajKumar N and Jayavadivel Ravi and Viji C and Gobinath J and Govindharaj I and Dinesh Kumar K and Elango Muthusamy,Efficient data replication in distributed clouds via quantum entanglement algorithms,MethodsX,,16,,103762,2026,2215-0161,,https://doi.org/10.1016/j.mex.2025.103762,https://www.sciencedirect.com/science/article/pii/S2215016125006065,"Quantum computing, Cloud computing, Data replication, Quantum entanglement, Distributed Systems, Quantum Networking","In cloud computing, it remains difficult to make data available in a cloud service such that the data is replicated and maintained consistently across various data centers. Traditional replication systems are sufficient, even though they take too long to process, cause significant data transfers, and face problems with final data consistency. This work presents a new method named Quantum Entanglement-Based Replication Algorithm (QERA), which makes use of quantum entanglement to ensure quick and high-performance synchronization of cloud data across all nodes. In this proposed work, the QERA approach encodes data changes in the primary cloud node onto quantum states and entangled qubit pairs to the related replica nodes. As a result, any change is quickly shown on all replicas without the usual overhead and delay of message broadcasts. It simulates how QERA is designed to decrease latency, promote consistency, and make better use of resources in cloud environments. This paper creates a theoretical framework using IBM Qiskit and Microsoft Quantum Development Kit simulators to compare classical and quantum baseline algorithms. The results show that QERA may greatly enhance the way updates and replications are managed across many cloud systems. It demonstrates how QERA can ensure a very synchronized replication among the remote cloud nodes. Employs a qubit pair entangled to minimize latency and decrease bandwidth expenses as it goes through updates. Combines the idea of quantum teleportation with methods of non-invasive verification made to maintain the integrity of the state without altering the quantum system.",,,,
FU2023129314,article,Wei Fu and Haipeng Xie and Hao Zhu and Hefeng Wang and Lizhou Jiang and Chen Chen and Zhaohong Bie,Coordinated post-disaster restoration for resilient urban distribution systems: A hybrid quantum-classical approach,Energy,,284,,129314,2023,0360-5442,,https://doi.org/10.1016/j.energy.2023.129314,https://www.sciencedirect.com/science/article/pii/S0360544223027081,"Resilience, Post-disaster restoration, Power distribution system, Quantum annealing, Hybrid quantum-classical approach, Benders decomposition","Incorporating multiple resilient resources into coordinated post-disaster restoration (CPR) strategy contributes positively to resilience enhancement of power distribution systems (PDS). However, the consideration of multiple factors may exacerbate model complexity, resulting in longer solution times and compromising the strategy’s practicality. With the remarkable potential power of quantum computing (QC), we propose a hybrid quantum-classical (HQC) approach for this problem. A HQC-based framework is proposed and the CPR model is established considering repair crew dispatch, PDS operation, microgrids operation, and topology reconfiguration. Then, a hybrid quantum-classical Benders decomposition (HQC-BD) algorithm and detailed pseudocode are proposed and presented in compact form. The integer slack and binary expansion methods are applied to transform the constrained problem into quadratic unconstrained binary optimization problem. Finally, the effectiveness and computational efficiency of the proposed HQC-BD approach are verified. The comparative analysis of different calculation methods is conducted by employing the D-Wave’s direct quantum processing unit solvers and hybrid solvers via the Leap™ quantum cloud service. This paper explores the possibility of quantum-accelerated resilience restoration and enhancement from the HQC point of view.",,,,
SHEKHAWAT2024101919,article,Hema Shekhawat and Daya Sagar Gupta,Quantum-resistance blockchain-assisted certificateless data authentication and key exchange scheme for the smart grid metering infrastructure,Pervasive and Mobile Computing,,100,,101919,2024,1574-1192,,https://doi.org/10.1016/j.pmcj.2024.101919,https://www.sciencedirect.com/science/article/pii/S1574119224000452,"Lattice-based cryptography, Data-authentication, Key exchange, Smart-grid metering infrastructure (SGMI), Blockchain, Quantum-accessible ROM (QROM)","In the contemporary landscape of energy infrastructure, the “smart-grid metering infrastructure (SGMI)” emerges as a pivotal entity for efficiently monitoring and regulating electricity generation in response to client behavior. Within this context, SGMI addresses a spectrum of pertinent security and privacy concerns. This study systematically addresses the inherent research problems associated with SGMI and introduces a lattice-based blockchain-assisted certificateless data authentication and key exchange scheme. The primary aim of this scheme is to establish quantum resistance, conditional anonymity, dynamic participation, and the capacity for key updates and revocations, all of which are imperative facets for the robust implementation of mutual authentication within SGMI. Our scheme harnesses blockchain technology to mitigate the vulnerabilities associated with centralized administrative control, thus eliminating the risk of a single-point failure and distributed denial-of-service attacks. Furthermore, our proposed scheme is meticulously designed to accommodate the resource constraints of smart meters, characterized by lightweight operations. Rigorous formal security analysis is conducted within the framework of the quantum-accessible random oracle model, fortified by ’history-free reduction,’ substantiating its security credentials. Complementing this, simulation orchestration serves to underscore its superiority over existing methodologies, particularly in the realms of energy efficiency, data computation, communication, and the costs associated with private key storage.",,,,
