ID,ENTRYTYPE,title,author,year,journal,booktitle,doi,url,keywords,month,note,abstract,issn,address,publisher,series,location,numpages,pages,isbn,articleno,number,volume,issue_date,editor
10.1145/3638782.3638800,inproceedings,A low-cost configurable hash computing circuit for PQC algorithm,"Xi, Wentao and Wu, Xingjun and Zhang, Kai",2024,,Proceedings of the 2023 13th International Conference on Communication and Network Security,10.1145/3638782.3638800,https://doi.org/10.1145/3638782.3638800,"Dilithium, FPGA, Keccak, Kyber, post-quantum cryptography",,,"The development of quantum computers has introduced a significant threat to the security of traditional cryptographic algorithms. To address this challenge, post-quantum cryptographic algorithms (PQC) have been developed, offering robust resistance against attacks from quantum computers. The hash operation plays a critical role in many PQC algorithms based on lattice ciphers and represents a substantial resource-consuming component in algorithm implementations. In this paper, we propose a novel circuit structure for hash implementation in FPGA platform. Our design integrates the hash operations of Kyber and Dilithium by reusing a shared Keccak unit and achieves different hash operation modes through parameter configuration in the control unit. Furthermore, we introduce a novel pipeline structure that multiplexes two sets of pipeline registers with an unfolding factor of 1. This innovative approach significantly reduces hardware resource consumption while satisfying the performance requirements of the algorithm. The proposed architecture, implemented on the Kintex-7 FPGA, utilizes 7376 LUTs, 3059 FFs, and 4 DSPs. Compared to the existing state-of-the-art designs, our design reduces about 40.2% of LUT resources, and 14.1% of Flip Flops resources. Additionally, it achieves 391MHZ clock frequency and finishes Keccak operations in 0.123μs. As a result, our design offers a low-cost, configurable hash computing circuit architecture with relatively excellent performance.",,"New York, NY, USA",Association for Computing Machinery,ICCNS '23,"Fuzhou, China",5,112–116,9798400707964,,,,,
10.1145/3689933,proceedings,AutonomousCyber '24: Proceedings of the Workshop on Autonomous Cybersecurity,,2024,,,,,,,,"It is our great pleasure to welcome you to the inaugural edition of the 1st International Workshop on Autonomous Cybersecurity (AutonomousCyber 2024). As part of the 31st ACM Conference on Computer and Communications Security (ACM CCS 2024), this workshop provides an important platform for researchers, practitioners, and experts in the field of cybersecurity to discuss and explore the transformative potential of autonomous systems in safeguarding digital infrastructure.Autonomous cybersecurity represents a new frontier in cybersecurity technology, where systems independently detect, respond to, and neutralize threats without human intervention. These advancements mark a significant step forward, with implications for reducing human error, enhancing adaptability, and improving response times. AutonomousCyber 2024 brings together cutting-edge research in areas such as Machine Learning (ML), Reinforcement Learning (RL), and Quantum Machine Learning (QML), integrated with advanced automation techniques for tasks like automated patch management and incident response.",,"New York, NY, USA",Association for Computing Machinery,,"Salt Lake City, UT, USA",,,9798400712296,,,,,
10.1145/3715153,article,CHIRP: Compact and High-Performance FPGA Implementation of Unified Hardware Accelerators for Ring-Binary-LWE-based PQC,"Bao, Tianyou and He, Pengzhou and Fujimoto, Daisuke and Hayashi, Yuichi and Xie, Jiafeng",2025,ACM Trans. Reconfigurable Technol. Syst.,,10.1145/3715153,https://doi.org/10.1145/3715153,"CHIRP, field-programmable gate array (FPGA)-based designs, polynomial multiplication, PQC, RBLWE-ENC",March,,"Post-quantum cryptography (PQC) has drawn significant attention from the hardware design research community, especially on field-programmable gate array (FPGA) platforms. In line with this trend, in this article, we present a novel FPGA-based PQC design work (CHIRP), i.e., Compact and high-Performance FPGA implementation of unified accelerators for Ring-Binary-Learning-with-Errors (RBLWE)-based PQC, a promising lightweight PQC suited for related applications like Internet-of-Things. The proposed accelerators offer flexibility across the available two security levels, thus expanding their application potential. In total, we presented four distinct hardware accelerators tailored to different performance and resource requirements, ranging from resource-constrained devices to high-throughput applications. Our innovation encompasses three key efforts: (i) we derived four optimized algorithms for RBLWE-ENC’s unified operation (covering the available two security levels), allowing flexible switching of security sizes while boosting calculations; (ii) we then presented the four novel accelerators (CHIRP) targeting FPGA platforms, featuring dedicated hardware structures; (iii) we finally conducted a comprehensive evaluation to validate the efficiency of the proposed accelerators on various FPGA devices. Compared to the existing unified design, the proposed accelerator demonstrated up to 91.4% reduction in area-delay product (ADP) on the Straix-V device. Even when compared with the state-of-the-art single security designs, the proposed accelerator (best version) obtains much better resource usage and ADP performance while unified operation (flexibly switching between two security levels) is considered on both AMD-Xilinx and Intel devices. We anticipate the findings of this research will foster advancements in FPGA implementation techniques for lightweight PQC development.",1936-7406,"New York, NY, USA",Association for Computing Machinery,,,27,,,19,2,18,June 2025,
10.1145/3689939,proceedings,ASHES '24: Proceedings of the 2024 Workshop on Attacks and Solutions in Hardware Security,,2024,,,,,,,,"It is our great pleasure to welcome you to the Seventh Workshop on Attacks and Solutions in Hardware Security 2024 (ASHES 2024), a post-conference satellite workshop of the ACM Conference on Computer and Communications Security 2024 (CCS 2024).ASHES deals with all theoretical and practical aspects of hardware security and welcomes any contributions to this area. Besides being a mainstream platform for disseminating fundamental research, the workshop also encourages and promotes emerging and new ideas. This includes diverse topics such as physical attacks, secure hardware designs and implementations, lightweight secure systems, post-quantum security, as well as emerging topics at the intersection of nanotechnology and security, such as physical unclonable functions (PUFs). The workshop also puts a particular focus on recent applications like the internet of things, automotive security, smart homes, or pervasive and wearable computing. ASHES thereby aims at giving researchers and practitioners a unique opportunity to share their perspectives.",,"New York, NY, USA",Association for Computing Machinery,,"Salt Lake City, UT, USA",,,9798400712357,,,,,
10.1109/SCW63240.2024.00187,inproceedings,Impact of Varying BLAS Precision on DCMESH,"Piroozan, Nariman and Pennycook, S. John and Razakh, Taufeq Mohammed and Caday, Peter and Kumar, Nalini and Nakano, Aiichiro",2025,,"Proceedings of the SC '24 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis",10.1109/scw63240.2024.00187,https://doi.org/10.1109/SCW63240.2024.00187,"blas, cgemm, performance modeling, precision",,,"The limiting factor in the application of high-accuracy quantum molecular simulations to large systems has been the associated high computational costs in terms of both compute power and memory. In this paper we explore the use of various BLAS precision modes (BF16, TF32, and Complex_3M) in DCMESH (divide-and-conquer Maxwell-Ehrenfest-surface hopping), a framework utilized for the study of lightmatter interaction. On a single stack of the Intel® Data Center GPU Max Series 1550, we are able to achieve a speedup of 1.35x while retaining accuracy in key output parameters such as the number of excited electrons, current density, and kinetic energy. For large problem sizes, we observe speed-ups of up to 3.91x for individual BLAS calls. Switching between BLAS precision modes requires no source code changes (only environment variables), and so the approach we demonstrate here could be readily applied to other High Performance Computing (HPC) workloads that spend a significant amount of time in BLAS calls.",,,IEEE Press,SC-W '24,"Atlanta, GA, USA",13,1468–1480,9798350355543,,,,,
10.1145/3696208,article,Scabbard: An Exploratory Study on Hardware Aware Design Choices of Learning with Rounding-based Key Encapsulation Mechanisms,"Kundu, Suparna and Norga, Quinten and Karmakar, Angshuman and Gangopadhyay, Shreya and Bermudo Mera, Jose Maria and Verbauwhede, Ingrid",2024,ACM Trans. Embed. Comput. Syst.,,10.1145/3696208,https://doi.org/10.1145/3696208,"Post-quantum cryptography, lattice-based cryptography, learning with rounding, key-encapsulation mechanism, software implementations, AVX2, Cortex-M4, hardware implementations, FPGA",November,,"Recently, the construction of cryptographic schemes based on hard lattice problems has gained immense popularity. Apart from being quantum resistant, lattice-based cryptography allows a wide range of variations in the underlying hard problem. As cryptographic schemes can work in different environments under different operational constraints such as memory footprint, silicon area, efficiency, power requirement, and so on, such variations in the underlying hard problem are very useful for designers to construct different cryptographic schemes. In this work, we explore various design choices of lattice-based cryptography and their impact on performance in the real world. In particular, we propose a suite of key-encapsulation mechanisms based on the learning with rounding problem with a focus on improving different performance aspects of lattice-based cryptography. Our suite consists of three schemes. Our first scheme is Florete, which is designed for efficiency. The second scheme is Espada, which is aimed at improving parallelization, flexibility, and memory footprint. The last scheme is Sable, which can be considered an improved version in terms of key sizes and parameters of the Saber key-encapsulation mechanism, one of the finalists in the National Institute of Standards and Technology’s post-quantum standardization procedure. In this work, we have described our design rationale behind each scheme.Furthermore, to demonstrate the justification of our design decisions, we have provided software and hardware implementations. Our results show Florete is faster than most state-of-the-art KEMs on software platforms. For example, the key-generation algorithm of high-security version Florete outperforms the National Institute of Standards and Technology’s standard Kyber by 47%, the Federal Office for Information Security’s standard Frodo by 99%, and Saber by 57% on the ARM Cortex-M4 platform. Similarly, in hardware, Florete outperforms Frodo and NTRU Prime for all KEM operations. The scheme Espada requires less memory and area than the implementation of most state-of-the-art schemes. For example, the encapsulation algorithm of high-security version Espada uses 30% less stack memory than Kyber, 57% less stack memory than Frodo, and 67% less stack memory than Saber on the ARM Cortex-M4 platform. The implementations of Sable maintain a tradeoff between Florete and Espada regarding software performance and memory requirements. Sable outperforms Saber at least by 6% and Frodo by 99%. Through an efficient polynomial multiplier design, which exploits the small secret size, Sable outperforms most state-of-the-art KEMs, including Saber, Frodo, and NTRU Prime. The implementations of Sable that use number theoretic transform-based polynomial multiplication (SableNTT) surpass all the state-of-the-art schemes in performance, which are optimized for speed on the Cortext M4 platform. The performance benefit of SableNTT against Kyber lies in between 7-29%, 2-13% for Saber, and around 99% for Frodo.",1539-9087,"New York, NY, USA",Association for Computing Machinery,,,40,,,10,1,24,January 2025,
10.1109/DAC63849.2025.11132860,inproceedings,Quorum: Zero-Training Unsupervised Anomaly Detection Using Quantum Autoencoders,"Ludmir, Jason Zev and Rebello, Sophia and Ruiz, Jacob and Patel, Tirthak",2025,,Proceedings of the 62nd Annual ACM/IEEE Design Automation Conference,10.1109/DAC63849.2025.11132860,https://doi.org/10.1109/DAC63849.2025.11132860,,,,"Detecting mission-critical anomalous events and data is a crucial challenge across various industries, including finance, healthcare, and energy. Quantum computing has recently emerged as a powerful tool for tackling several machine learning tasks, but training quantum machine learning models remains challenging, particularly due to the difficulty of gradient calculation. The challenge is even greater for anomaly detection, where unsupervised learning methods are essential to ensure practical applicability. To address these issues, we propose Quorum, the first quantum anomaly detection framework designed for unsupervised learning that operates without requiring any training.",,,IEEE Press,DAC '25,"San Francisco, California, United States",7,,9798331503048,200,,,,
10.1145/3566097.3567927,inproceedings,Quantum Data Compression for Efficient Generation of Control Pulses,"Volya, Daniel and Mishra, Prabhat",2023,,Proceedings of the 28th Asia and South Pacific Design Automation Conference,10.1145/3566097.3567927,https://doi.org/10.1145/3566097.3567927,,,,"In order to physically realize a robust quantum gate, a specifically tailored laser pulse needs to be derived via strategies such as quantum optimal control. Unfortunately, such strategies face exponential complexity with quantum system size and become infeasible even for moderate-sized quantum circuits. In this paper, we propose an automated framework for effective utilization of these quantum resources. Specifically, this paper makes three important contributions. First, we utilize an effective combination of register compression and dimensionality reduction to reduce the area of a quantum circuit. Next, due to the properties of an autoencoder, the compressed gates produced are robust even in the presence of noise. Finally, our proposed compression reduces the computation time of quantum control. Experimental evaluation using popular quantum algorithms demonstrates that our proposed approach can enable efficient generation of noise-resilient control pulses while state-of-the-art fails to handle large-scale quantum systems.",,"New York, NY, USA",Association for Computing Machinery,ASPDAC '23,"Tokyo, Japan",6,216–221,9781450397834,,,,,
10.1145/3564246.3585164,inproceedings,Quantum Advantage from Any Non-local Game,"Kalai, Yael and Lombardi, Alex and Vaikuntanathan, Vinod and Yang, Lisa",2023,,Proceedings of the 55th Annual ACM Symposium on Theory of Computing,10.1145/3564246.3585164,https://doi.org/10.1145/3564246.3585164,"quantum homomorphic encryption, non-local games, cryptographic protocols, Quantum computational advantage",,,"We show a general method of compiling any k-prover non-local game into a single-prover (computationally sound) interactive game maintaining the same quantum completeness and classical soundness guarantees, up to a negligible additive factor in a security parameter. Our compiler uses any quantum homomorphic encryption scheme (Mahadev, FOCS 2018; Brakerski, CRYPTO 2018) satisfying a natural form of correctness with respect to auxiliary quantum input. The homomorphic encryption scheme is used as a cryptographic mechanism to simulate the effect of spatial separation, and is required to evaluate k−1 prover strategies out of k on encrypted queries. In conjunction with the rich literature on (entangled) multi-prover non-local games starting from the celebrated CHSH game (Clauser, Horne, Shimony and Holt, Physical Review Letters 1969), our compiler gives a broad and rich framework for constructing protocols that classically verify quantum advantage.",,"New York, NY, USA",Association for Computing Machinery,STOC 2023,"Orlando, FL, USA",12,1617–1628,9781450399135,,,,,
10.1145/3600160.3600188,inproceedings,Efficient Implementation of a Post-Quantum Anonymous Credential Protocol,"Blazy, Olivier and Chevalier, C\'{e}line and Renaut, Guillaume and Ricosset, Thomas and Sageloli, Eric and Senet, Hugo",2023,,"Proceedings of the 18th International Conference on Availability, Reliability and Security",10.1145/3600160.3600188,https://doi.org/10.1145/3600160.3600188,"anonymous credentials, efficient implementation, group signatures, lattice-based cryptography, post-quantum cryptography",,,"Authentication on the Internet usually has the drawback of leaking the identity of the users, or at least allowing to trace them from a server to another. Anonymous credentials overcome this issue, by allowing users to reveal the attributes necessary for the authentication, without revealing any other information (in particular not their identity). In this article, we provide a generic framework to construct anonymous credential schemes and use it to give a concrete construction of post-quantum (lattice-based) anonymous credential protocol. Our protocol thus allows for long-term security even when one considers the emergence of quantum computers able to break widely used traditional computational assumptions, such as RSA, the discrete logarithm or Diffie-Hellman. We also give a concrete implementation of our protocol, which is only one order of magnitude slower and bandwidth consuming than previous anonymous credentials that are not post-quantum.",,"New York, NY, USA",Association for Computing Machinery,ARES '23,"Benevento, Italy",11,,9798400707728,24,,,,
10.1145/3715961,article,A Compact and Parallel Swap-Based Shuffler Based on Butterfly Network and Its Complexity Against Side Channel Analysis,"Park, Jong-Yeon and Kim, Seonggyeom and Lee, Wonil and Kang, Bo Gyeong and Song, Il-Jong and Oh, Jaekeun and Sakurai, Kouichi",2025,ACM Trans. Embed. Comput. Syst.,,10.1145/3715961,https://doi.org/10.1145/3715961,"Post quantum cryptography, permutation, shuffling, benes network, parallel operation",February,,"A prominent countermeasure against side-channel attacks, the hiding countermeasure, typically involves shuffling operations using a permutation algorithm. This is especially crucial in the era of Post-quantum Cryptography, where computational characteristics of lattice and code-based cryptography heighten the need for robust defenses. In this context, securely and efficiently generating permutations is critical for an algorithm’s overall security and performance. Among the various approaches, the Fisher-Yates shuffle is widely adopted due to its security and ease of implementation. However, it is limited by a complexity of  (mathcal {O}(N))  due to its sequential nature. In response, we propose a time-area tradeoff swap algorithm,  (mathsf {FSS}) , that leverages a Butterfly Network structure, achieving only  (log (N))  depth,  (log (N)) work, and  (mathcal {O}(1))  operation time in parallel. Our analysis calculates the maximum gain an attacker can achieve through butterfly operations with  (log (N))  depth from a side-channel analysis perspective. Notably, we derive a generalized formula for the attack complexity of higher-order side-channel attacks for arbitrary input sizes, utilizing the fractal structure of the butterfly network. Moreover, our research demonstrates the efficiency and security of this permutation approach across different platforms. We include practical implementation results on ASIC as well as on CPU and GPU architectures, which underscore the algorithm’s performance advantages and robustness across diverse hardware environments. Through this exploration, we show that efficient and secure permutations can indeed be achieved with minimal randomness requirements.",1539-9087,"New York, NY, USA",Association for Computing Machinery,,,40,,,34,2,24,March 2025,
10.1145/3466752.3480044,inproceedings,JigSaw: Boosting Fidelity of NISQ Programs via Measurement Subsetting,"Das, Poulami and Tannu, Swamit and Qureshi, Moinuddin",2021,,MICRO-54: 54th Annual IEEE/ACM International Symposium on Microarchitecture,10.1145/3466752.3480044,https://doi.org/10.1145/3466752.3480044,"Quantum Computing, NISQ Computing, Error Mitigation",,,"Near-term quantum computers contain noisy devices, which makes it difficult to infer the correct answer even if a program is run for thousands of trials. On current machines, qubit measurements tend to be the most error-prone operations (with an average error-rate of 4%) and often limit the size of quantum programs that can be run reliably on these systems. As quantum programs create and manipulate correlated states, all the program qubits are measured in each trial and thus, the severity of measurement errors increases with the program size. The fidelity of quantum programs can be improved by reducing the number of measurement operations. We present JigSaw, a framework that reduces the impact of measurement errors by running a program in two modes. First, running the entire program and measuring all the qubits for half of the trials to produce a global (albeit noisy) histogram. Second, running additional copies of the program and measuring only a subset of qubits in each copy, for the remaining trials, to produce localized (higher fidelity) histograms over the measured qubits. JigSaw then employs a Bayesian post-processing step, whereby the histograms produced by the subset measurements are used to update the global histogram. Our evaluations using three different IBM quantum computers with 27 and 65 qubits show that JigSaw improves the success rate on average by 3.6x and up-to 8.4x. Our analysis shows that the storage and time complexity of JigSaw scales linearly with the number of qubits and trials, making JigSaw applicable to programs with hundreds of qubits.",,"New York, NY, USA",Association for Computing Machinery,MICRO '21,"Virtual Event, Greece",13,937–949,9781450385572,,,,,
10.1145/3567426,article,Agile Acceleration of Stateful Hash-based Signatures in Hardware,"Thoma, Jan Philipp and Hartlief, Darius and G\""{u}neysu, Tim",2024,ACM Trans. Embed. Comput. Syst.,,10.1145/3567426,https://doi.org/10.1145/3567426,"XMSS, LMS, hardware implementation, post-quantum cryptography",March,,"With the development of large-scale quantum computers, the current landscape of asymmetric cryptographic algorithms will change dramatically. Today’s standards like RSA, DSA, and ElGamal will no longer provide sufficient security against quantum attackers and need to be replaced with novel algorithms. In the face of these developments, NIST has already started a standardization process for new Key Encapsulation Mechanisms (KEMs) and Digital Signatures (DSs). Moreover, NIST has recommended the two stateful Hash-Based Signatures (HBSs) schemes XMSS and LMS for use in devices with a long expected lifetime and limited capabilities for maintenance. Both schemes are also standardized by the IETF. In this work, we present the first agile hardware implementation that supports both LMS and XMSS. Our design can instantiate either LMS, XMSS, or both schemes using a simple configuration setting. Leveraging the vast similarities of the two schemes, the hardware utilization of the agile design increases by 20% in LUTs and only 3% in Flip Flops (FFs) over a standalone XMSS implementation. Furthermore, our approach can easily be configured with an arbitrary number of hash cores and accelerators for the one-time signatures for different application scenarios. We evaluate our implementation on the Xilinx Artix-7 FPGA platform, which is the recommended target for PQC implementations by NIST. We explore potential tradeoffs in the design space and compare our results to previous work in this field.",1539-9087,"New York, NY, USA",Association for Computing Machinery,,,29,,,29,2,23,March 2024,
10.1145/3649329.3663503,inproceedings,Late Breaking Result: AQFP-aware Binary Neural Network Architecture Search,"Li, Zhengang and Shen, Xuan and Yuan, Geng and Zabihi, Masoud and Yamauchi, Tomoharu and Wang, Yanzhi and Chen, Olivia",2024,,Proceedings of the 61st ACM/IEEE Design Automation Conference,10.1145/3649329.3663503,https://doi.org/10.1145/3649329.3663503,,,,"Adiabatic Quantum-Flux-Parametron (AQFP) is a superconducting logic with extremely high energy efficiency. Recent research has made initial strides toward developing AQFP accelerator. However several critical challenges from both the hardware and software side remain, preventing the design from being a comprehensive solution. This paper proposes an AQFP-aware binary neural network architecture search framework that leverages software-hardware co-optimization to eventually search the AQFP-adapted neural network and the corresponding hardware configuration, providing a feasible AQFP-based solution for binary neural network (BNN) acceleration. Experimental results show that our framework consistently outperforms the representative AQFP-based framework.",,"New York, NY, USA",Association for Computing Machinery,DAC '24,"San Francisco, CA, USA",2,,9798400706011,354,,,,
10.1145/3573428.3573611,inproceedings,Preparation and Simulation of Quantum States of Matrices,"Liu, Zhengyu and Liu, Xiaonan and Xie, Haoshan and Zhao, Chenyan",2023,,Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,10.1145/3573428.3573611,https://doi.org/10.1145/3573428.3573611,,,,"A basic problem of quantum computing is how to effectively express classical data in quantum systems. This problem is called state preparation problem, and the process of preparing quantum states is called coding. In this paper, the classical data of matrix is transformed into quantum states in the form of amplitude coding and simulated. This paper first introduces the detailed process of matrix transformation into the linear combination of quantum ground state, then designs a quantum circuit model to realize amplitude coding according to the idea of binary tree model and quantum random walk algorithm, and finally simulates the three matrices on IBM quantum cloud platform, and analyzes and introduces many situations. The experimental results verify the feasibility of converting the matrix into quantum states by amplitude coding, analyze the causes of errors in the experimental process, and put forward the corresponding solutions. This paper introduces in detail the whole process of matrix conversion to quantum states and the construction of quantum circuits for simulation. Compared with the existing experiments, the quantum circuits constructed in this paper are shorter in length, less in number of quantum gates, and more versatile.",,"New York, NY, USA",Association for Computing Machinery,EITCE '22,"Xiamen, China",8,1013–1020,9781450397148,,,,,
10.1145/3689939.3695781,inproceedings,SANTA: A Spatial Accelerator Design for Efficient Number Theoretic Transform (NTT) on Heterogeneous System-on-Chips,"Ahmed, Fahim and Arafin, Md Tanvir",2024,,Proceedings of the 2024 Workshop on Attacks and Solutions in Hardware Security,10.1145/3689939.3695781,https://doi.org/10.1145/3689939.3695781,"lattice-based cryptography, number theoretic transform, spatial computing, versal asoc architecture",,,"Recent developments in lattice-based post-quantum cryptographic (PQC) algorithms are drawing attention to their implementation on low-power edge devices. Number theoretic transform (NTT) is the core mathematical operation of the lattice-based PQC algorithm. Hence, a power-efficient NTT accelerator is the fundamental building block of edge device-friendly PQC implementation. This paper presents SANTA, the world's first accelerator for NTT computation on AMD's Versal ® Adaptive System on Chip (ASoC), an edge-application-oriented spatial computation system. We leverage ASoC's single instruction multiple data (SIMD) feature in our proposed accelerator design by vectorizing the NTT computation to achieve speed gain. We further accelerate the NTT computation by utilizing the two-dimensional spatial computing architecture of the ASoC platform to distribute the workload for parallel processing. We also evaluate the runtime and power consumption of our proposed NTT accelerator on AMD's Versal VCK190 evaluation board. Our results show that edge deployable spatial accelerators can significantly improve performance over traditional CPUs. For 4096-point NTT, SANTA demonstrates 2.8\texttimes{} speed gain over the state-of-the-art CPU implementation. We have published this work's open-source codes at https://github.com/SPIRE-GMU/ACAP_NTT.",,"New York, NY, USA",Association for Computing Machinery,ASHES '24,"Salt Lake City, UT, USA",9,2–10,9798400712357,,,,,
10.1145/3573428.3573520,inproceedings,Circuit Simulation and Optimization of Quantum Search Algorithm,"Liu, Xiaonan and Zhao, Chenyan and Xie, Haoshan and Liu, Zhengyu",2023,,Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,10.1145/3573428.3573520,https://doi.org/10.1145/3573428.3573520,,,,"At present, the scale of quantum computers in the real sense is still small, and quantum simulation has become one of the important ways of quantum theory research, grover quantum search algorithm is suitable for the search problem of disordered database. Firstly, according to the implementation principle of Grover algorithm and Boolean logic relationship, the design idea of multi-objective Oracle is analyzed, based on IBMQ quantum cloud platform, the quantum circuit of Grover algorithm with multi-objective items is simulated. Based on the characteristics of Grover algorithm and the simulation process of quantum gate, the action of multiple identical quantum gates is combined to reduce the update times of probability amplitude and improve the simulation efficiency. The libquantum quantum simulator is used for experiments and the target item is successfully searched, which proves the feasibility of the optimization method and provides reference for the simulation and optimization of other quantum algorithms.",,"New York, NY, USA",Association for Computing Machinery,EITCE '22,"Xiamen, China",5,528–532,9781450397148,,,,,
10.1145/3663531.3664754,inproceedings,A Conceptual Framework for Quantum Integration Challenges in 6G Technology,"Rafi, Saima and Akbar, Muhammad Azeem and Mahmood, Sajjad",2024,,Proceedings of the 1st ACM International Workshop on Quantum Software Engineering: The Next Evolution,10.1145/3663531.3664754,https://doi.org/10.1145/3663531.3664754,"6G, Quantum computing, challenges, conceptual framework",,,"This study investigates the challenges associated with the implementation of quantum computing (QC) in the context of 6G technology. It builds upon prior research to explore the pivotal role QC plays in shaping the future landscape of telecommunications. Through an in-depth analysis, we identify and examine key application areas of QC within the realm of 6G, drawing insights from existing literature. By dissecting these challenges, our research aims to enhance understanding of the effective integration of QC into 6G networks, offering valuable insights for both industry practitioners and academic scholars. Ultimately, this study underscores the transformative potential of QC within the framework of 6G technology and lays a foundation for further exploration in this rapidly evolving field.",,"New York, NY, USA",Association for Computing Machinery,QSE-NE 2024,"Porto de Galinhas, Brazil",8,19–26,9798400706738,,,,,
10.1145/3549524,article,Sampling-based Sublinear Low-rank Matrix Arithmetic Framework for Dequantizing Quantum Machine Learning,"Chia, Nai-Hui and Gily\'{e}n, Andr\'{a}s Pal and Li, Tongyang and Lin, Han-Hsuan and Tang, Ewin and Wang, Chunhao",2022,J. ACM,,10.1145/3549524,https://doi.org/10.1145/3549524,"Quantum-inspired classical algorithms, theoretical machine learning, quantum computing, sublinear algorithms",October,,"We present an algorithmic framework for quantum-inspired classical algorithms on close-to-low-rank matrices, generalizing the series of results started by Tang’s breakthrough quantum-inspired algorithm for recommendation systems [STOC’19]. Motivated by quantum linear algebra algorithms and the quantum singular value transformation (SVT) framework of Gily\'{e}n et al. [STOC’19], we develop classical algorithms for SVT that run in time independent of input dimension, under suitable quantum-inspired sampling assumptions. Our results give compelling evidence that in the corresponding QRAM data structure input model, quantum SVT does not yield exponential quantum speedups. Since the quantum SVT framework generalizes essentially all known techniques for quantum linear algebra, our results, combined with sampling lemmas from previous work, suffice to generalize all prior results about dequantizing quantum machine learning algorithms. In particular, our classical SVT framework recovers and often improves the dequantization results on recommendation systems, principal component analysis, supervised clustering, support vector machines, low-rank regression, and semidefinite program solving. We also give additional dequantization results on low-rank Hamiltonian simulation and discriminant analysis. Our improvements come from identifying the key feature of the quantum-inspired input model that is at the core of all prior quantum-inspired results: ℓ2-norm sampling can approximate matrix products in time independent of their dimension. We reduce all our main results to this fact, making our exposition concise, self-contained, and intuitive.",0004-5411,"New York, NY, USA",Association for Computing Machinery,,,72,,,33,5,69,October 2022,
10.1145/3689043,article,"Shifting Ambiguity, Collapsing Indeterminacy: Designing with Data as Baradian Apparatus","Reed, Courtney N. and Benito, Adan L. and Caspe, Franco and McPherson, Andrew P.",2024,ACM Trans. Comput.-Hum. Interact.,,10.1145/3689043,https://doi.org/10.1145/3689043,"ambiguity, research through design, agential realism, entanglement, mapping, digital musical instruments",December,,"This article examines how digital systems designers distil the messiness and ambiguity of the world into concrete data that can be processed by computing systems. Using Karen Barad's agential realism as a guide, we explore how data is fundamentally entangled with the tools and theories of its measurement. We examine data-enabled artefacts acting as Baradian apparatuses: they do not exist independently of the phenomenon they seek to measure but rather collect and co-produce observations from within their entangled state: the phenomenon and the apparatus co-constitute one another. Connecting Barad's quantum view of indeterminacy to the prevailing HCI discourse on the opportunities and challenges of ambiguity, we suggest that the very act of trying to stabilise a conceptual interpretation of data within an artefact has the paradoxical effect of amplifying and shifting ambiguity in interaction. We illustrate these ideas through three case studies from our own practices of designing digital musical instruments (DMIs). DMIs necessarily encode symbolic and music-theoretical knowledge as part of their internal operation, even as conceptual knowledge is not their intended outcome. In each case, we explore the nature of the apparatus, what phenomena it co-produces, and where the ambiguity lies to suggest approaches for design using these abstract theoretical frameworks.",1073-0516,"New York, NY, USA",Association for Computing Machinery,,,41,,,73,6,31,December 2024,
10.1145/3596203,article,The Sound of Swarm. Auditory Description of Swarm Robotic Movements,"Mannone, Maria and Seidita, Valeria and Chella, Antonio",2023,J. Hum.-Robot Interact.,,10.1145/3596203,https://doi.org/10.1145/3596203,"Sonification, musical spaces, robotic spaces, quantum computing, nature-inspired swarms",December,,"Movements of robots in a swarm can be mapped to sounds, highlighting the group behavior through the coordinated and simultaneous variations of musical parameters across time. The vice versa is also possible: Sound parameters can be mapped to robotic motion parameters, giving instructions through sound. In this article, we first develop a theoretical framework to relate musical parameters such as pitch, timbre, loudness, and articulation (for each time) with robotic parameters such as position, identity, motor status, and sensor status. We propose a definition of musical spaces as Hilbert spaces and musical paths between parameters as elements of bigroupoids, generalizing existing conceptions of musical spaces. The use of Hilbert spaces allows us to build up quantum representations of musical states, inheriting quantum computing resources, already used for robotic swarms. We present the theoretical framework and then some case studies as toy examples. In particular, we discuss a 2D video and matrix simulation with two robo-caterpillars; a 2D simulation of 10 robo-ants with Webots; a 3D simulation of three robo-fish in an underwater search-and-rescue mission.",,"New York, NY, USA",Association for Computing Machinery,,,27,,,53,4,12,December 2023,
