"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Chip Architecture for AI - A Comprehensive Survey of Design Principles, Technologies, and Implementations","V. Shankar",The University of Texas at Dallas,"2024 2nd International Conference on Signal Processing, Communication, Power and Embedded System (SCOPES)","16 May 2025","2024","","","1","6","This paper presents a comprehensive survey of hardware architectures and deployment platforms for artificial intelligence (AI) workloads. The rapid advancement of AI technologies has led to the development of specialized hardware accelerators, cloud-based services, and edge computing devices tailored for AI and machine learning (ML) tasks. We discuss a wide range of hardware architectures, including GPUs, TPUs, CPUs, ASICs, FPGAs, hybrid chips, neuromorphic computing, quantum computing, and high-performance computing (HPC) clusters. For each architecture, we explore its design principles, advantages, disadvantages, and suitability for different AI applications. Additionally, we analyze deployment platforms such as dedicated AI processors, cloud AI services, and edge AI devices, discussing their features, benefits, and considerations for adoption. By providing insights into the diverse landscape of AI hardware architectures and deployment platforms, this survey aims to assist researchers, practitioners, and decision-makers in selecting the most appropriate hardware solutions for their AI projects and applications.","","979-8-3315-0645-2","10.1109/SCOPES64467.2024.10991015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10991015","Chip architecture;AI hardware;performance metrics;optimization techniques;computational efficiency","Surveys;Technological innovation;Neuromorphic engineering;Scalability;Computer architecture;Hardware;Stability analysis;Stakeholders;Artificial intelligence;Field programmable gate arrays","","1","","32","IEEE","16 May 2025","19-21 Dec. 2024","19-21 Dec. 2024","IEEE","IEEE Conferences"
"A Secure and Privacy-Preserving Framework for Real-Time Data Streams in Telemedicine","M. Lakshmanan","Independent researcher, USA","2025 8th International Conference on Circuit, Power & Computing Technologies (ICCPCT)","9 Oct 2025","2025","","","1065","1071","The increasing reliance on telemedicine for realtime healthcare services necessitates robust security and privacy-preserving mechanisms to protect sensitive patient data. This study proposes a multi-layered security framework integrating Attribute-Based Homomorphic Encryption (ABHE), Secure Multi-Party Computation (SMPC), Blockchain Smart Contracts, and Quantum-Resistant Cryptography to ensure secure encrypted computations, decentralized access control, and long-term data protection. ABHE enables better access control and privacy-preserving computations, while SMPC facilitates secure collaborative analytics among multiple healthcare providers without revealing individual inputs. Blockchain-based smart contracts autonomously manage access permissions, ensuring tamper-proof audit. Additionally, quantum-resistant cryptographic techniques safeguard encrypted data against emerging quantum threats, further enhancing the framework’s security. Encryption performance is assessed based on encryption speed, security strength, and tamper detection accuracy, achieving 99.8% tamper detection accuracy for 200 KB data size while maintaining an encryption speed of $2.76 \mathrm{~KB} / \mathrm{ms}$. The SMPC execution analysis evaluates computation time, threshold decryption time, and unauthorized access prevention, demonstrating 99.8% accuracy in secure computations with an increase in processing time as more participants are involved. Blockchain performance is measured through transaction latency, audit log integrity, and storage efficiency, showing 100% audit log integrity and execution latency below 120 ms, ensuring real-time access control enforcement. The results confirm that the proposed privacypreserving security framework achieves an optimal balance between encryption efficiency, data integrity, and access control scalability for real-time telemedicine applications. By integrating advanced encryption, blockchain, and quantumresistant techniques, this study offers a comprehensive and future-proof solution for secure and privacy preserving healthcare data streams, ensuring suitability for large-scale adoption in privacy-sensitive medical application.","","979-8-3315-4317-4","10.1109/ICCPCT65132.2025.11176779","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11176779","Attribute-Based Homomorphic Encryption;Secure Multi-Party Computation;Blockchain Smart Contracts;Quantum-Resistant Cryptography;Telemedicine services","Access control;Accuracy;Quantum computing;Telemedicine;Scalability;Smart contracts;Medical services;Real-time systems;Multi-party computation;Blockchains","","","","17","IEEE","9 Oct 2025","7-8 Aug. 2025","7-8 Aug. 2025","IEEE","IEEE Conferences"
"SPARC-1: A joint US/Sweden multi-mission modular nanosatellite platform","J. Lyke; K. Ziegler; E. Bernhardsdotter; J. Freden; C. Ouch; L. C. Andersson; S. Lindström; M. Nylund; R. Lindegren; D. Skaborn; P. Selin; H. Lofgren","Air Force Research Laboratory, Kirtland AFB, NM; Air Force Research Laboratory, Kirtland AFB, NM; Swedish Defence Materiel Administration, Stockholm, Sweden; Swedish Defence Materiel Administration, Stockholm, Sweden; COSMIAC University of New Mexico, Albuquerque, NM; Swedish Defence Research Agency, Stockholm, Sweden; Swedish Defence Research Agency, Stockholm, Sweden; Swedish Defence Research Agency, Stockholm, Sweden; AAC Microtec, Uppsala, Sweden; AAC Microtec, Uppsala, Sweden; AAC Microtec, Uppsala, Sweden; AAC Microtec, Uppsala, Sweden",2016 IEEE Aerospace Conference,"30 Jun 2016","2016","","","1","16","A 6U-format Space Plug-and-play Architecture (SPA) Research Cubesat (SPARC) is being developed as a joint program between the US and Sweden to explore the potential of modular, miniature avionics to empower spacecraft with for useful military applications. SPARC-1 is intended to represent a step towards rapidly composable and service oriented spacecraft networks. Consistent with the plug-and-play model of the personal computer, the aspiration of the SPARC series (and the broader umbrella of research being done between the US and Sweden in the Nanosatellite And Plug-and-play Architecture or “NAPA” program) is to pioneer a methodology for creating mission capable 6U spacecraft. The methodology involves interchangeable blackbox (selfdescribing) components, software (middleware and applications), advanced push-button tools supporting accelerated design flows, and elements of ground systems architecture capable of working fluidly with networks of potentially hundreds of these platforms. The NAPA agreement is studying a variety of mission concepts that lend themselves to a “painlessly scalable” paradigm in which small numbers of platforms (as few as one) can achieve a useful “quantum” of some mission performance but are improved as quantities are increased. In this view, inspired by statistical mechanics concepts such as percolation and random networks, we believe it will be possible to make missions that are robust (tolerant to occasional dropouts of multiple platforms) and useful. In the agreement, the US/Sweden collaborative team will be studying concepts as diverse as mesh communication networks, synthetic aperture radar, combat search and rescue, blue force tracking, space situation awareness, and potentially other militarily relevant roles. This agreement will also examine the “kinetics” of rapid mission formation, following earlier studies of plug-and-play satellites. In this paper, we review the NAPA program and the supporting technologies under development, emphasizing the first experimental satellite that embodies a number of these key concepts.","","978-1-4673-7676-1","10.1109/AERO.2016.7500828","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7500828","","Space vehicles;Computer architecture;Collaboration;Substrates;Aerospace electronics;Software;Standards","","4","","37","IEEE","30 Jun 2016","5-12 March 2016","5-12 March 2016","IEEE","IEEE Conferences"
"SUNET: Framework, Security, and Privacy","Z. Xie; L. Wang; H. Wu; X. Zhang; L. Wang; H. Yang","School of Cyber Science and Engineering, Southeast University, Nanjing, China; School of Cyber Science and Engineering, Southeast University, Nanjing, China; Software Engineering Institute (Shanghai Key Laboratory of Trustworthy Computing), East China Normal University, Shanghai, China; School of Cyber Science and Engineering, Southeast University, Nanjing, China; School of Cyber Science and Engineering, Southeast University, Nanjing, China; Engineering Research Center of BASAM Ministry of Education, Southeast University, Nanjing, China",2024 International Conference on Satellite Internet (SAT-NET),"21 Jan 2025","2024","","","30","36","SUNet (Satellite-assisted Unmanned-system Network) integrates satellite communication technology, unmanned equipment systems, and ground support facilities. Compared to traditional network system, SUNet has the advantages of flexible deployment and wide communication range. SUNet with cloud services (SUNET) breaks the limitation of satellites processing large-scale data, and integrates a large scope of computing and storage resources in a system. However, SUNET also poses more serious security risks than traditional networks for two reasons: i) the unique network framework, such as highly dynamic topology, unfixed network access points and decentralized control, of SUNET increases security risks, and ii) the rising probability of existing neighbor nodes with quantum computing. This paper firstly introduces the term SUNET from definition and compares SUNET with several related network frameworks. Then we anaylze the security risks, such as untrust between nodes, unauthorized access and quantum computing attack, faced by SUNET. Meanwhile, we illustrate the security requirements and the corresponding solutions, such as authentication, fine-grained authorization and quantum security, in SUNET. Finally, we discuss the security countermeasures and point out the potential future research directions.","","979-8-3503-7517-6","10.1109/SAT-NET62854.2024.00014","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10844255","Satellite-assisted Unmanned-system Networks;Quantum Security;Zero Trust Architecture","Privacy;Satellites;Quantum computing;Network topology;Vehicular ad hoc networks;Computer architecture;Topology;Security;Satellite communications;Network systems","","2","","30","IEEE","21 Jan 2025","25-27 Oct. 2024","25-27 Oct. 2024","IEEE","IEEE Conferences"
"Hybrid Classical-Quantum Neural Network for Distributed Denial of Service Attacks Detection","A. Alomari; S. A. P. Kumar","Department of Computer Science, Cleveland State University, Cleveland, OH, U.S.A.; Department of Computer Science, Cleveland State University, Cleveland, OH, U.S.A.",2025 IEEE 7th International Conference on Cognitive Machine Intelligence (CogMI),"9 Mar 2026","2025","","","309","316","Distributed Denial of Service (d) attacks pose a significant threat to the security of networking systems, as they can cause widespread disruption and even bring down entire distributed systems platforms. In this paper, we propose a Hybrid Classical-Quantum Neural Network (HCQNN) that leverages the principles of quantum computing to detect DDoS attacks. The proposed HCQNN follows a cognitive-inspired design by integrating classical learning for high-level feature abstraction with quantum layers for capturing complex inter-feature correlations, enabling adaptive and intelligent cyber-attack detection. To evaluate the performance of the proposed HCQNN, we conducted simulations using the Pennylane platform and the results demonstrate that the HCQNN outperforms classical Neural Networks (NN) in detecting DDoS attacks. Specifically, the HCQNN achieves a detection accuracy of 99.6%, indicating its effectiveness as a highly accurate and efficient method for detecting DDoS attacks.","","979-8-3315-9205-9","10.1109/CogMI67134.2025.00042","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11417020","HCQNN;VQC;Qubit;Entanglement;DDoS","Accuracy;Quantum entanglement;Qubit;Artificial neural networks;Quantum state;Denial-of-service attack;Feature extraction;Reliability;Machine intelligence;Cyberattack","","","","34","IEEE","9 Mar 2026","12-14 Nov. 2025","12-14 Nov. 2025","IEEE","IEEE Conferences"
"An IP DiffServ framework for real-time video transmission","M. Chen; Gang Wei; Xiaosong Zhu","Department of Electronic and Communication Engineering, South China University of Technology, China; Department of Electronic and Communication Engineering, South China University of Technology, China; Department of Electronic and Communication Engineering, South China University of Technology, China","International Conference on Communication Technology Proceedings, 2003. ICCT 2003.","9 Jul 2003","2003","2","","1723","1726 vol.2","This paper presents an improved IP differentiated services (DiffServ) framework, which is suitable for real-time video transmission. Especially, we investigate MPEG-4 video transmission. Based on the feature of MPEG-4 flow and the extent of network congestion, implements a new DiffServe marking algorithm. In the border router, we propose a new scheduling algorithm, called the bit-based weight time slot compensate (BWSC) scheduling algorithm, which dynamically adjusts the weighted quantum of service. Under the condition that network bandwidth can't guarantee the demand of MPEG-4 real-time transmission, the PSNR comparison of restored MPEG-4 video frame sequence verifies our method has much better performance that best-effort network. End-to-end delay and delay jitter also meet the real-time transmission demand in the improved DiffServe network.","","7-5635-0686-1","10.1109/ICCT.2003.1209860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1209860","","Diffserv networks;Scheduling algorithm;MPEG 4 Standard;Bandwidth;Telecommunication traffic;Streaming media;Round robin;Jitter;Traffic control;Delay","","3","","8","","9 Jul 2003","9-11 April 2003","9-11 April 2003","IEEE","IEEE Conferences"
"Quantum-based Offloading Strategy for Intelligent Vehicle Network","M. S. Mekala; H. Zhang; J. H. Park; H. -Y. Jung","Information Communication Engineering & RLRC for Autonomous Vehicle arts and Materials Innovation, Yeugnam University, Korea; Institute of Artificial Intelligence and Robotics, Xi'an Jiaotong University, China; Department of Electrical Engineering, Yeungnam University, Gyeongsan, Korea; Information Communication Engineering, Yeugnam University, Gyeongsan, Korea",2023 IEEE 20th Consumer Communications & Networking Conference (CCNC),"17 Mar 2023","2023","","","987","988","Role of RSUs become essential in enhancing the service reliability rate of the end vehicle to strengthen autonomous vehicle technology. Computation-intensive services are delay-sensitive, and most existing methodsattempted comprehensively to meet the application deadline but have not reached the expectations due to classical computing. In this regard, we design a novel offloading decision-making method based on quantum theory through reinforcement learning. Grover's algorithm is employed to select a feasible device based on cost and energy usage probability ratio. Theoretical and mathematical validations and simulation outcomes confine the impact of novel decision-making methods on the statistical constraints of the heterogeneous framework.","2331-9860","978-1-6654-9734-3","10.1109/CCNC51644.2023.10059954","National Research Foundation of Korea (NRF); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10059954","Edge computing;RSU consolidation;resource-weight factor;Service offloading policy;Q-learning","Costs;Decision making;Qubit;Quantum mechanics;Reinforcement learning;Reliability theory;Probability","","1","","7","IEEE","17 Mar 2023","8-11 Jan. 2023","8-11 Jan. 2023","IEEE","IEEE Conferences"
"QST-Fed: Quantum-Secure Spatiotemporal Federated Learning for Cross-Region 5G Traffic Forecasting","J. Ma; Y. Shang; T. Liu; N. Hu; L. Xia; Y. Shang","Department of Wireless and Device Technology Research, China Mobile Research Institute, Beijing, China; Department of Wireless and Device Technology Research, China Mobile Research Institute, Beijing, China; Department of Wireless and Device Technology Research, China Mobile Research Institute, Beijing, China; Department of Wireless and Device Technology Research, China Mobile Research Institute, Beijing, China; University of Chinese Academy of Social Sciences, Beijing, China; Department of Civil and Environmental Engineering, The Hong Kong University of Science and Technology, Hong Kong, China",IEEE Transactions on Consumer Electronics,"","2026","PP","99","1","1","Accurate cross-regional 5G traffic forecasting is critical for network operations but is hampered by data silos and privacy vulnerabilities of conventional federated learning (FL). Moreover, existing models struggle to effectively capture the complex spatiotemporal dependencies in base station traffic (BST). To address these challenges, this paper proposes QST-Fed, a Quantum-Secure Spatiotemporal FL framework. We design a hybrid spatiotemporal model at client level: a 1D-convolutional neural network captures local temporal patterns, a service-aware encoding informed by Prophet-decomposed periodicity adapts to daily traffic cycles, and a multi-dimensional graph convolutional network models complex spatial correlations by fusing geographic proximity, regional type, and traffic similarity. For privacy preservation, the framework integrates quantum key distribution(QKD) to establish one-time pad keys between the server and clients, enabling block-level encryption of model parameters to achieve information-theoretic security—a solution that eliminates the three key pain points of accuracy loss, prohibitive computational overhead and scalability bottlenecks in large-scale 5G scenarios, compared with traditional privacy-enhancing technologies. Experiments on real-world multi-region 5G dataset demonstrate that QST-Fed significantly outperforms baseline models in short, medium, and long-term forecasting tasks. Furthermore, with INT8 model quantization, the framework improves quantum encryption/decryption efficiency by over 3-fold and reduces model storage and bandwidth requirements by 75%, all with negligible loss in prediction accuracy.","1558-4127","","10.1109/TCE.2026.3669043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11417209","5G forecasting;graph convolution network;federated learning;quantum key distribution;model quantization","Base stations;Forecasting;Computational modeling;Accuracy;5G mobile communication;Predictive models;Biological system modeling;Spatiotemporal phenomena;Servers;Privacy","","","","","IEEE","27 Feb 2026","","","IEEE","IEEE Early Access Articles"
"Holographic Display in Consumer Electronics for Detecting Abnormal IoT Devices Using a Lightweight Security Model","S. Aanjankumar; M. Sathyamoorthy; R. K. Dhanaraj; S. Poonkuntran; F. Khan; M. T. Quasim; S. Basheer","School of Computing Science and Engineering, VIT Bhopal University, Sehore, India; Department of Information Technology, KPR Institute of Engineering and Technology, Coimbatore, India; Symbiosis Institute of Computer Studies and Research, Symbiosis International (Deemed University), Pune, India; School of Computing Science and Engineering, VIT Bhopal University, Sehore, India; Center for Information and Communication Sciences, Ball State University, Muncie, IN, USA; Department of Computer Science and Artificial Intelligence, College of Computing and Information Technology, University of Bisha, Bisha, Saudi Arabia; Department of Information Systems, College of Computer and Information Science, Princess Nourah bint Abdulrahman University, P.O. Box, 84428, Riyadh, Saudi Arabia",IEEE Transactions on Consumer Electronics,"18 Aug 2025","2025","71","2","5241","5248","IoT (Internet of Things) devices are becoming more popular because they can be connected to mobile phones and communicate with various types of devices (e.g., smart homes, automation, and monitoring applications), which provides a high-quality service with the flexibility of performing operations from anywhere at any time. This research proposes a holographic display in consumer electronics to provide a more interactive experience for the user by providing significant security and privacy framework to the IoT devices which are prone to vulnerabilities. A simple Post-Quantum Cryptography Algorithm (PQCA) is used in this study to find flaws in a quantum lattice that is based on a 3x3 matrix in pre-processing. Also, an edge-based anomaly detection framework is created to work with consumer devices to show holographic data streams and IoT device activity in real time for devices with limited resources and less computational overhead than traditional machine learning models. The suggested method conducts testing on a set of unsupervised IoT devices, which contain data and metrics on user behaviour. The dataset contains 8000 service requests in an IoT environment. It finds security anomalies in 70% of the cases in training phases and 30% of the cases in testing phases, respectively. The proposed system detects vulnerable IoT devices by projecting them in a holographic projection graph, which in turn enhances privacy. The test results showed that the minimum encryption time overhead is 0.00085, and the accuracy achieved is about 97.44%.","1558-4127","","10.1109/TCE.2025.3572008","Princess Nourah bint Abdulrahman University Researchers Supporting Project, Princess Nourah bint Abdulrahman University, Riyadh, Saudi Arabia(grant numbers:PNURSP2025R195); Deanship of Graduate Studies and Scientific Research at the University of Bisha through the Fast-Track Research Support Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11008447","Consumer electronics;lightweight post-quantum cryptography;holographic display;lightweight security model;Internet of Things (IoT)","Internet of Things;Security;Biological system modeling;Ecosystems;Three-dimensional displays;Privacy;Consumer electronics;Computational modeling;Monitoring;Encryption","","6","","30","IEEE","20 May 2025","May 2025","","IEEE","IEEE Journals"
"A Virtual Service Placement Approach Based on Improved Quantum Genetic Algorithm","G. Xiong; Y. -X. Hu; L. Tian; J. -L. Lan; J. -F. Li; Q. Zhou","National Digital Switching System Engineering & Technological Research Center, Zhengzhou, China; National Digital Switching System Engineering & Technological Research Center, Zhengzhou, China; Department of Mathematics and Computer Science, University of Antwerp, Antwerp, Belgium; National Digital Switching System Engineering & Technological Research Center, Zhengzhou, China; National Digital Switching System Engineering & Technological Research Center, Zhengzhou, China; National Digital Switching System Engineering & Technological Research Center, Zhengzhou, China",Frontiers of Information Technology & Electronic Engineering,"16 Dec 2025","2016","17","7","661","671","Despite the critical role that middleboxes play in introducing new network functionality, management and innovation of them are still severe challenges for network operators, since traditional middleboxes based on hardware lack service flexibility and scalability. Recently, though new networking technologies, such as network function virtualization (NFV) and software-defined networking (SDN), are considered as very promising drivers to design cost-efficient middlebox service architectures, how to guarantee transmission efficiency has drawn little attention under the condition of adding virtual service process for traffic. Therefore, we focus on the service deployment problem to reduce the transport delay in the network with a combination of NFV and SDN. First, a framework is designed for service placement decision, and an integer linear programming model is proposed to resolve the service placement and minimize the network transport delay. Then a heuristic solution is designed based on the improved quantum genetic algorithm. Experimental results show that our proposed method can calculate automatically the optimal placement schemes. Our scheme can achieve lower overall transport delay for a network compared with other schemes and reduce 30% of the average traffic transport delay compared with the random placement scheme.","2095-9230","","10.1631/FITEE.1500494","National Natural Science Foundation of China(grant numbers:61309019,61372121,61572519,61502530); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11288752","Software-defined networking (SDN);Network function virtualization;Quantum genetic algorithm;Middlebox","Technological innovation;Network topology;Scalability;Integer linear programming;Middleboxes;Delays;Network function virtualization;Software defined networking;Research and development;Genetic algorithms","","3","","36","","16 Dec 2025","July 2016","","ZUP","ZUP Journals"
"A Performance Evaluation Framework for New Generation of Service Replication Schemes","N. Banerji; B. Choudhury; S. Choudhury","Department of Computer Science and Engineering, National Institute of Technology, Durgapur, India; Department of Computer Science and Engineering, National Institute of Technology, Durgapur, India; Department of Computer Science and Engineering, National Institute of Technology, Durgapur, India",2019 11th International Conference on Communication Systems & Networks (COMSNETS),"13 May 2019","2019","","","336","343","In service oriented computing, the service replication strategies have to adapt with continuously changing service usage patterns and underlying networked-computing scenarios. As a result, various replication strategies such as proactive replication, context-aware replication and various combinations of both have been proposed. However, a generalized framework for performance evaluation of different strategies and quantifying their relative merits, under various service consumption patterns and network scenarios, is not yet available. In this work, we identify a set of important performance parameters that determine the overall efficiency of a strategy and develop a stochastic model for evaluation of those parameters under specified Quality of Service(QoS) constraints. Simple expressions for service drop rate, throughput, response-time and system-wide resource utilization for reactive and proactive replication strategies have been derived that can successfully capture the impacts of both physical and functional context-awareness. Moreover, the quantum of advantage derived from each individual components of a replication scheme can be quantified. Smart-City IoT scenario has been considered as a test-case and results show that a proactive context-aware scheme can offer significant performance gain in terms of most of the crucial performance metrics. The model can offer initial guideline for designing replication strategies in complex network configurations and service usage patterns.","2155-2509","978-1-5386-7902-9","10.1109/COMSNETS.2019.8711447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8711447","","Resource management;Time factors;Performance evaluation;Quality of experience;Optimization;Message passing","","3","","15","IEEE","13 May 2019","7-11 Jan. 2019","7-11 Jan. 2019","IEEE","IEEE Conferences"
"Quantum Reinforcement Learning for Joint Control, Communication, and Computing in Stabilized Reusable Space Rocket","G. S. Kim; J. Chung; S. Jung; S. Park; J. Kim","Korea University, Seoul, South Korea; Korea University, Seoul, South Korea; Ajou University, Suwon, South Korea; Sookmyung Women's University, Seoul, South Korea; Korea University, Seoul, South Korea",IEEE Transactions on Aerospace and Electronic Systems,"9 Mar 2026","2026","62","","3838","3863","Reusable rockets have emerged as a pivotal technology for cost reduction and efficiency improvement in the space industry. Joint control, communication, and computing technologies must be considered for the mission performance of these reusable rockets. This article introduces a quantum reinforcement learning (RL) for the joint control, communication, and computing (QRL-C3) algorithm designed for quantum reusable rockets. The QRL-C3 aims to solve the issue of diminished training performance in high-dimensional states and action spaces prevalent in conventional RL. Leveraging quantum neural networks with superposition and entanglement, QRL-C3 enhances information representation and processing. The framework integrates a 1) robust quantum control system for precise reentry and landing; 2) a quantum multiagent RL-based scheduler for seamless communication with multiple ground stations for enabling Internet-of-Things services; and 3) energy-efficient computing algorithms considering queue backlog for optimal image processing and transmission power management. These components synergistically improve mission performance and rocket reusability. Experimental validation using SpaceX's Falcon 9 model demonstrates that QRL-C3 outperforms conventional RL approaches, achieving higher training efficiency. This study is the first to integrate control, communication, and computing systems in reusable rockets through quantum artificial intelligence (QAI), paving the way for future advancements in QAI-based space technologies.","1557-9603","","10.1109/TAES.2025.3648981","Ministry of Science and ICT, South Korea; Information Technology Research Center(grant numbers:IITP-2026-RS-2024-00436887); Institute for Information & Communications Technology Planning & Evaluation; IITP grant; Ministry of Science and ICT, South Korea(grant numbers:RS-2024-00439803); National Research Foundation of Korea(grant numbers:RS-2025-00561377); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11316405","Joint control/communication/computing algorithms;quantum reinforcement learning (QRL);reusable rocket","Rockets;Reinforcement learning;Quantum computing;Training;Space vehicles;Robust control;Costs;Aerospace electronics;Satellites;Real-time systems","","","","91","IEEE","26 Dec 2025","2026","","IEEE","IEEE Journals"
"Trust-Ensuring Mechanism-Empowered Post-Quantum Secure Blockchain Approach for Drone Communications","B. B. Sezer","Graduate School of Natural and Applied Science, Ege University, Izmir, Turkiye",2025 IEEE International Conference on Internet of Things and Intelligence Systems (IoTaIS),"16 Dec 2025","2025","","","21","27","Nowadays, drone technologies, also known as Unmanned Aerial Vehicles (UAVs), are utilized in numerous critical applications, including surveillance, rescue operations, and data collection. However, it is vulnerable to many attacks, including network security breaches, unauthorized access, and data theft. In addition, the threat posed by quantum computers’ cryptographic methods makes network communication vulnerable. This study presents a new post-quantum secure blockchain-based network service architecture to provide effective network services in inter-drone communication. The proposed system is layer-based, and a hybrid encryption method integrated with ML-KEM is employed to counter quantum attacks. Additionally, it employs the dynamic Trust Weighted Proof of Authority (TW-PoA) mechanism, which is selected based on predefined trust parameters to determine the most suitable drone on the network. Finally, it provides a secure connection platform that offers low communication costs and overhead, utilizing blockchain and event-based smart contracts for secure data sharing. Experimental results show that the proposed system is applicable in terms of security, latency, and transaction efficiency.","2832-1383","979-8-3315-8124-4","10.1109/IoTaIS67227.2025.11282125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11282125","Blockchain;IoT;Post-quantum cryptography;Privacy;Trust management","Costs;Voting;Surveillance;Stability criteria;Blockchains;Internet of Things;Data communication;Vehicle dynamics;Trust management;Drones","","1","","33","IEEE","16 Dec 2025","6-8 Nov. 2025","6-8 Nov. 2025","IEEE","IEEE Conferences"
"Integrating Post-Quantum Cryptography into CoAP and MQTT-SN Protocols","J. Blanco-Romero; V. Lorenzo; F. Almenares; D. D. Sánchez; C. Campo; C. G. Rubio","Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Madrid, Spain; Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Madrid, Spain; Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Madrid, Spain; Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Madrid, Spain; Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Madrid, Spain; Departamento de Ingeniería Telemática, Universidad Carlos III de Madrid, Madrid, Spain",2024 IEEE Symposium on Computers and Communications (ISCC),"31 Oct 2024","2024","","","1","6","Post-Quantum Cryptography (PQC) is a practical and cost-effective solution to defend against emerging quantum computing threats. So, leading worldwide security agencies and standardization bodies strongly advocate for the proactive integration of PQ cryptography into underlying frameworks to support applications, protocols, and services. The current research predominantly addresses the incorporation of PQC in Internet communication protocols such as HTTP and DNS; nevertheless, the focus on embedded devices has been limited to evaluating PQC’s integration within TLS/DTLS in isolation. Hence, there is a notable gap in understanding how PQC impacts IoT-specific communication protocols. This paper presents the integration of PQC into two communication protocols specifically tailored for IoT devices, the Constrained Application Protocol (CoAP) and MQTT for Sensor Networks (MQTT-SN), via the wolfSSL library. These two integrations contribute to the understanding of PQC’s implications for IoT communication protocols.","2642-7389","979-8-3503-5423-2","10.1109/ISCC61673.2024.10733716","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10733716","Post-Quantum Cryptography;PQC;IoT protocols;CoAP;MQTT-SN","Computers;Protocols;Quantum computing;Standardization;Libraries;HTTP;Cryptography;Internet of Things","","9","","45","IEEE","31 Oct 2024","26-29 June 2024","26-29 June 2024","IEEE","IEEE Conferences"
"A Conceptual Model of Quantum Cryptography Techniques used to Provide Online Banking Transactions Security","U. P. Madje; M. B. Pande","Faculty of Computer Studies, Symbiosis International (Deemed University), Pune, India; Symbiosis Centre for Information Technology, A Constituent of Symbiosis International (Deemed University), Pune, India",2024 International Conference on Trends in Quantum Computing and Emerging Business Technologies,"5 Sep 2024","2024","","","1","5","In today’s online environment, a lot of data is created through online transactions and processing, and protecting this data can be difficult. When talking about security and privacy, it takes into account how resistant information and other transaction data is to threats and flaws. Online banking raises three key concerns: user identity, data confidentiality, and the medium or channel over which the information is conveyed. For this reason, the main focus of this study is on the security methods used in online banking that fall within the categories of classical and quantum cryptography in order to combat multiple attacks and problems that may arise when using the service. The study offers a conceptual model for client authentication using the one-time pad (OTP) idea in conjunction with quantum-safe channel technology to boost security and prevent reply attacks. To assess the performance and determine whether the proposed framework operationally feasible, quantum cryptography is being introduced. The performance and speed of financial transaction processing can be increased by combining quantum computing with traditional algorithms for fraud detection. In order to create a safe key exchange with the help of quantum cryptography, the proposed approach takes this into consideration and implements QKD and QRNG.","","979-8-3503-8427-7","10.1109/TQCEBT59414.2024.10545237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10545237","Online banking;Classical Cryptography;Quantum cryptography;Authentication;QKD;QRNG;Security","Resistance;Data privacy;Quantum computing;Online banking;Computational modeling;Authentication;Market research","","5","","15","IEEE","5 Sep 2024","22-23 March 2024","22-23 March 2024","IEEE","IEEE Conferences"
