citation_key,entry_type,author,title,journal,booktitle,volume,number,pages,year,issn,isbn,doi,url,keywords,abstract,note,address,edition,editor,publisher,series
XIE2022107287,article,Jiaxing Xie and Yufeng Chen and Peng Gao and Daozong Sun and Xiuyun Xue and Dongxiao Yin and Yuxing Han and Weixing Wang,Smart fuzzy irrigation system for litchi orchards,Computers and Electronics in Agriculture,,201,,107287,2022,0168-1699,,https://doi.org/10.1016/j.compag.2022.107287,https://www.sciencedirect.com/science/article/pii/S0168169922005993,"Visual detection litchi orchards, Smart irrigation, Fuzzy control, Particle swarm optimization, Simulated annealing algorithm","Sustainability of orchard crop production can be improved by developing more efficient irrigation control systems. Soil moisture deficiency can lead to yield reduction; however, excess soil moisture can reduce the diffusion of oxygen to the root system, which can result in hypoxia that causes harmful results. The particle swarm optimization (PSO) algorithm can fall into the local optimal solution, and therefore, it requires further optimization. In addition, a mathematical model that can effectively describe the system is difficult to obtain in complex systems with nonlinear characteristics, such as in irrigation systems. Therefore, a smart irrigation fuzzy control system based on an improved PSO algorithm is proposed in this study. Simulation and field experiments were conducted to analyze the effectiveness of the system. The simulation results showed that the proposed irrigation control algorithm achieved better transient performance and control precision. Further, the time required to enter the steady state and the overshoot were reduced by 40% and 76%, respectively, compared to the values for general fuzzy control. The experimental results showed that the irrigation system proposed in this paper can increase the average soil moisture of litchi orchards to 16.43% with an average deviation of 0.00826. The general fuzzy irrigation system achieved an average soil moisture of 16.83% with an average deviation of 0.01107, which implies the proposed irrigation system’s good control performance. The results indicate that the system is more efficient for making the soil moisture suitable for litchi growth. This research was meaningful with regards to controlling the soil moisture stably and thereby providing a valuable reference for the litchi orchard's irrigation.",,,,,,
OUATTARA2024100165,article,Boris Ouattara and Michael Thiel and Barbara Sponholz and Heiko Paeth and Marta Yebra and Florent Mouillot and Patrick Kacic and Kwame Hackman,Enhancing burned area monitoring with VIIRS dataset: A case study in Sub-Saharan Africa,Science of Remote Sensing,,10,,100165,2024,2666-0172,,https://doi.org/10.1016/j.srs.2024.100165,https://www.sciencedirect.com/science/article/pii/S266601722400049X,"Burned area mapping, VIIRS, Active fires, Google earth engine, Africa","Since 2001, the Moderate Resolution Imaging Spectroradiometer (MODIS) sensor on board the Aqua and Terra platforms has made great strides in providing information on global burned areas (BA). However, the MODIS mission is nearing its end. The Visible Infrared Imaging Radiometer Suite (VIIRS) sensors, presented as the MODIS Aqua heritage, could be an excellent alternative to ensure the temporal continuity of this information at a moderate resolution. This paper describes and evaluates the effectiveness of our developed hybrid algorithm, which utilizes VIIRS reflectance and active fire products on the Google Earth Engine platform, in producing efficient information about BA. The study investigates the algorithm's performance in sub-Saharan Africa as the region of interest in 2019, using biweekly outputs and a spatial resolution of 250 m. The algorithm encompasses several steps, including pre-processing individual scenes, creating cloud-free composites, generating binary reference data for burned and non-burned areas, conducting a supervised classification using random forest, and performing region shaping. The VIIRS-BA final product, which includes three confidence levels (low, moderate, and high) known as the uncertainty layer, is compared to four other burned area products. The validation is conducted against 27 reference sampling units from the Sentinel-2 Burned Area Reference Database dataset, allowing for a comprehensive uncertainty assessment across five various biomes. The VIIRS-BA product identified 5.1 million km2 of BA, which was significantly larger than other global coarse resolution BA products such as FireCCI51, FireCCIS310, and MCD64A1 and close to the fine resolution FireCCISFD20 with a difference of 7.3%. The differences were less significant in biomes such as “Tropical Savannas” and “Temperate Grasslands” which are characterized by persistent biomass burning. Based on a stratified random sampling, the validation results demonstrate varying levels of accuracy for the VIIRS-BA product across different confidence levels. The commission error (CE) ranges from 7.8% to 23.4%, while the omission error (OE) falls between 29.4% and 58.8%. Notably, there is a significant reduction in OE (ranging from 40.7% to 50.5%) compared to global BA products like FireCCI51, FireCCIS310, and MCD64A1. When compared to VIIRS-BA, the FireCCISFD20 regional product has a 37% better OE performance. While VIIRS-BA shows great potential in detecting fires that global products miss, the VIIRS-BA with low confidence level tends to overestimate BA in regions with high fire activity. To address this, future versions of the algorithm will integrate the updated VIIRS reflectance data alongside VIIRS active fire from the National Oceanic and Atmospheric Administration to reduce CE and improve understanding spatial patterns.",,,,,,
WILSON2023126741,article,Jobin Wilson and Santanu Chaudhury and Brejesh Lall,Homogeneous–Heterogeneous Hybrid Ensemble for concept-drift adaptation,Neurocomputing,,557,,126741,2023,0925-2312,,https://doi.org/10.1016/j.neucom.2023.126741,https://www.sciencedirect.com/science/article/pii/S0925231223008640,"Concept-drift, Ensemble learning, Genetic algorithm, Hyperparameter tuning","Homogeneous ensembles are very effective in concept-drift adaptation. However, choosing an appropriate base learner and its hyperparameters suitable for a stream is critical for their predictive performance. Moreover, the best base learner and its hyperparameters may change over time as the stream evolves, necessitating manual reconfiguration. On the other hand, heterogeneous ensembles train multiple base learners belonging to diverse algorithmic families with different inductive biases. Though it eliminates the need to manually choose the best base learner for a stream, their size is often restricted to the number of unique base learner algorithms, limiting their scalability. We combine the strengths of homogeneous and heterogeneous ensembles into a unified scalable ensemble framework with higher predictive performance, while eliminating the need to manually specify and adapt the optimal base learner and its hyperparameters for a stream. The proposed ensemble named H3E is a single-pass hybrid algorithm which uses a genetic algorithm (GA) based optimization in combination with stacking to provide high predictive performance at a competitive computational cost. Experiments on several real and synthetic data streams affected by diverse drift types confirm the superior predictive performance and utility of our approach in comparison to popular online ensembles.",,,,,,
PAN2024590,article,Jiawen Pan and Caicong Wu and Weixin Zhai,A hybrid genetic slime mould algorithm for parameter optimization of field-road trajectory segmentation models,Information Processing in Agriculture,,11,4,590-602,2024,2214-3173,,https://doi.org/10.1016/j.inpa.2023.11.003,https://www.sciencedirect.com/science/article/pii/S2214317323000896,"Field-road segmentation, Parameter optimization, Metaheuristic algorithm, Genetic algorithm, Slime mould algorithm","Field-road trajectory segmentation (FRTS) is a critical step in the processing of agricultural machinery trajectory data. This study presents a generalized optimization framework based on metaheuristic algorithms (MAs) to increase the accuracy of the field-road trajectory segmentation model. The MA optimization process is used in this framework to precisely and quickly identify the parameters of the FRTS model. It is difficult to solve the parameter optimization problem with basic metaheuristic algorithms without falling into local optima due to their insufficient performance. This study therefore combines a genetic algorithm (GA) with a slime mould algorithm (SMA) to propose a novel enhanced hybrid algorithm (GASMA); the algorithm has superior global search capability due to the implicit parallelism of the GA, and the oscillation concentration mechanism of the SMA is used to enhance the algorithm's local search capability. To maintain the balance between the two capacities, a nonlinear parameter management technique is developed that adaptively modifies the algorithm's computational process based on the fitness distribution deviation of the population. Experiments were conducted on real agricultural trajectory datasets with various sample frequencies, and the proposed algorithm was compared with existing methods to validate its efficiency. According to the experimental data, the optimized model produced better results. The proposed approach provides an automatic and accurate method for determining the optimal parameter configurations of FRTS model instances, where the parameter optimization solution is not confined to a single specified procedure and can be addressed by a variety of metaheuristic algorithms.",,,,,,
NARIMANI2019105786,article,Hossein Narimani and Ali Azizivahed and Ehsan Naderi and Mehdi Fathi and Mohammad Rasoul Narimani,A practical approach for reliability-oriented multi-objective unit commitment problem,Applied Soft Computing,,85,,105786,2019,1568-4946,,https://doi.org/10.1016/j.asoc.2019.105786,https://www.sciencedirect.com/science/article/pii/S1568494619305678,"Hybrid Gray Wolf Optimizer-Particle Swarm Optimization (HGWO-PSO), Multi-Objective Unit Commitment (MOUC), Pareto-optimal method, Total Expected Energy Not Supplied (TEENS)","Modern-day power systems have to operate not only to satisfy techno-economic constraints but also to retain a reasonable level of system’s reliability accompanied by social welfare. This can be achieved by short-term planning of capacity reserve of power networks including hour-to-hour scheduling that unit commitment (UC) problem, one of the most important tools in power system operation, is designed for. In this connection, this paper develops an effective and straightforward hybrid structure to expeditiously solve reliability-oriented multi-objective UC problem integrated with spinning reserve as well as minimum up/down time constraints. Reliability and economic efficiency must be taken into account at the same time to make the UC problem a suitable tool for improving the stable operation of power systems in both economic and reliability standpoints. Considering total operation cost and total expected energy not supplied (TEENS) as objective functions, which almost always are in stark contrast with one another, makes the UC problem more complicated. To this end, the proposed hybrid framework is armed with a multi-objective Pareto-based solution methodology to solve the proposed problem. Performance of the proposed algorithm is scrutinized in detail on three test systems including 10-, 38-, and 54-unit test systems. Comparing the obtained results by the proposed approach with those available in literature corroborates the supremacy of the proposed algorithm respect to other alternatives in this realm of power engineering. The proposed approach tangibly reduces the operation cost for all three test systems i.e., 10-unit, 38-unit, and 54-unit power networks, by 11.8%, 0.38%, and 1.51% compare to the state-of-the-art algorithms in literature. A slight improvement in operation cost of realistic power networks saves millions of dollars annually because of the vastness of these networks.",,,,,,
ALHARBI201739,article,Abir Alharbi and F. Tchier,Using a genetic-fuzzy algorithm as a computer aided diagnosis tool on Saudi Arabian breast cancer database,Mathematical Biosciences,,286,,39-48,2017,0025-5564,,https://doi.org/10.1016/j.mbs.2017.02.002,https://www.sciencedirect.com/science/article/pii/S0025556417300640,"Fuzzy systems, Genetic algorithms, Optimization methods, Breast cancer, Computer-aided diagnosis","The computer-aided diagnosis has become one of the major research topics in medical diagnostics. In this research paper, we focus on designing an automated computer diagnosis by combining two major methodologies, namely the fuzzy base systems and the evolutionary genetic algorithms and applying them to the Saudi Arabian breast cancer diagnosis database, to be employed for assisting physicians in the early detection of breast cancers, and hence obtaining an early-computerized diagnosis complementary to that by physicians. Our hybrid algorithm, the genetic-fuzzy algorithm, has produced optimized diagnosis systems that attain high classification performance, in fact, our best three rule system obtained a 97% accuracy, with simple and well interpretive rules, and with a good degree of confidence of 91%.",,,,,,
XUE2025113574,article,Feng Xue and Peng Liang and Ying Yang and Jincheng Wang,A hybrid genetic tabu search algorithm for metro crew scheduling based on a space-time-state network,Applied Soft Computing,,182,,113574,2025,1568-4946,,https://doi.org/10.1016/j.asoc.2025.113574,https://www.sciencedirect.com/science/article/pii/S1568494625008853,"Urban rail transit, Crew scheduling, Space-time-state network, Hybrid genetic tabu search algorithm","The crew scheduling problem is highly important for the operation and management of urban rail transit. It is essential to reasonably design an approach for optimizing the crew schedule within the constraints of a provided train diagram so that the schedule is highly versatile and can meet the actual operational demand. Additionally, better results can be achieved by using an optimization method, which can reduce operating costs and satisfy crew members’ working preferences to the greatest extent possible to achieve a more rational distribution of tasks. Unlike traditional space-time networks that merely describe spatiotemporal movement trajectories, this study innovatively introduces state attributes to ensure solution feasibility during search. Using these attributes, we establish a space-time-state network for crew scheduling modeling. This model has the objective of reducing task connection time and personnel costs. To solve the provided model, a hybrid genetic tabu search (HGTS) algorithm is created by considering the distinctive characteristics of two methods: tabu search (TS) and genetic algorithm (GA), where TS handles local search and GA performs global optimization. The HGTS algorithm can efficiently address the complex metro crew scheduling problem and obtain an improved crew scheduling plan. The proposed method is validated against data from Chengdu Metro Line 5. Results demonstrate that our constructed methodology can effectively reduce the personnel costs and connection time of crew scheduling over the manual scheduling plan: a total of 148 crew duties were obtained, with an optimization rate of 10.30 % and a total connection time of 198 h 44 min 49 s, with an optimization rate of 7.71 %. Furthermore, the proposed method has a higher computational speed and enhanced stability than the shortest-path faster algorithm based on the greedy approach (G-SPFA) method, especially for large-scale data. Additionally, as a hybrid algorithm, HGTS delivers superior solutions compared to standalone GA and TS. This advantage is evidenced by key metrics: HGTS achieved a total duty duration of 725 h 31 min 51 s versus GA's 778 h 38 min 10 s and TS's 749 h 11 min 31 s, while also demonstrating tighter crew efficiency with standard deviations of 0.067, 0.077, and 0.085 for HGTS, GA, and TS respectively.",,,,,,
KAPSOULIS2018520,article,Dimitrios Kapsoulis and Konstantinos Tsiakas and Xenofon Trompoukis and Varvara Asouti and Kyriakos Giannakoglou,A PCA-assisted hybrid algorithm combining EAs and adjoint methods for CFD-based optimization,Applied Soft Computing,,73,,520-529,2018,1568-4946,,https://doi.org/10.1016/j.asoc.2018.09.002,https://www.sciencedirect.com/science/article/pii/S1568494618305064,"Hybrid optimization, Evolutionary multi-objective optimization, Gradient-based optimization, Principal component analysis, Adjoint method","Hybrid optimization algorithms which combine Evolutionary Algorithms (EAs) and Gradient-Based (GB) methods o refine the most promising solutions, are valuable tools for use in engineering optimization. Several hybrid methods can be found in the literature; differences among them are associated with the criteria used to select individuals for refinement through the GB method and the feedback the EA gets from the latter. GB methods require the gradient of the objective functions with respect to the design variables. By employing the adjoint method in problems governed by partial differential equations, the cost of computing the gradient becomes independent of the number of design variables. For multi-objective optimization problems this paper is exclusively dealing with, the availability of the gradients of all objective functions is not enough. Hybrid algorithms require the computation of descent directions in the objective space capable of improving the current front of non-dominated solutions. Using the sum of weighted objectives as the new objective function is ineffective. In this paper, a method which refrains from using arbitrarily defined weights is proposed. The method is driven by data obtained from the Principal Component Analysis (PCA) of the objective function values of the elite individuals at each generation of the EA. The PCA, with computational cost that of the solution of an eigenproblem, identifies the direction in the objective space along which the current front of non-dominated solutions should be improved. This along with the gradients computed by the adjoint method are used by the GB method to refine selected individuals. The efficiency of the proposed hybrid algorithm is further improved by employing online trained surrogate models or metamodels and Kernel PCA within the EA-based search. The proposed method is demonstrated in aerodynamic shape optimization problems, using in-house Computational Fluid Dynamics software and its adjoint.",,,,,,
CILDOZ2021107151,article,M. Cildoz and F. Mallor and P.M. Mateo,A GRASP-based algorithm for solving the emergency room physician scheduling problem,Applied Soft Computing,,103,,107151,2021,1568-4946,,https://doi.org/10.1016/j.asoc.2021.107151,https://www.sciencedirect.com/science/article/pii/S1568494621000740,"OR in health services, GRASP, Network flow optimization, Physician scheduling, Emergency room","This paper addresses a physician scheduling problem in an Emergency Room (ER) requiring a long-term work calendar to allocate work days and types of shift among all the doctors. The mathematical model is created without simplifications, using the real calendar, including holidays. This precludes the possibility of cyclic-type solutions, and involves numerous and varied constraints (demand, workload, ergonomics, fairness, etc.). An effective solution to this very difficult practical problem cannot be obtained, for large instances, with exact solution methods. We formulate a mathematical representation of a real-world ER physician scheduling problem featuring a hybrid algorithm combining continuous linear programming with a greedy randomized adaptive search procedure (GRASP). Linear programming is used to model a general physician-demand covering problem, where the solution is used to guide the construction phase of the GRASP, to obtain initial full schedules for subsequent improvement by iterative application of Variable Neighborhood Descent Search (VNDS) and Network Flow Optimization (NFO). A computational study shows the superiority of our approach over the Integer Linear Programming method in a set of instances of varying size and difficulty inspired by a real setting. The methodology is embedded in a software tool for generating one-year-ahead physician schedules for a local ER. These solutions, which are now in use, outperform the manually-created schedules used previously.",,,,,,
JIANG2019298,article,Chun Jiang and Xiaofeng Hu and Juntong Xi,A hybrid algorithm of product-service framework for the multi-project scheduling in ETO assembly process,Procedia CIRP,,83,,298-303,2019,2212-8271,,https://doi.org/10.1016/j.procir.2019.04.078,https://www.sciencedirect.com/science/article/pii/S2212827119306924,"engineer-to-order, multi-project scheduling, worker allocation, particle swarm optimization, Tabu search","The engineer-to-order (ETO) production strategy plays an important role in today’s manufacturing industry. This paper studies the multi-project scheduling in assembly process of ETO products. The multi-project scheduling problem is to schedule tasks of different projects under many constraints and assign hierarchical workers to each task. We develop a mathematical model to represent the problem. In order to solve with the minimization of makespan as the objective, we propose a hybrid algorithm combining particle swarm optimization (PSO) and Tabu search (TS). The improved PSO is designed as the global search process and the Tabu search is introduced to improve the local searching ability. The proposed algorithm is tested on different scale benchmark instances and the case that uses industrial data from a collaborating steam turbine company. The results show that the solution quality of the hybrid algorithm outperforms the other three algorithms proposed in the literature and the experienced project manager.",11th CIRP Conference on Industrial Product-Service Systems,,,,,
FAVERGE201532,article,Mathieu Faverge and Julien Herrmann and Julien Langou and Bradley Lowery and Yves Robert and Jack Dongarra,Mixing LU and QR factorization algorithms to design high-performance dense linear algebra solvers,Journal of Parallel and Distributed Computing,,85,,32-46,2015,0743-7315,,https://doi.org/10.1016/j.jpdc.2015.06.007,https://www.sciencedirect.com/science/article/pii/S0743731515001057,"Numerical algorithms, LU factorization, QR factorization, Stability, Performance","This paper introduces hybrid LU–QR algorithms for solving dense linear systems of the form Ax=b. Throughout a matrix factorization, these algorithms dynamically alternate LU with local pivoting and QR elimination steps based upon some robustness criterion. LU elimination steps can be very efficiently parallelized, and are twice as cheap in terms of floating-point operations, as QR steps. However, LU steps are not necessarily stable, while QR steps are always stable. The hybrid algorithms execute a QR step when a robustness criterion detects some risk for instability, and they execute an LU step otherwise. The choice between LU and QR steps must have a small computational overhead and must provide a satisfactory level of stability with as few QR steps as possible. In this paper, we introduce several robustness criteria and we establish upper bounds on the growth factor of the norm of the updated matrix incurred by each of these criteria. In addition, we describe the implementation of the hybrid algorithms through an extension of the PaRSEC software to allow for dynamic choices during execution. Finally, we analyze both stability and performance results compared to state-of-the-art linear solvers on parallel distributed multicore platforms. A comprehensive set of experiments shows that hybrid LU–QR algorithms provide a continuous range of trade-offs between stability and performances.",IPDPS 2014 Selected Papers on Numerical and Combinatorial Algorithms,,,,,
PAN2021105193,article,Binbin Pan and Zhenzhen Zhang and Andrew Lim,A hybrid algorithm for time-dependent vehicle routing problem with time windows,Computers & Operations Research,,128,,105193,2021,0305-0548,,https://doi.org/10.1016/j.cor.2020.105193,https://www.sciencedirect.com/science/article/pii/S0305054820303105,"Time-dependent travel time, Duration minimizing, Vehicle routing, Hybrid algorithm, Segment-based evaluation","In this paper, we study the duration-minimizing time-dependent vehicle routing problem with time windows (DM-TDVRPTW), where time-dependent travel times represent different levels of road congestion throughout the day. The departure time from depot becomes an important decision to reduce the route duration. We provide an alternative arc-based mixed-integer programming model with explicit arc time zone index. For larger scale instances, we extend the segment-based evaluation method to speed up the feasibility check of a given vehicle route. It is thereafter incorporated to implement an efficient hybrid adaptive large neighborhood search with tabu search (ALNS-TS) algorithm, to explore both feasible and infeasible solution spaces. The ALNS-TS exploits the strength of diversification in ALNS through adaptive control of neighborhood size, as well as the strength of intensification in TS by limiting the maximum number of steps allowed without improvement. Related parameters are tuned using an automatic configuration tool to determine the best set of configurations. The computational results demonstrate its excellent performance on the benchmark instances proposed by Dabia et al. (2013), obtaining optimal solutions for all instances with 25 customers and improving best-known solutions for 36 instances with 50 and 100 customers. Computational experiments are also conducted to evaluate the effectiveness of the algorithm on an extra set of large scale instances and on the simplified VRPTW instances.",,,,,,
WANG20232356,article,Jingjing Wang and Huimin Liu and Zongxi Wang,Stochastic Project Scheduling Optimization for Multi-stage Prefabricated Building Construction with Reliability Application,KSCE Journal of Civil Engineering,,27,6,2356-2371,2023,1226-7988,,https://doi.org/10.1007/s12205-023-2164-8,https://www.sciencedirect.com/science/article/pii/S1226798824040170,"Stochastic project scheduling, Multi-stage prefabricated building construction, Duration reliability, DEPSO","This study investigates a project scheduling problem of prefabricated building (PB) construction in an uncertain environment. Different from the traditional scheduling models in PB construction, we consider a complex multi-stage cooperation system including the production, transportation and assembly (PTA) phases. In this system, both activity durations and resource amounts are stochastic variables. By applying the reliability theory to the stochastic scheduling model innovatively, we formulate a duration reliability model to maximize the probability of non-delayed project completion, within the resource constraints. As the proposed model is a non-deterministic polynomial hard (NP-hard) problem, a hybrid meta-heuristic differential evolution particle swarm optimization (DEPSO) algorithm is developed, which is utilized the mutation factor of the differential evolution (DE) algorithm in the framework of the particle swarm optimization (PSO). Finally, a real-life example of a PB construction project is used to explore the performance of the proposed DEPSO algorithm. The result shows that the hybrid algorithm DEPSO can better find the global optimal solution in the multi-dimensional optimization problem.",,,,,,
BAI2015430,article,Lijie Bai and Thomas Bourdeaud'huy and Emmanuel Castelain and Besoa Rabenasolo,Incremental timetable generation in busy and complex railway stations: sliding-window algorithm with cancellation processing,IFAC-PapersOnLine,,48,3,430-435,2015,2405-8963,,https://doi.org/10.1016/j.ifacol.2015.06.119,https://www.sciencedirect.com/science/article/pii/S2405896315003584,"Train platforming, Train scheduling, Train routing, Railway networks, Cancellation processing, Mathematical Programming","This paper studies the problem of platforming trains faced by railway station infrastructure managers to generate a feasible conflict-free timetable. This platforming problem is to assign each train to an internal line inside the railway station and to find a path towards this line through the railway station network. Two kinds of movements are considered: commercial and technical movements. Strict reference arrival and departure times are only given for commercial movements by activity managers at a national level without any feasibility checking at the railway station level. On the other hand, a time deviation is permitted for technical movements. In this paper, we propose a sliding window algorithm using mathematical programming steps to solve the platforming problem. This hybrid algorithm consists of initialization, preprocessing, resolution, reinsertion and refinement. It takes into account train cancellation with suggestions for the modification of departure and arrival time of commercial movements in order to minimize the number of cancellations. The algorithm is tested based on real data related to a French railway station.",15th IFAC Symposium onInformation Control Problems inManufacturing,,,,,
TIAN2024103707,article,Xueyong Tian and Yuhan Ma and Cong Geng and Jie Yang and Yuanqing Luo and Weichun Gao and Jiyan Liang,Integrating machine learning and electrochemistry: A hybrid SA-DE-RF approach for optimizing electrode composition in water treatment,Environmental Technology & Innovation,,35,,103707,2024,2352-1864,,https://doi.org/10.1016/j.eti.2024.103707,https://www.sciencedirect.com/science/article/pii/S2352186424001834,"Industrial Water Pollution, Electrochemical Oxidation, Random Forest Algorithm, Data Augmentation, Machine Learning Optimization","The imperative to address the burgeoning challenge of industrial water pollution has catalyzed the pursuit of sophisticated treatment methodologies capable of neutralizing non-biodegradable contaminants. This investigation focuses on the optimization of Ti/SnO2-Sb-Ni anode composition, leveraging a synergistic hybrid machine learning strategy that integrates Simulated Annealing (SA), Differential Evolution (DE), and Random Forest (RF) algorithms. This triad of algorithms is meticulously applied to ascertain the optimal doping concentrations of antimony (Sb) and nickel (Ni), pivotal in maximizing the efficacy of electrochemical oxidation processes. Our findings elucidate that the meticulously optimized Ti/SnO2-Sb-Ni anode, with a specific doping ratio of 100:3.74:5.36, engenders a degradation efficiency of benzoic acid (BA) that approximates completeness within a constrained temporal framework of 60 minutes. The RF regression model, exemplifying a robust R² value of 0.9565 and an RMSE of 0.0576, surpasses its counterparts in prognostication accuracy, underscoring its preeminence in electrode composition optimization for the amelioration of electrochemical water treatment matrices. The convergence of SA, DE, and RF methodologies not only refines the predictive fidelity of the degradation kinetics but also extricates the optimization process from the conventional constraints, thereby enhancing the scalability and precision of the model. This research advances the frontiers of electrochemical oxidation and etches a pioneering niche for the amalgamation of machine learning within environmental engineering paradigms. The hybrid algorithmic scaffolding proffered herein is suggested as a robust and versatile framework, propelling forward the discourse on the remediation of polluted water bodies and offering a springboard for future investigative endeavors.",,,,,,
SINGH2023103338,article,Law Kumar Singh and Munish Khanna and Rekha Singh,Artificial intelligence based medical decision support system for early and accurate breast cancer prediction,Advances in Engineering Software,,175,,103338,2023,0965-9978,,https://doi.org/10.1016/j.advengsoft.2022.103338,https://www.sciencedirect.com/science/article/pii/S0965997822002393,"Feature selection, Gravitational search optimization, Eagle strategy optimization, Hybrid algorithm, Breast cancer detection","Feature selection, which picks the optimal subset of characteristics related to the target data by deleting unnecessary data, is one of the most important aspects of the machine learning area. A major part of big data preprocessing is feature selection (reduction). There are 2n alternative feature subsets for every n features, making it difficult to choose the best set of features from a dataset using typical feature selection techniques. Consequently, the present study proposes and suggests a unique feature selection method based on the Eagle Strategy(ESO) Optimization, Gravitational Search Optimization (GSO) algorithm, and their hybrid algorithm. We chose this infection as our subject of investigation since the number of women with breast cancer is increasing rapidly on a global scale. After lung cancer, which affects more women than any other kind of cancer, breast cancer is the second leading cause of cancer mortality. The goal of this study is to categorize breast cancer into two groups using the benchmark feature set (Wisconsin Diagnostic Breast Cancer (WDBC)) and to choose the fewest features (feature selection) to achieve maximum accuracy. This work also provides a hybrid technique for finding important features that combines two algorithms, ESO and the GSO algorithm, while reducing insignificant characteristics (features) and complexity. Soft computing technologies and machine learning algorithms provide a framework for prognostic research by classifying data instances as relevant or irrelevant depending on cancer severity. Thus, this work presented a new approach for classifying breast cancer tumors. In this research, we coupled soft computing methodologies—our implemented algorithms are applied for the first time to this problem—with artificial intelligence-based machine learning strategies to create a prediction model. The efficacy of our suggested technique was evaluated using WDBC breast cancer data sets, and the findings show that our proposed hybrid algorithm performs very well in breast cancer classification. We have been able to attain astonishing results with accuracy up to 98.9578%, sensitivity up to 0.9705, specificity up to 1.000, precision up to 1.000, F1-score up to 0.9696, and an AUC up to 0.9980 (close to maximum, i.e., 1.0000). Our study's goal is to incorporate our findings into a valid clinical prediction system, allowing visual science specialists to make more accurate and effective judgments in the future. Furthermore, our suggested technology might be used to detect a wide range of diseases.",,,,,,
SIAHROODI2022105011,article,Hossein Jafari Siahroodi and Hamed Mojallali and Seyed Saeid Mohtavipour,A novel multi-objective framework for harmonic power market including plug-in electric vehicles as harmonic compensators using a new hybrid gray wolf-whale-differential evolution optimization,Journal of Energy Storage,,52,,105011,2022,2352-152X,,https://doi.org/10.1016/j.est.2022.105011,https://www.sciencedirect.com/science/article/pii/S2352152X22010155,"Plug-in electric vehicle, Harmonic compensation, Total distortion payment function, Mean of total harmonic distortion, Hybrid gray wolf-whale-differential evolution algorithm","Plug-in electric vehicles are capable of providing harmonic reference currents to the smart micro-grid in order to approximately neutralize the undesirable effects of the harmonic sources. This paper proposes a holistic multi-objective optimization framework for plug-in electric vehicles' involvement in accurately clearing the harmonic power market in a micro-grid. The proposed multi-objective framework is capable of concurrently optimizing contradict objectives, comprising total distortion payment function of the harmonic compensators, and mean of total harmonic distortion while satisfying the constraints associated with the network, vehicles, and market price. The payment function includes availability, loss, and loss of opportunity cost terms according to the harmonic capability curve of the plug-in electric vehicles and active power line conditioners. Moreover, this study proposes a novel hybrid algorithm consisting of the whale optimization, the gray wolf optimization, and the differential evolution algorithm for settling this new market framework. The best compromise solution is selected based on a particular preference among diverse Pareto optimal solutions on a fuzzy decision-making procedure basis. In order to illustrate the effectiveness of the proposed methodology and the outperformance of the plug-in electric vehicles compared with the active power line conditioners, the single-objective and the multi-objective harmonic power market under different circumstances are employed in this study.",,,,,,
BAHADORI2016432,article,Alireza Bahadori and Alireza Baghban and Meysam Bahadori and Moonyong Lee and Zainal Ahmad and Mehrasa Zare and Ehsan Abdollahi,Computational intelligent strategies to predict energy conservation benefits in excess air controlled gas-fired systems,Applied Thermal Engineering,,102,,432-446,2016,1359-4311,,https://doi.org/10.1016/j.applthermaleng.2016.04.005,https://www.sciencedirect.com/science/article/pii/S1359431116304884,"Conservation benefits, Combustion efficiency, Artificial neural network, Adaptive neuro fuzzy inference system, Support vector machine","Gas-fired systems and boilers are the noteworthy energy consumers in industries for energy production. The mostly applied factor in systems which contain boilers is the combustion efficiency. This parameter has widely applied to determine important information about exhaust gas such as CO2 and O2. This study plays importance on applying the predictive techniques based on the Adaptive Neuro-Fuzzy Inference System (ANFIS), Multi-Layer Perceptron Artificial Neural Network (MLPANN), Support Vector Machine (SVM), and simple correlation for predicting the combustion efficiency of natural gas at extensive range of excess air fraction and stack temperature rise. The developed tools can be of great assessment for engineers dealing with combustion to have a rapid check on combustion efficiency of natural gas at broad range of applications without the requirement of any unit as pilot plant. The Levenberg–Marquardt algorithm is employed to optimize the bias and weight values of the ANN model. In addition, Hybrid algorithm (coupling of back propagation and least square methods) is used to determine parameters of membership function in the ANFIS approach. Hyper variables of the SVM technique (i.e., C, K and ε) are determined using tried and error procedures. To that end, a database including 72 data points has been collected from the energy management handbook. Approximations are recognized to be in high approbation with reported data points. Furthermore, potential of aforementioned models has been evaluated through statistical analyses. The developed models were examined using several data, and a reasonable match was attained showing a good potential for the proposed predictive tools in estimation of the combustion efficiency of natural gas at extensive range of excess air fraction and stack temperature rise.",,,,,,
